省,stock,GDP,DMSP_sum,baidu_index,scale,city,year,location_x,location_y
云南省,65.06,670.3372,18262,13,2,昭通市,2014,18808.1,3079.62
浙江省,218.4,9210,200143,213,2,杭州市,2014,20319.5,3339.4
浙江省,47.148,1960,85551,58,2,湖州市,2014,20350.9,3436.52
浙江省,79.1861,3350,146764,87,2,嘉兴市,2014,20439.8,3430.15
浙江省,114.9667,3210,128406,87,2,金华市,2014,20373.2,3255.63
浙江省,25.6824,1050,38491,40,2,丽水市,2014,20337.4,3150.06
浙江省,159.7218,7610,246415,121,2,宁波市,2014,20516.8,3336.54
浙江省,24.4756,1120,32807,34,2,衢州市,2014,20249.5,3226.34
浙江省,85.0681,4270,121011,77,2,绍兴市,2014,20434.6,3329.88
浙江省,103.9522,3390,137830,107,2,台州市,2014,20492.9,3224.87
浙江省,140.9532,4300,146013,132,2,温州市,2014,20434.2,3123.18
浙江省,11.0052,1020,42156,26,2,舟山市,2014,20581,3386.5
