Unnamed: 0,stock,register,city,year,GDP,road_area,DMSP_sum,Built_area,baidu_index,POP,scale,stock_model_chose,register_model_chose,pr_register,pr_register_corrected
901,5.7979,,陇南市（2004年前为陇南地区）,2010,169.4085,64.0,14731.0,14.0,,281.78,2,1111.0,101111.0,0.8800000000000001,1.1394865166558956
902,6.3604,,邵阳市,2006,409.5117,798.0,10995.0,43.0,,746.39,2,1111.0,101111.0,0.711,0.3278396315189936
903,6.1095,,白城市,2007,228.612,233.0,13629.0,38.0,,202.93,2,1111.0,101111.0,1.0759999999999998,0.5214038815117465
904,9.7254,,张掖市,2013,335.9718,418.0,20342.0,63.0,7.0,131.3,2,11111.0,111111.0,5.776999999999999,1.9606186231339269
905,3.0488,,黔西南布依族苗族自治州,2005,,,8901.0,,,,2,100.0,100.0,0.8550000000000001,0.6429361745722775
906,19.778,,邵阳市,2004,336.6166,228.0,11031.0,40.0,,739.7,2,1111.0,101111.0,0.8800000000000001,0.4329012170959523
907,35.1,,凉山彝族自治州,2018,,,31977.0,,,,2,100.0,100.0,3.475,2.2682090145652722
908,9.1374,,遵义市,2004,362.3727,319.0,16375.0,48.0,,723.01,2,1111.0,101111.0,0.8800000000000001,0.6147847278635256
909,57.3966,,怀化市,2012,1000.0,406.0,14669.0,60.0,6.0,516.5,2,11111.0,111111.0,8.65,3.567992656058751
910,4.3187,,广元市,2008,233.5589,324.0,8704.0,33.0,,310.37,2,1111.0,101111.0,0.8800000000000001,0.7950946354574981
911,5.9476,,承德市,2003,234.9782,341.0,21095.0,40.0,,359.06,2,1111.0,101111.0,0.875,1.951644061657343
912,,,喀什地区,2013,,,59044.0,,,,2,100.0,100.0,2.0569999999999995,1.3309774632147509
913,,,凉山彝族自治州,2012,,,32270.0,,,,2,100.0,100.0,2.668,1.2165597525145653
914,2.6836,,抚州市,2003,168.41099999999997,298.0,10078.0,30.0,,376.11,2,1111.0,101111.0,0.8800000000000001,0.408560579910252
915,4.8393,,庆阳市,2008,248.4991,220.0,14542.0,14.0,,258.23,2,1111.0,101111.0,0.8800000000000001,0.3369934316520014
916,,,伊春市,2019,299.0,724.0,17622.0,96.0,32.0,112.0,2,11111.0,111111.0,4.0920000000000005,1.5455081594082145
917,,,乌兰察布市（2003年前为乌兰察布盟）,2016,938.87,902.0,29209.0,60.0,29.0,274.0,2,11111.0,111111.0,8.583000000000002,5.073518237658302
918,2.2118,,崇左市,2003,106.4853,109.0,9313.0,8.0,,227.89,2,1111.0,101111.0,0.8800000000000001,0.2683264563955522
919,17.1804,,张家界市,2011,298.0421,371.0,5115.0,29.0,4.0,168.4,2,11111.0,111111.0,6.252000000000001,2.5916428048212024
920,1.3876,,抚州市,2004,204.1762,332.0,10106.0,30.0,,378.77,2,1111.0,101111.0,0.8800000000000001,0.46177119445319903
921,31.5309,,永州市,2005,361.222,403.0,12035.0,42.0,,574.86,2,1111.0,101111.0,0.7390000000000001,0.3170385415634598
922,13.1322,,安康市,2016,842.8616,539.0,12687.0,45.0,30.0,304.0,2,11111.0,111111.0,8.583000000000002,5.5232284836159025
923,2.0829,,伊春市,2003,95.0709,421.0,17750.0,158.0,,130.03,2,1111.0,101111.0,1.7439999999999998,0.5579146919431277
924,10.6302,,雅安市,2013,417.9698,296.0,8116.0,29.0,5.0,157.0,2,11111.0,111111.0,5.956,3.154367038063084
925,22.2266,,楚雄彝族自治州,2007,,,15397.0,,,,2,100.0,100.0,0.835,0.70098197418136
926,,,巴彦淖尔市,2017,,1105.0,35376.0,51.0,66.0,174.0,2,11110.0,111110.0,7.057999999999998,4.47274925546683
927,37.76,,昭通市,2010,379.6448,245.0,12200.0,27.0,,574.24,2,1111.0,101111.0,1.07,1.8352481341303808
928,39.7976,,怀化市,2010,674.9227,281.0,15031.0,52.0,,509.72,2,1111.0,101111.0,1.465,1.0972539571100335
929,2.3632,,宜宾市,2002,258.3049,,7243.0,31.0,,512.42,2,1101.0,101101.0,1.092,0.6193598251229605
930,21.8128,,临沧市（2003年前为临沧地区）,2008,156.874,117.0,12917.0,12.0,,224.66,2,1111.0,101111.0,0.8800000000000001,0.775834804636524
931,2.1702,,黔南布依族苗族自治州,2010,,,14325.0,,,,2,100.0,100.0,0.835,1.4621185852981973
932,2.7369,,固原市,2007,61.8352,345.0,5771.0,32.0,,153.84,2,1111.0,101111.0,1.0759999999999998,0.5613188854489164
933,9.3639,,安康市,2014,689.437,514.0,12873.0,40.0,33.0,306.2,2,11111.0,111111.0,8.583000000000002,5.874601410764326
934,9.8044,,遵义市,2008,655.7276,1029.0,16852.0,45.0,,744.02,2,1111.0,101111.0,1.245,1.400945933829463
935,4.9819,,吉安市,2007,406.0052,281.0,13849.0,38.0,,479.72,2,1111.0,101111.0,1.07,0.6027207332637198
936,15.4906,,河池市,2014,601.3922,213.0,18355.0,22.0,15.0,419.9,2,11111.0,111111.0,8.501000000000001,3.4649453455274286
