,stock,register,city,year,PGDP,wage_average,P_baidu_index,DMSP_mean,P_road_area,Built_area,scale,stock_model_chose,pr_stock
204,0.130691187,,广州市,2010,87458.0,54494.11,,25.43713707,14.65,7781.309906999999,2,110011.0,0.2085234270813137
205,,,武汉市,2019,,98043.0,,25.40170044,,,2,10.0,0.18910946289855288
206,,,廊坊市,2018,,86177.0,,25.35609604,,,2,10.0,0.16621953259276329
207,0.058038233,,汕头市,2011,23596.0,32785.06,423.990625,25.34566327,4.78,3410.359375,2,110111.0,0.07675245003887815
208,0.074569898,,汕头市,2013,28661.0,42646.56,474.6407643,25.29846939,4.69,4509.087261,2,110111.0,0.09539826634204694
209,0.115794546,,广州市,2008,81232.90818,45701.99,,25.29155976,,8844.702290000001,2,100011.0,0.1877859165523069
210,0.072820015,,无锡市,2007,65212.00413,34375.66,,25.23531924,21.56,3429.543222,2,110011.0,0.1503379926306018
211,0.16325208300000002,,常州市,2013,92995.0,73034.51,981.1399083,25.14586673,16.05,3967.21789,2,110111.0,0.19139353365123848
212,,,南通市,2020,129900.0,92542.0,1597.77,25.09030882,,3754.11,2,100111.0,0.2135021257038183
213,0.291645593,,湖州市,2019,102593.0,89631.0,2992.295833,25.06811942,,4110.296474,2,100111.0,0.1954705293339965
214,,,石河子市,2013,73695.0,,,24.87391304,,,2,1.0,0.14186066637072992
215,0.061993879,,无锡市,2006,57719.0,29658.58,,24.82938287,21.12,3463.14,2,110011.0,0.13906063222636775
216,0.303051639,,宁波市,2016,110656.0,83656.0,2062.86214,24.43473644,,4214.860299,2,100111.0,0.19599088125166553
217,0.311044704,,青岛市,2019,124282.0,103125.0,2559.996752,24.23946548,,8051.774017,2,100111.0,0.2617282492209758
218,,,武汉市,2020,131441.0,107567.0,1862.080833,24.18267772,,7456.749038,2,100111.0,0.2654647832918672
219,0.230808837,,宁波市,2015,102374.0,74989.0,1996.293,24.07453176,13.44,4120.5535,2,110111.0,0.20212926292987898
220,0.283837073,,湖州市,2020,95579.0,97620.0,2867.37,23.84951039,,3763.423125,2,100111.0,0.19565873565032715
221,0.206446198,,宁波市,2014,98362.0,70227.63,1563.968725,23.78982429,12.85,3993.936662,2,110111.0,0.19028920196574653
222,0.105229221,,广州市,2007,71808.0,40561.01,,23.74692775,14.13,8524.043882,2,110011.0,0.1868249923178607
223,0.13065425,,广州市,2009,89082.0,49518.11,,23.5557056,14.51,9034.903063,2,110011.0,0.21424251018196266
224,0.15011749800000002,,嘉兴市,2013,69164.0,53965.71,812.4025397,23.36640557,13.91,2041.984762,2,110111.0,0.14033827828244902
225,0.083386179,,嘉兴市,2010,52143.0,36317.44,,23.36597041,11.63,1927.023913,2,110011.0,0.11169446208298028
226,0.097055285,,广州市,2006,63100.0,36769.58,,23.21390952,13.85,8108.401976999998,2,110011.0,0.17234513870120505
227,0.100486212,,常州市,2010,67327.0,44211.39,,23.12388367,13.27,3388.497039,2,110011.0,0.1459803909311316
228,,,武汉市,2018,,88327.0,,23.11472164,,,2,10.0,0.17036695802319035
229,,,扬州市,2019,128856.0,81837.0,2334.8266670000007,23.02100137,,3942.773333,2,100111.0,0.20350480827145775
230,,,石河子市,2010,42816.0,,,23.00217391,,,2,1.0,0.08102439782185455
231,0.134965743,,珠海市,2010,77888.0,34407.82,,22.97236438,32.32,7981.910744,2,110011.0,0.21544582472400842
232,0.27763460100000004,0.039870732,郑州市,2016,84113.5,61149.0,2188.403021,22.93578835,,4739.811282,2,100111.0,0.1604624175897459
233,0.074502241,,苏州市,2005,66766.0,25015.21,,22.87675362,19.01,3230.612903,2,110011.0,0.13609326845276992
234,0.121358825,,常州市,2011,77485.0,49754.85,973.9734637,22.841767800000003,14.11,3744.386872,2,110111.0,0.15723091789481808
235,0.26973008,,湖州市,2018,90304.0,81617.0,4083.6,22.83973919,,4116.8,2,100111.0,0.17890653516450034
236,0.108837236,,珠海市,2008,67591.0,29127.23,,22.80552712,27.58,8039.559237,2,110011.0,0.19351205994537185
237,,,厦门市,2005,44737.0,22578.13,,22.69483834,10.16,5625.345545,2,110011.0,0.1176553774158644
238,0.173989533,,珠海市,2012,95471.0,48484.78,1527.536,22.61873081,28.22,7892.269333,2,110111.0,0.2366226369820479
239,0.250484364,,盘锦市,2019,88983.0,55447.0,3614.934375,22.50378887,,7438.422656000002,2,100111.0,0.18349024910340533
240,0.288021992,,青岛市,2018,128459.0,90840.0,3746.720833,22.47429844,,7654.015417,2,100111.0,0.2478029686642086
241,0.066011871,,汕头市,2012,26231.0,37716.09,421.8972028,22.4289966,4.75,3925.478322,2,110111.0,0.08574129560450598
242,0.14123066199999998,,常州市,2012,85040.0,55761.16,899.6675062999999,22.41355622,14.97,3919.979849,2,110111.0,0.16979767659897277
243,0.31311218,,青岛市,2020,123828.0,116115.0,2127.045484,22.40929695,,7569.4858060000015,2,100111.0,0.2701473074191947
244,0.136196078,,嘉兴市,2011,78202.0,42985.78,1225.553731,22.3605309,12.53,2567.826866,2,110111.0,0.14277065537278125
245,,,武汉市,2017,,79684.0,,22.34393198,,,2,10.0,0.15369430779287355
246,0.239285491,0.043099355,郑州市,2014,72991.0,49756.03,1948.579794,22.30896038,7.83,4446.206932,2,110111.0,0.15117705688929928
247,0.252218755,0.041990022,郑州市,2015,77179.0,52987.0,2185.506566,22.11898431,13.73,4624.405198,2,110111.0,0.17360363631583245
248,,,石河子市,2011,54037.0,,,22.04565217,,,2,1.0,0.10313145340613288
249,0.106692982,,镇江市,2013,92633.0,54751.11,980.0761092,21.96941976,20.46,4046.76587,2,110111.0,0.18924581759264264
250,,,扬州市,2017,112559.0,71663.0,2869.587154,21.92771268,,3648.157312,2,100111.0,0.17933327617825545
251,0.097755156,,广州市,2004,56271.0,31592.94,,21.88980419,,9157.42235,2,100011.0,0.15450030338768417
252,0.245429213,,湖州市,2017,82952.0,72335.0,3779.667742,21.87800275,,3913.46129,2,100111.0,0.16269015762492442
253,0.111060267,,苏州市,2009,83696.0,40262.16,,21.80997101,23.92,3503.5534880000005,2,110011.0,0.17606203863852965
254,0.26709730600000003,,青岛市,2017,119215.0,83539.0,2601.054545,21.78975501,,6914.47,2,100111.0,0.2274189806685508
255,0.171809367,,南京市,2013,98011.0,66382.52,1186.89975,21.74238059,19.84,8724.324969,2,110111.0,0.23457951305056673
256,,,莆田市,2019,89342.0,70204.0,2439.723846,21.66814268,,3401.868462,2,100111.0,0.16019691409317988
257,0.098334084,,珠海市,2007,61693.0,26611.52,,21.66376663,27.68,8125.645579000001,2,110011.0,0.18710323331655979
258,0.079778005,,广州市,2003,48372.0,28804.83,,21.61944632,,8402.907429,2,100011.0,0.13884074940515492
259,,,鄂州市,2019,,56038.0,,21.5973535,,,2,10.0,0.10808034419851145
260,0.050136188,,汕头市,2010,22776.0,27740.9,,21.58673469,4.82,3425.8115700000008,2,110011.0,0.0782271516051923
261,0.244009504,,盘锦市,2018,84602.0,51592.0,6657.206557,21.57434021,,7420.011475,2,100111.0,0.175625922026201
262,0.08475684900000001,,珠海市,2006,52185.0,23773.36,,21.51330604,37.59,7537.726548999999,2,110011.0,0.19059591624705408
263,0.116941013,,揭阳市,2020,37495.0,69943.0,1356.961905,21.49161485,,2767.488095,2,100111.0,0.11974023177086543
264,0.097176704,,揭阳市,2019,34471.0,65614.0,1165.448095,21.38647526,,2495.04381,2,100111.0,0.11074744527915928
265,0.080474024,,广州市,2005,53809.0,34327.66,,21.38176907,13.49,7679.536893,2,110011.0,0.1584741101242923
266,0.065426685,,无锡市,2005,62323.0,25603.98,,21.378817,20.64,4295.835357,2,110011.0,0.14425155726935487
267,,,泉州市,2019,114067.0,72321.0,1639.354874,21.19959642,,2808.684925,2,100111.0,0.17325610450390574
268,0.059689064000000014,,苏州市,2004,57992.0,22510.32,,21.1666087,,2975.241739,2,100011.0,0.09327520958016555
269,0.167074524,,嘉兴市,2012,84080.0,48329.29,989.1764706,21.04743255,13.21,2618.408304,2,110111.0,0.15111330398875195
270,,,连云港市,2019,69523.0,,2081.261783,21.00713342,,4937.4614649999985,2,100101.0,0.15580928843282013
