,register,stock,province,year,GDP,road_area,DMSP_sum,Built_area,baidu_index,POP,scale,city,stock_model_chose,register_model_chose,pr_stock
674,,77.99,,2016,0.004740350365487711,255.0,0.003325663577051575,22.0,5.0,237.0,2,临沧市（2003年前为临沧地区）,11111.0,111111.0,10.532340749235864
677,,2.4978,,2004,0.0007583410915043669,310.0,0.003846037678723941,13.0,,256.69,2,庆阳市,1111.0,101111.0,3.5885682625945527
679,,2.4982,,2006,0.0008110174902561349,185.0,0.002782363903067769,24.0,,242.74,2,商洛市,1111.0,101111.0,3.073378783970787
680,,0.9846,,2002,6.237156292122312e-05,,0.0014752423833424976,26.0,,189.14,2,固原市,1101.0,101101.0,0.9608597832937994
681,,8.429,,2003,0.000720293826213043,334.0,0.0023143911095358373,54.0,,304.08,2,广元市,1111.0,101111.0,2.639550855851842
683,,10.8426,,2012,0.0042174522054502575,167.0,0.004803453246206455,19.0,5.0,411.6,2,河池市,11111.0,111111.0,10.430144382753959
684,,10.1243,,2009,0.0042831532752794985,379.0,0.00785255436362796,35.0,,289.72,2,乌兰察布市（2003年前为乌兰察布盟）,1111.0,101111.0,12.301122780871353
685,,2.5722,,2005,0.0003266444247446419,110.0,0.002937748337623084,20.0,,113.76,2,丽江市,1111.0,101111.0,2.2816321597507705
686,,30.9122,,2009,0.0026673678692202512,205.0,0.0032175858790119295,23.0,,561.04,2,昭通市,1111.0,101111.0,6.699808633474669
688,,2.59,,2005,0.0010902398380965533,346.0,0.0023271275385977484,57.0,,304.26,2,广元市,1111.0,101111.0,3.3197442457518886
692,,16.479,,2005,0.002440246005423187,222.0,0.0039843189085389755,32.0,,498.37,2,怀化市,1111.0,101111.0,6.727137533804224
693,,19.9826,,2009,0.0043718423406417725,714.0,0.009535582489666208,38.0,,173.3,2,巴彦淖尔市,1111.0,101111.0,13.429207406464228
694,,3.4672,,2007,0.0013742485770839301,198.0,0.0021582788790341276,20.0,,153.67,2,雅安市,1111.0,101111.0,3.7393235101682913
696,,1.4122,,2002,0.00044027419644816404,,0.001353336562321349,19.0,,156.82,2,张家界市,1101.0,101101.0,1.5781833124756548
697,,7.1015,,2010,0.004001739751946912,157.0,0.004886785882068673,19.0,,399.19,2,河池市,1111.0,101111.0,10.085663512828551
698,,15.0118,,2004,0.002404388115890568,216.0,0.004019253113965931,32.0,,495.29,2,怀化市,1111.0,101111.0,6.681984374436842
699,,14.68,,2016,0.0028422722662988145,82.0,0.004076021197784735,14.0,20.0,288.0,2,陇南市（2004年前为陇南地区）,11111.0,111111.0,7.511040079342052
701,,1.7467,,2003,0.00044201993790804364,78.0,0.0034530278676706853,10.0,,216.96,2,临沧市（2003年前为临沧地区）,1111.0,101111.0,2.7874723083198605
704,,2.945,,2004,0.0016389308782703623,102.0,0.005341658348565496,30.0,,371.68,2,百色市,1111.0,101111.0,6.049352194568583
707,,6.6634,,2014,0.004969364649021953,186.0,0.002867879926769172,26.0,14.0,251.7,2,商洛市,11111.0,111111.0,10.685921918472854
709,,13.34,,2015,0.002619527354285696,70.0,0.004117505566729245,14.0,38.0,285.76,2,陇南市（2004年前为陇南地区）,11111.0,111111.0,7.12972954153698
711,,5.4201,,2004,0.0006484304690037737,186.0,0.0013758982366595912,19.0,,157.29,2,张家界市,1111.0,101111.0,1.9697488699238814
714,,2.327,,2004,0.000538707018783415,82.0,0.003509068155543094,10.0,,218.33,2,临沧市（2003年前为临沧地区）,1111.0,101111.0,2.995522763529202
715,,1.4172,,2003,0.000520798770951939,185.0,0.001383540094096738,19.0,,157.43,2,张家界市,1111.0,101111.0,1.741995289482276
716,,3.6029,,2005,0.0019376542380577135,176.0,0.0054188047188833575,30.0,,373.78,2,百色市,1111.0,101111.0,6.637000713331913
717,,2.0279,,2002,0.0011263307931127337,,0.0027980115159152597,30.0,,369.9,2,抚州市,1101.0,101101.0,3.655875582340745
718,,4.3946,,2008,0.00308906521685514,152.0,0.005025431009856905,17.0,,404.57,2,河池市,1111.0,101111.0,8.505284170915823
720,,109.0879,,2017,0.005404207249876391,216.0,0.0066687942568166274,27.0,14.0,253.0,2,普洱市（2007年前为思茅市、思茅地区）,11111.0,111111.0,13.660174152885105
725,,9.4111,,2004,0.0009308041501392941,340.0,0.0024632253805735977,56.0,,303.91,2,广元市,1111.0,101111.0,3.107932136258822
727,,30.354,,2009,0.0048183409152744655,276.0,0.004195743630966698,52.0,,508.88,2,怀化市,1111.0,101111.0,11.173989208492861
728,,4.5865,,2008,0.0017024587699420726,202.0,0.002264173189234588,20.0,,154.54,2,雅安市,1111.0,101111.0,4.397117748510012
729,,4.2457,,2003,0.0019644666672013074,576.0,0.00361277907790437,53.0,,340.64,2,十堰市,1111.0,101111.0,5.648343520532251
730,,4.2963,,2006,0.002788457536131197,226.0,0.004208480060028609,33.0,,500.0,2,怀化市,1111.0,101111.0,7.489246607860128
731,,6.8354,,2004,0.0032065986104416297,321.0,0.013395084393398454,23.0,,136.87,2,鄂尔多斯市,1111.0,101111.0,13.526792542486373
733,,3.6285,,2002,0.001867101086810086,,0.0036411631198137715,52.0,,338.66,2,十堰市,1101.0,101101.0,5.487554362887548
735,,11.1038,,2009,0.0016113274662694311,291.0,0.0014381247900763568,22.0,,165.27,2,张家界市,1111.0,101111.0,3.756861047859899
736,,111.2375,,2018,0.005745137958856624,447.0,0.0068725771218072045,27.0,60.0,254.0,2,普洱市（2007年前为思茅市、思茅地区）,11111.0,111111.0,14.397334701863402
737,,118.2583,,2019,0.007657563533218882,448.0,0.006872941019780402,27.0,30.0,254.0,2,普洱市（2007年前为思茅市、思茅地区）,11111.0,111111.0,17.87596401223459
739,,71.28,,2012,0.0030849240301549516,192.0,0.006888224734654696,24.0,0.0,251.7,2,普洱市（2007年前为思茅市、思茅地区）,11111.0,111111.0,9.567785980496605
740,,8.8449,,2011,0.004390699048008667,183.0,0.005213202364026793,19.0,9.0,420.4,2,河池市,11111.0,111111.0,10.980624715541703
741,,17.69,,2017,0.0031758884085488263,609.0,0.00600977502735603,52.0,58.0,131.0,2,张掖市,11111.0,111111.0,9.228633903636727
742,,12.7142,,2006,0.003500433894141319,325.0,0.009224813620555578,35.0,,312.51,2,通辽市,1111.0,101111.0,11.665730668784079
743,,8.2498,,2009,0.0047416353751808605,733.0,0.003693928325927403,69.0,,353.22,2,十堰市,1111.0,101111.0,10.746218220289668
744,,6.6993,,2005,0.002542990989137687,620.0,0.0036964756117397854,60.0,,343.68,2,十堰市,1111.0,101111.0,6.748671327362365
746,,2.9525,,2005,0.001077900865468786,141.0,0.00424705324518754,13.0,,251.29,2,庆阳市,1111.0,101111.0,4.40015349063565
748,,6.0742,,2004,0.0024019818722494763,605.0,0.0037204928779708177,53.0,,341.79,2,十堰市,1111.0,101111.0,6.505992626591434
750,,3.4357,,2002,0.0015835620782567589,,0.006265231404540646,38.0,,357.85,2,承德市,1101.0,101101.0,6.479167331510661
752,,1.666,,2003,0.00012202372857865446,215.0,0.0016426354510133284,30.0,,187.83,2,固原市,1111.0,101111.0,1.165512930463461
753,,19.17,,2018,0.003452546586136705,358.0,0.0061298613585111916,45.0,69.0,131.0,2,张掖市,11111.0,111111.0,9.800814865593628
754,,5.3944,,2005,0.0025116054372625943,230.0,0.00401088346058239,34.0,,464.76,2,吉安市,1111.0,101111.0,6.872189148548869
756,,77.39,,2015,0.004302161160257352,214.0,0.003765252328674105,22.0,6.0,235.31,2,临沧市（2003年前为临沧地区）,11111.0,111111.0,9.98784963203397
757,,3.3428,,2007,0.00100573065370394,159.0,0.0031113276708382718,24.0,,243.23,2,商洛市,1111.0,101111.0,3.6164981211506584
758,,4.6725,,2009,0.0019399371999565356,202.0,0.0023769815609258,20.0,,155.15,2,雅安市,1111.0,101111.0,4.893855886782352
761,,8.48,,2012,0.002857155162177654,276.0,0.005218660833624755,31.0,14.0,190.0,2,武威市,11111.0,111111.0,8.194469868941663
764,,16.96,,2016,0.0039386590940409544,583.0,0.005228486078901086,32.0,49.0,191.0,2,武威市,11111.0,111111.0,10.167209995593877
765,,12.3339,,2011,0.001785206015273632,366.0,0.0047921724090373334,,7.0,49.4,2,拉萨市,10111.0,110111.0,5.999767024736177
770,,3.6103,,2008,0.0016340527007167502,181.0,0.010923853257414512,19.0,,173.9,2,黑河市,1111.0,101111.0,9.247028020796803
771,,2.3322,,2003,0.0012462182380698654,91.0,0.0058995139414772,29.0,,368.44,2,百色市,1111.0,101111.0,5.655511596942709
772,,6.5414,,2011,0.0028738170945854526,108.0,0.0019701436268910414,20.0,5.0,389.4,2,巴中市,11111.0,111111.0,6.358748182336146
775,,5.676,,2006,0.0004152102083646456,190.0,0.003338400006113486,18.0,,115.42,2,丽江市,1111.0,101111.0,2.6728643299495505
777,,2.4763,,2002,0.0007017565715359712,,0.004198654814752278,33.0,,200.22,2,白城市,1101.0,101101.0,3.688201218277922
781,,2.75,,2005,0.0006522261068789138,93.0,0.003890433231454031,12.0,,219.58,2,临沧市（2003年前为临沧地区）,1111.0,101111.0,3.4210626292885227
782,,9.1279,,2009,0.005039929498537097,365.0,0.004164084507298519,32.0,,489.1,2,吉安市,1111.0,101111.0,11.558840414545818
783,,2.9696,,2006,0.0012818403625187277,315.0,0.0026837475523312578,61.0,,306.0,2,广元市,1111.0,101111.0,3.8730885715347387
784,,3.0581,,2003,0.0016439737314359111,144.0,0.00418701007960996,24.0,,462.61,2,吉安市,1111.0,101111.0,5.395266355042807
785,,4.3922,,2008,0.0007343488446985374,109.0,0.0032397836553769745,23.0,,297.81,2,定西市,1111.0,101111.0,3.1966828466267945
786,,8.3593,,2007,0.003485961337492225,702.0,0.003933373192291331,67.0,,348.86,2,十堰市,1111.0,101111.0,8.599875153505483
787,,8.2267,,2011,0.0029343880241761507,221.0,0.0024730506258499292,21.0,5.0,155.8,2,雅安市,11111.0,111111.0,6.757799787388807
788,,70.2,,2014,0.003969203270521723,214.0,0.003937376069996503,18.0,4.0,237.8,2,临沧市（2003年前为临沧地区）,11111.0,111111.0,9.48112036283498
789,,10.4378,,2007,0.005094168065935438,488.0,0.01461850937928831,75.0,,452.77,2,赤峰市,1111.0,101111.0,17.662768269006456
794,,4.78,,2007,0.0034882523981916336,245.0,0.004636424076508821,33.0,,502.01,2,怀化市,1111.0,101111.0,9.007891781072937
795,,4.0685,,2007,0.0015908195034495057,144.0,0.004563280583896132,14.0,,255.95,2,庆阳市,1111.0,101111.0,5.514725576273886
