,register,stock,province,year,GDP,road_area,DMSP_sum,Built_area,baidu_index,POP,scale,city,stock_model_chose,register_model_chose,pr_stock
457,,2.4098,,2004,0.0014888808003267852,250.0,16733.0,0.0021551724137931034,,177.91,2,巴彦淖尔市,1111.0,101111.0,4.061873017841602
466,,0.7221,,2002,0.000589764557284501,,17342.0,0.0018472906403940886,,173.79,2,黑河市,1101.0,101101.0,2.0382049324704603
468,,2.5844,,2005,0.0010241959190424599,348.0,6141.0,0.0033866995073891628,,294.94,2,安康市,1111.0,101111.0,3.6167673285084154
473,,4.4451,,2002,0.0016263786372271351,,23134.0,0.002770935960591133,,134.42,2,鄂尔多斯市,1101.0,101101.0,4.617019591083297
477,,4.4942,,2005,0.0012882834083191078,313.0,6032.0,0.0018472906403940886,,528.65,2,昭通市,1111.0,101111.0,3.5070490168877826
478,,2.3964,,2007,0.0013685353232031183,257.0,3304.0,0.0016933497536945814,,374.22,2,巴中市,1111.0,101111.0,3.6092984906112484
479,,21.8369,,2020,0.005704852725003073,627.0,45130.0,0.007850985221674878,41.0,,2,酒泉市,11111.0,11111.0,15.387862194449575
480,,0.6809999999999999,,2003,0.0006578493740865362,105.0,18002.0,0.0018472906403940886,,173.55,2,黑河市,1111.0,101111.0,2.1813735531171092
485,,2.2601,,2003,0.0004639388917635831,110.0,5361.0,0.0029248768472906403,,237.5,2,商洛市,1111.0,101111.0,2.2391476472993594
487,,3.5532,,2008,0.0016744288211102225,374.0,8983.0,0.0033866995073891628,,197.6,2,武威市,1111.0,101111.0,4.984075813141456
488,,15.8,,2016,0.0033826890318728333,501.0,10676.0,0.009082512315270935,38.0,131.0,2,张掖市,11111.0,111111.0,11.036853664170415
490,,0.6953,,2004,0.0007940613014270056,108.0,18613.0,0.0018472906403940886,,174.07,2,黑河市,1111.0,101111.0,2.467799729597232
491,,3.8774,,2009,0.0015121585529474888,262.0,10740.0,0.00354064039408867,,130.37,2,张掖市,1111.0,101111.0,4.709358305307435
496,,4.1278,,2005,0.0017367031984244009,259.0,18407.0,0.0040024630541871924,,175.87,2,巴彦淖尔市,1111.0,101111.0,5.381042641543195
501,,1.0283,,2003,0.0011812244634918953,251.0,15499.0,0.00354064039408867,,270.6,2,乌兰察布市（2003年前为乌兰察布盟）,1111.0,101111.0,4.013470744207385
506,,11.3708,,2009,0.006796078817037786,288.0,72034.0,0.00354064039408867,,271.76,2,呼伦贝尔市,1111.0,101111.0,15.820375582717078
507,,19.2724,,2006,0.0009056888696520577,122.0,12718.0,0.0021551724137931034,,240.78,2,普洱市（2007年前为思茅市、思茅地区）,1111.0,101111.0,2.8355381577548395
511,,2.7721,,2004,0.0005679634859708401,107.0,5636.0,0.0029248768472906403,,240.62,2,商洛市,1111.0,101111.0,2.457890362129359
513,,3.8343,,2003,0.000288067137948231,61.0,5669.0,0.0,,296.35,2,定西市,1111.0,101111.0,0.6057470186575177
514,,13.44,,2015,0.0031450018327765696,664.0,11124.0,0.009082512315270935,21.0,130.07,2,张掖市,11111.0,111111.0,10.53704548316404
519,,1.8001,,2002,0.00037431216526667314,,5703.0,0.0029248768472906403,,236.77,2,商洛市,1101.0,101101.0,2.050680740750329
521,,0.6878,,2004,0.00035117659158960936,65.0,5739.0,0.0,,296.99,2,定西市,1111.0,101111.0,0.738453455305074
523,,6.0166,,2003,0.0019657453778273324,307.0,25526.0,0.005387931034482759,,447.3,2,赤峰市,1111.0,101111.0,6.46120896634244
525,,1.8008,,2002,0.0010849972145165231,,9932.0,0.0013854679802955665,,379.51,2,河池市,1101.0,101101.0,2.880066911578873
526,,3.6547,,2003,0.0019268018452710397,296.0,17490.0,0.0041564039408867,,309.3,2,通辽市,1111.0,101111.0,5.847285804387516
527,,10.7126,,2003,0.0006866874032436293,304.0,4456.0,0.0013854679802955665,,153.15,2,雅安市,1111.0,101111.0,2.0425018133900132
530,,9.7303,,2002,0.0005892984263173786,,4472.0,0.001539408866995074,,152.58,2,雅安市,1101.0,101101.0,1.904216558860125
532,,29.2298,,2007,0.001147099717284909,68.0,13292.0,0.0021551724137931034,,244.81,2,普洱市（2007年前为思茅市、思茅地区）,1111.0,101111.0,3.343176419677877
533,,4.47,,2009,0.001518584501279963,376.0,9733.0,0.0033866995073891628,,198.93,2,武威市,1111.0,101111.0,4.656366679832216
534,,2.9514,,2005,0.0008680330463891091,118.0,20137.0,0.0021551724137931034,,174.6,2,黑河市,1111.0,101111.0,2.756355565672001
541,,3.9406,,2007,0.0014698099246776989,450.0,7328.0,0.0033866995073891628,,300.07,2,安康市,1111.0,101111.0,4.553803594804399
545,,3.3478,,2008,0.0008779774736432992,43.0,8778.0,0.00046182266009852215,,277.44,2,陇南市（2004年前为陇南地区）,1111.0,101111.0,2.045721619259246
548,,43.1604,,2009,0.001688735802280648,95.0,14030.0,0.0029248768472906403,,249.64,2,普洱市（2007年前为思茅市、思茅地区）,1111.0,101111.0,4.814648213906793
551,,1.1022,,2005,0.000684991154454004,182.0,6219.0,0.0029248768472906403,,241.98,2,商洛市,1111.0,101111.0,2.703975916313108
553,,9.3953,,2004,0.0027231713048653607,364.0,27667.0,0.008928571428571428,,447.04,2,赤峰市,1111.0,101111.0,9.583516970513564
554,,2.3739,,2005,0.0004253670041675636,76.0,6256.0,0.0026169950738916255,,291.58,2,定西市,1111.0,101111.0,2.0250305625974048
555,,18.3739,,2006,0.0022874495342138615,334.0,20786.0,0.0041564039408867,,179.41,2,巴彦淖尔市,1111.0,101111.0,6.605655064827414
557,,11.3,,2014,0.003039241395643485,617.0,12288.0,0.009082512315270935,13.0,129.7,2,张掖市,11111.0,111111.0,10.314652641198169
558,,3.6255,,2004,0.0014320722135421475,285.0,17393.0,0.003848522167487685,,271.62,2,乌兰察布市（2003年前为乌兰察布盟）,1111.0,101111.0,4.673961100537821
559,,36.396,,2008,0.0014022020372435689,74.0,14168.0,0.002309113300492611,,258.1,2,普洱市（2007年前为思茅市、思茅地区）,1111.0,101111.0,3.946109180196719
560,,16.027,,2011,0.010132197045934769,301.0,80555.0,0.00354064039408867,9.0,270.4,2,呼伦贝尔市,11111.0,111111.0,22.835558520406117
563,,3.1748,,2006,0.0011986458834214151,93.0,7628.0,0.0033866995073891628,,297.15,2,安康市,1111.0,101111.0,3.983600375068738
564,,10.7126,,2004,0.0008778784883027907,157.0,4866.0,0.0013854679802955665,,153.4,2,雅安市,1111.0,101111.0,2.4445380560290326
568,,5.4612,,2004,0.0022770848691958754,305.0,19176.0,0.004310344827586207,,310.91,2,通辽市,1111.0,101111.0,6.650364364499771
570,,15.3067,,2010,0.008170611752008995,294.0,82378.0,0.00354064039408867,,271.3,2,呼伦贝尔市,1111.0,101111.0,18.710740770970546
572,,1.7727,,2005,0.0009217334934817757,185.0,4937.0,0.0016933497536945814,,154.32,2,雅安市,1111.0,101111.0,2.6697644701320855
573,,1.7082,,2003,0.00015631944946470095,54.0,6792.0,0.0020012315270935962,,111.88,2,丽江市,1111.0,101111.0,1.1932614980445684
575,,2.8824,,2002,0.0018577001790619611,,9138.0,0.00354064039408867,,489.83,2,怀化市,1101.0,101101.0,5.435962566146545
577,,4.2728,,2008,0.001886487815682068,460.0,7836.0,0.003694581280788177,,301.87,2,安康市,1111.0,101111.0,5.563001249724945
581,,1.7504,,2006,0.0010047255025644112,181.0,22413.0,0.0021551724137931034,,173.49,2,黑河市,1111.0,101111.0,3.0437921972535005
582,,2.6179,,2005,0.0016460866185224047,135.0,11221.0,0.0016933497536945814,,382.78,2,河池市,1111.0,101111.0,4.192932815795554
583,,16.085,,2006,0.00154407952552806,110.0,7585.0,0.0018472906403940886,,536.56,2,昭通市,1111.0,101111.0,4.044936595759545
588,,9.471,,2008,0.0010619903217821208,435.0,10189.0,0.0083128078817734,,47.72,2,拉萨市,1111.0,101111.0,5.824372434321788
589,,5.3797,,2009,0.002257868215136222,463.0,8084.0,0.003694581280788177,,303.57,2,安康市,1111.0,101111.0,6.343939233000288
597,,2.3115,,2004,0.0002370644913177906,46.0,7136.0,0.0018472906403940886,,112.73,2,丽江市,1111.0,101111.0,1.2965479182016566
598,,1.5052,,2004,0.0013534400587755513,126.0,11631.0,0.001539408866995074,,383.0,2,河池市,1111.0,101111.0,3.51105210070805
599,,5.12,,2010,0.0016977551665344484,321.0,13387.0,0.004464285714285714,,130.83,2,张掖市,1111.0,101111.0,5.498655087142998
601,,1.8799,,2002,0.0006304979247705363,,5691.0,0.006927339901477833,,303.76,2,广元市,1101.0,101101.0,4.318494184807805
602,,2.1606,,2002,0.0005048828280648823,,9455.0,0.0010775862068965517,,254.8,2,庆阳市,1101.0,101101.0,1.5271953111949286
605,,24.5638,,2007,0.0029795829309189298,414.0,22837.0,0.0041564039408867,,182.3,2,巴彦淖尔市,1111.0,101111.0,8.061071828272128
606,,9.9311,,2005,0.001855279537553159,294.0,19099.0,0.004618226600985222,,272.52,2,乌兰察布市（2003年前为乌兰察布盟）,1111.0,101111.0,5.8964011259896445
616,,3.8269,,2007,0.0012803771792126637,181.0,24143.0,0.0021551724137931034,,173.97,2,黑河市,1111.0,101111.0,3.6234320079827356
617,,13.952,,2005,0.0029113361381051537,326.0,31438.0,0.009082512315270935,,445.3,2,赤峰市,1111.0,101111.0,10.045693713858146
619,,6.903,,2015,0.005379379926743361,187.0,7102.0,0.003232758620689655,31.0,251.01,2,商洛市,11111.0,111111.0,12.708335711119512
620,,5.1560000000000015,,2010,0.00231152186915883,102.0,4459.0,0.0020012315270935962,,388.01,2,巴中市,1111.0,101111.0,5.7252169638145025
621,,4.6775,,2009,0.0010645999353046211,64.0,10128.0,0.00046182266009852215,,279.17,2,陇南市（2004年前为陇南地区）,1111.0,101111.0,2.438150969483111
625,,3.1227,,2006,0.002023425935475178,139.0,12216.0,0.0016933497536945814,,389.16,2,河池市,1111.0,101111.0,4.986401199223182
627,,2.6839999999999997,,2002,0.0014034897465369132,,9285.0,0.0026169950738916255,,457.32,2,吉安市,1101.0,101101.0,4.081825167117088
629,,2.1709,,2003,0.0005908344988287261,280.0,9973.0,0.0010775862068965517,,255.76,2,庆阳市,1111.0,101111.0,1.7079343176802417
630,,8.9671,,2006,0.002349133598951916,320.0,20029.0,0.004618226600985222,,278.16,2,乌兰察布市（2003年前为乌兰察布盟）,1111.0,101111.0,6.934876487931015
632,,51.42,,2010,0.002016122617079105,272.0,16297.0,0.0029248768472906403,,254.6,2,普洱市（2007年前为思茅市、思茅地区）,1111.0,101111.0,5.503076572741619
633,,5.4451,,2003,0.0022259436430887227,268.0,32027.0,0.002770935960591133,,135.97,2,鄂尔多斯市,1111.0,101111.0,5.877783721899573
634,,2.7775,,2006,0.0005107895532930522,88.0,7240.0,0.0026169950738916255,,293.01,2,定西市,1111.0,101111.0,2.2046569331283923
635,,2.1334,,2003,0.0010729893928460939,119.0,12369.0,0.001539408866995074,,381.0,2,河池市,1111.0,101111.0,2.9213209846311656
637,,7.7467,,2016,0.006076479687941767,137.0,7247.0,0.003232758620689655,41.0,253.0,2,商洛市,11111.0,111111.0,14.17419573618314
638,,20.9362,,2013,0.01265182389524549,716.0,93229.0,0.016779556650246306,5.0,253.2,2,呼伦贝尔市,11111.0,111111.0,33.85317732521694
640,,7.01,,2011,0.0022390214063033776,322.0,12061.0,0.003848522167487685,18.0,192.0,2,武威市,11111.0,111111.0,6.3708122971191194
642,,5.768,,2010,0.0018423331548813612,382.0,12107.0,0.0033866995073891628,,191.26,2,武威市,1111.0,101111.0,5.337144720362043
645,,26.2415,,2008,0.0037346845021884686,464.0,24604.0,0.0041564039408867,,185.0,2,巴彦淖尔市,1111.0,101111.0,9.64889794699564
646,,61.593,,2011,0.002494037339055776,196.0,16752.0,0.0029248768472906403,0.0,256.1,2,普洱市（2007年前为思茅市、思茅地区）,11111.0,111111.0,6.508034722677939
649,,3.7458,,2007,0.002657084192208136,143.0,12755.0,0.0018472906403940886,,396.99,2,河池市,1111.0,101111.0,6.385360648969396
650,,4.5834,,2002,0.001081714500678564,,13821.0,0.003694581280788177,,366.87,2,百色市,1101.0,101101.0,3.870725484670107
654,,3.3492,,2002,0.002225366828513577,,8531.0,0.0041564039408867,,568.13,2,永州市,1101.0,101101.0,6.475107671757894
655,,16.2342,,2012,0.011841943836538473,479.0,96239.0,0.00354064039408867,5.0,266.4,2,呼伦贝尔市,11111.0,111111.0,26.43081075377116
659,,5.7898,,2005,0.0007792719916882837,201.0,3654.0,0.0021551724137931034,,160.12,2,张家界市,1111.0,101111.0,2.5697089920958636
660,,8.5444,,2005,0.0027471554528706033,325.0,22623.0,0.005387931034482759,,309.34,2,通辽市,1111.0,101111.0,8.104356555747355
661,,3.5661,,2007,0.0006845241236201498,109.0,7536.0,0.0026169950738916255,,296.12,2,定西市,1111.0,101111.0,2.569985650464755
662,,3.2812,,2006,0.001123713980656378,192.0,5763.0,0.0021551724137931034,,152.61,2,雅安市,1111.0,101111.0,3.2940009380775144
663,,6.37,,2011,0.0020949257465247614,334.0,14820.0,0.004772167487684729,11.0,130.9,2,张掖市,11111.0,111111.0,6.466832806318867
664,,20.8482,,2007,0.0018236690189950922,116.0,8656.0,0.0026169950738916255,,545.97,2,昭通市,1111.0,101111.0,4.965377325846722
666,,10.554,,2006,0.003635239329779834,382.0,33618.0,0.010314039408866995,,450.21,2,赤峰市,1111.0,101111.0,12.099948717781793
667,,24.533,,2008,0.002233887666597907,191.0,8685.0,0.0026169950738916255,,549.52,2,昭通市,1111.0,101111.0,5.827984301959979
668,,9.118,,2008,0.003695327930802235,377.0,21116.0,0.004618226600985222,,287.11,2,乌兰察布市（2003年前为乌兰察布盟）,1111.0,101111.0,9.765651316535472
669,,8.21,,2007,0.002879277485914602,340.0,21196.0,0.004618226600985222,,284.26,2,乌兰察布市（2003年前为乌兰察布盟）,1111.0,101111.0,8.049662024644565
670,,5.6311,,2009,0.0032281612170713386,156.0,13043.0,0.0020012315270935962,,409.55,2,河池市,1111.0,101111.0,7.652724405784361
671,,3.2288,,2003,0.0020299211735460084,41.0,10762.0,0.0040024630541871924,,492.92,2,怀化市,1111.0,101111.0,5.997620830613229
674,,77.99,,2016,0.004740350365487711,255.0,9275.0,0.0026169950738916255,5.0,237.0,2,临沧市（2003年前为临沧地区）,11111.0,111111.0,11.09856920117062
677,,2.4978,,2004,0.0007583410915043669,310.0,10705.0,0.0012315270935960591,,256.69,2,庆阳市,1111.0,101111.0,2.1266709528556875
679,,2.4982,,2006,0.0008110174902561349,185.0,7782.0,0.0029248768472906403,,242.74,2,商洛市,1111.0,101111.0,2.968983850672463
680,,0.9846,,2002,6.237156292122312e-05,,4190.0,0.003232758620689655,,189.14,2,固原市,1101.0,101101.0,1.5277408418041691
681,,8.429,,2003,0.000720293826213043,334.0,6496.0,0.007543103448275862,,304.08,2,广元市,1111.0,101111.0,4.773333220738615
683,,10.8426,,2012,0.0042174522054502575,167.0,13336.0,0.0021551724137931034,5.0,411.6,2,河池市,11111.0,111111.0,9.799507673498608
684,,10.1243,,2009,0.0042831532752794985,379.0,21715.0,0.004618226600985222,,289.72,2,乌兰察布市（2003年前为乌兰察布盟）,1111.0,101111.0,11.001729310174651
685,,2.5722,,2005,0.0003266444247446419,110.0,8209.0,0.002309113300492611,,113.76,2,丽江市,1111.0,101111.0,1.684428719849633
686,,30.9122,,2009,0.0026673678692202512,205.0,8978.0,0.002770935960591133,,561.04,2,昭通市,1111.0,101111.0,6.806009727985796
688,,2.59,,2005,0.0010902398380965533,346.0,6531.0,0.008004926108374385,,304.26,2,广元市,1111.0,101111.0,5.750767268089826
692,,16.479,,2005,0.002440246005423187,222.0,11085.0,0.0041564039408867,,498.37,2,怀化市,1111.0,101111.0,6.926955187971179
693,,19.9826,,2009,0.0043718423406417725,714.0,26340.0,0.005080049261083744,,173.3,2,巴彦淖尔市,1111.0,101111.0,11.387736796185244
694,,3.4672,,2007,0.0013742485770839301,198.0,6067.0,0.002309113300492611,,153.67,2,雅安市,1111.0,101111.0,3.8873286984192186
696,,1.4122,,2002,0.00044027419644816404,,3855.0,0.0021551724137931034,,156.82,2,张家界市,1101.0,101101.0,1.8568650861204539
697,,7.1015,,2010,0.004001739751946912,157.0,13565.0,0.0021551724137931034,,399.19,2,河池市,1111.0,101111.0,9.345907944881064
698,,15.0118,,2004,0.002404388115890568,216.0,11181.0,0.0041564039408867,,495.29,2,怀化市,1111.0,101111.0,6.851553287447425
699,,14.68,,2016,0.0028422722662988145,82.0,11337.0,0.0013854679802955665,20.0,288.0,2,陇南市（2004年前为陇南地区）,11111.0,111111.0,6.57526148031741
701,,1.7467,,2003,0.00044201993790804364,78.0,9625.0,0.000769704433497537,,216.96,2,临沧市（2003年前为临沧地区）,1111.0,101111.0,1.2619991534469448
704,,2.945,,2004,0.0016389308782703623,102.0,14815.0,0.003848522167487685,,371.68,2,百色市,1111.0,101111.0,5.108943099300587
707,,6.6634,,2014,0.004969364649021953,186.0,8017.0,0.003232758620689655,14.0,251.7,2,商洛市,11111.0,111111.0,11.846156380798218
709,,13.34,,2015,0.002619527354285696,70.0,11451.0,0.0013854679802955665,38.0,285.76,2,陇南市（2004年前为陇南地区）,11111.0,111111.0,6.10687391159263
711,,5.4201,,2004,0.0006484304690037737,186.0,3917.0,0.0021551724137931034,,157.29,2,张家界市,1111.0,101111.0,2.2945756921045426
714,,2.327,,2004,0.000538707018783415,82.0,9779.0,0.000769704433497537,,218.33,2,临沧市（2003年前为临沧地区）,1111.0,101111.0,1.465312559481755
715,,1.4172,,2003,0.000520798770951939,185.0,3938.0,0.0021551724137931034,,157.43,2,张家界市,1111.0,101111.0,2.0261920051218594
716,,3.6029,,2005,0.0019376542380577135,176.0,15027.0,0.003848522167487685,,373.78,2,百色市,1111.0,101111.0,5.737098000562057
717,,2.0279,,2002,0.0011263307931127337,,7825.0,0.003848522167487685,,369.9,2,抚州市,1101.0,101101.0,4.031048634977396
718,,4.3946,,2008,0.00308906521685514,152.0,13946.0,0.0018472906403940886,,404.57,2,河池市,1111.0,101111.0,7.293729509299337
720,,109.0879,,2017,0.005404207249876391,216.0,18462.0,0.0033866995073891628,14.0,253.0,2,普洱市（2007年前为思茅市、思茅地区）,11111.0,111111.0,12.827046655182626
725,,9.4111,,2004,0.0009308041501392941,340.0,6905.0,0.007850985221674878,,303.91,2,广元市,1111.0,101111.0,5.349002115693882
727,,30.354,,2009,0.0048183409152744655,276.0,11666.0,0.007235221674876847,,508.88,2,怀化市,1111.0,101111.0,13.257690492673165
