,register,stock,province,year,GDP,road_area,DMSP_sum,Built_area,baidu_index,POP,scale,city,stock_model_chose,register_model_chose,pr_stock
685,,2.5722,,2005,0.0003266444247446419,0.0010658270426721946,8209.0,20.0,,113.76,2,丽江市,1111.0,101111.0,1.4783961344191767
686,,30.9122,,2009,0.0026673678692202512,0.0019947588688543827,8978.0,23.0,,561.04,2,昭通市,1111.0,101111.0,6.051017637890506
688,,2.59,,2005,0.0010902398380965533,0.0033734892635037352,6531.0,57.0,,304.26,2,广元市,1111.0,101111.0,4.769359728402184
692,,16.479,,2005,0.002440246005423187,0.002160988774592248,11085.0,32.0,,498.37,2,怀化市,1111.0,101111.0,5.837436486855744
693,,19.9826,,2009,0.0043718423406417725,0.006971877811241053,26340.0,38.0,,173.3,2,巴彦淖尔市,1111.0,101111.0,13.240853667140719
694,,3.4672,,2007,0.0013742485770839301,0.0019263112606093793,6067.0,20.0,,153.67,2,雅安市,1111.0,101111.0,3.9240765524700727
697,,7.1015,,2010,0.004001739751946912,0.0015254038408886454,13565.0,19.0,,399.19,2,河池市,1111.0,101111.0,7.761140606163758
698,,15.0118,,2004,0.002404388115890568,0.0021023193960965306,11181.0,32.0,,495.29,2,怀化市,1111.0,101111.0,5.727501133682523
699,,14.68,,2016,0.0028422722662988145,0.0007920366096921814,11337.0,14.0,20.0,288.0,2,陇南市（2004年前为陇南地区）,11111.0,111111.0,5.250875735685168
701,,1.7467,,2003,0.00044201993790804364,0.0007529236906950366,9625.0,10.0,,216.96,2,临沧市（2003年前为临沧地区）,1111.0,101111.0,1.3818358768325765
704,,2.945,,2004,0.0016389308782703623,0.0009876012046779051,14815.0,30.0,,371.68,2,百色市,1111.0,101111.0,3.504304539696765
707,,6.6634,,2014,0.004969364649021953,0.001808972503617945,8017.0,26.0,14.0,251.7,2,商洛市,11111.0,111111.0,9.561252487518043
709,,13.34,,2015,0.002619527354285696,0.0006746978527007471,11451.0,14.0,38.0,285.76,2,陇南市（2004年前为陇南地区）,11111.0,111111.0,4.789765531093649
711,,5.4201,,2004,0.0006484304690037737,0.001808972503617945,3917.0,19.0,,157.29,2,张家界市,1111.0,101111.0,2.659405319413664
714,,2.327,,2004,0.000538707018783415,0.0007920366096921814,9779.0,10.0,,218.33,2,临沧市（2003年前为临沧地区）,1111.0,101111.0,1.5713808353391197
715,,1.4172,,2003,0.000520798770951939,0.001799194273868659,3938.0,19.0,,157.43,2,张家界市,1111.0,101111.0,2.446762082069138
716,,3.6029,,2005,0.0019376542380577135,0.0017111902061250832,15027.0,30.0,,373.78,2,百色市,1111.0,101111.0,4.630922467851048
718,,4.3946,,2008,0.00308906521685514,0.0014765126921422146,13946.0,17.0,,404.57,2,河池市,1111.0,101111.0,6.259438733778794
720,,109.0879,,2017,0.005404207249876391,0.0021023193960965306,18462.0,27.0,14.0,253.0,2,普洱市（2007年前为思茅市、思茅地区）,11111.0,111111.0,10.519125428833965
725,,9.4111,,2004,0.0009308041501392941,0.0033148198850080184,6905.0,56.0,,303.91,2,广元市,1111.0,101111.0,4.4620330143417934
727,,30.354,,2009,0.0048183409152744655,0.002689013181053702,11666.0,52.0,,508.88,2,怀化市,1111.0,101111.0,10.109912441373876
728,,4.5865,,2008,0.0017024587699420726,0.001965424179606524,6358.0,20.0,,154.54,2,雅安市,1111.0,101111.0,4.483434395926018
729,,4.2457,,2003,0.0019644666672013074,0.005622482105839559,10064.0,53.0,,340.64,2,十堰市,1111.0,101111.0,8.184375980766866
730,,4.2963,,2006,0.002788457536131197,0.0022001016935893924,11701.0,33.0,,500.0,2,怀化市,1111.0,101111.0,6.42874255522004
731,,6.8354,,2004,0.0032065986104416297,0.0031290335197715806,36946.0,23.0,,136.87,2,鄂尔多斯市,1111.0,101111.0,7.930414783801906
735,,11.1038,,2009,0.0016113274662694311,0.002835686627292995,4088.0,22.0,,165.27,2,张家界市,1111.0,101111.0,5.118984226977135
736,,111.2375,,2018,0.005745137958856624,0.004361090468181641,19022.0,27.0,60.0,254.0,2,普洱市（2007年前为思茅市、思茅地区）,11111.0,111111.0,13.091082007978892
737,,118.2583,,2019,0.007657563533218882,0.004370868697930927,19023.0,27.0,30.0,254.0,2,普洱市（2007年前为思茅市、思茅地区）,11111.0,111111.0,16.154584353020194
739,,71.28,,2012,0.0030849240301549516,0.0018676418821136622,19065.0,24.0,0.0,251.7,2,普洱市（2007年前为思茅市、思茅地区）,11111.0,111111.0,6.603886588243761
740,,8.8449,,2011,0.004390699048008667,0.0017796378143700865,14462.0,19.0,9.0,420.4,2,河池市,11111.0,111111.0,8.610617683932006
741,,17.69,,2017,0.0031758884085488263,0.005945163687566003,16651.0,52.0,58.0,131.0,2,张掖市,11111.0,111111.0,10.409011892652938
742,,12.7142,,2006,0.003500433894141319,0.0031681464387687255,25486.0,35.0,,312.51,2,通辽市,1111.0,101111.0,8.434865433687012
743,,8.2498,,2009,0.0047416353751808605,0.007157664176477491,10287.0,69.0,,353.22,2,十堰市,1111.0,101111.0,13.998280437806716
744,,6.6993,,2005,0.002542990989137687,0.006052724214808151,10294.0,60.0,,343.68,2,十堰市,1111.0,101111.0,9.494624273609936
746,,2.9525,,2005,0.001077900865468786,0.0013689521649000666,11807.0,13.0,,251.29,2,庆阳市,1111.0,101111.0,2.9504548584207972
748,,6.0742,,2004,0.0024019818722494763,0.005906050768568858,10360.0,53.0,,341.79,2,十堰市,1111.0,101111.0,9.137741319760035
752,,1.666,,2003,0.00012202372857865446,0.0020925411663472444,4650.0,30.0,,187.83,2,固原市,1111.0,101111.0,2.073093895820627
753,,19.17,,2018,0.003452546586136705,0.0034908280204951694,16981.0,45.0,69.0,131.0,2,张掖市,11111.0,111111.0,8.648001462924402
