,stock,register,city,year,GDP,road_area,DMSP_sum,Built_area,baidu_index,POP,scale,stock_model_chose,register_model_chose,pr_stock
164,0.7421,,海南藏族自治州,2009,,,2859.0,,,,2,100.0,100.0,1.904690029576237
165,10.9005,,阿坝藏族羌族自治州,2009,,,5466.0,,,,2,100.0,100.0,3.728240123996087
166,,,海南藏族自治州,2014,,,2879.0,,84.0,,2,10100.0,10100.0,45.81338409137341
167,,,大兴安岭地区,2014,,,4386.0,,,,2,100.0,100.0,2.972799348402133
168,1.4218,,甘南藏族自治州,2004,,,2442.0,,,,2,100.0,100.0,1.613005952333016
169,2.4309,,迪庆藏族自治州,2002,,,1579.0,,,,2,100.0,100.0,1.0093528140574772
170,,,巴音郭楞蒙古自治州,2008,,,32350.0,,,,2,100.0,100.0,22.533119578688545
171,,,果洛藏族自治州,2020,,,5106.0,,,,2,100.0,100.0,3.4764265321314354
172,2.3857,,阿坝藏族羌族自治州,2006,,,5718.0,,,,2,100.0,100.0,3.904509638301343
173,,,海南藏族自治州,2008,,,3007.0,,,,2,100.0,100.0,2.0082133951205936
174,7.5511,,阿坝藏族羌族自治州,2007,,,5727.0,,,,2,100.0,100.0,3.910804978097959
175,2.4817,,甘孜藏族自治州,2012,,,10409.0,,,,2,100.0,100.0,7.1857806367376735
176,,,海西蒙古族藏族自治州,2011,,,21023.0,,,,2,100.0,100.0,14.610084703547143
177,0.3619,,神农架林区,2008,,,227.0,,,,2,100.0,100.0,0.06365288016578685
178,6.95,,阿拉善盟,2011,,,16884.0,,,,2,100.0,100.0,11.714927879303277
179,,,阿勒泰地区,2006,,,8247.0,,,,2,100.0,100.0,5.673500121150518
180,3.7991,,阿拉善盟,2010,,,17098.0,,,,2,100.0,100.0,11.864617070022819
181,,,神农架林区,2005,,,234.0,,,,2,100.0,100.0,0.06854925556315507
182,0.6656,,黄南藏族自治州,2007,,,1313.0,,,,2,100.0,100.0,0.8232905489574849
183,1.3324,,甘南藏族自治州,2006,,,2677.0,,,,2,100.0,100.0,1.7773842692446635
184,0.515,,黄南藏族自治州,2009,,,1317.0,,,,2,100.0,100.0,0.8260884777559809
185,0.2651,,黄南藏族自治州,2006,,,1318.0,,,,2,100.0,100.0,0.826787959955605
186,5.3088,,阿克苏地区,2002,,,9418.0,,,,2,100.0,100.0,6.492593776910258
187,,,神农架林区,2003,,,241.0,,,,2,100.0,100.0,0.07344563096052328
188,,,神农架林区,2007,,,241.0,,,,2,100.0,100.0,0.07344563096052328
189,,,神农架林区,2019,,,241.0,,,,2,100.0,100.0,0.07344563096052328
190,,,海北藏族自治州,2019,,,2564.0,,,,2,100.0,100.0,1.698342780687148
191,,,阿勒泰地区,2007,,,8778.0,,,,2,100.0,100.0,6.044925169150878
192,,,神农架林区,2018,,,244.0,,,,2,100.0,100.0,0.07554407755939538
193,2.5895,,酒泉市,2003,106.6855,302.0,12764.0,22.0,,91.84,2,1111.0,101111.0,4.222498878898459
194,1.8093,,甘南藏族自治州,2008,,,2834.0,,,,2,100.0,100.0,1.8872029745856367
195,1.6119999999999999,,甘南藏族自治州,2007,,,2869.0,,,,2,100.0,100.0,1.9116848515724776
196,,,海北藏族自治州,2011,,,2695.0,,,,2,100.0,100.0,1.789974948837896
197,,,神农架林区,2004,,,257.0,,,,2,100.0,100.0,0.0846373461545078
198,6.6723,,甘孜藏族自治州,2013,,,11965.0,,,,2,100.0,100.0,8.274174939352665
199,5.8,,锡林郭勒盟,2005,,,16003.0,,,,2,100.0,100.0,11.098684061434504
200,,,海北藏族自治州,2010,,,2764.0,,,,2,100.0,100.0,1.8382392206119544
201,2.38,,酒泉市,2004,122.2504,303.0,13608.0,22.0,,92.53,2,1111.0,101111.0,4.59314668125223
202,,,克孜勒苏柯尔克孜自治州,2014,,,5775.0,,,,2,100.0,100.0,3.9443801236799123
203,,,神农架林区,2020,,,268.0,,,,2,100.0,100.0,0.09233165035037214
204,,,海西蒙古族藏族自治州,2016,,,25011.0,,,,2,100.0,100.0,17.399619715647777
205,6.97,,阿拉善盟,2012,,,20028.0,,,,2,100.0,100.0,13.914099914921232
206,0.2666,,神农架林区,2006,,,274.0,,,,2,100.0,100.0,0.09652854354811632
207,5.6424,,阿拉善盟,2013,,,20317.0,,,,2,100.0,100.0,14.116250270612575
208,,,海南藏族自治州,2010,,,3742.0,,,,2,100.0,100.0,2.5223328118442567
209,,,黄南藏族自治州,2008,,,1560.0,,,,2,100.0,100.0,0.9960626522646205
210,1.6596,,迪庆藏族自治州,2004,,,2008.0,,,,2,100.0,100.0,1.3094306776961866
211,2.2543,,甘南藏族自治州,2009,,,3192.0,,,,2,100.0,100.0,2.13761760205104
212,,,海西蒙古族藏族自治州,2014,,,26327.0,,,,2,100.0,100.0,18.320138290353004
213,,,神农架林区,2017,,,284.0,,,,2,100.0,100.0,0.10352336554435664
214,,,海西蒙古族藏族自治州,2012,,,26383.0,,,,2,100.0,100.0,18.35930929353195
215,,,巴音郭楞蒙古自治州,2010,,,41643.0,,,,2,100.0,100.0,29.03340765979467
216,,,海西蒙古族藏族自治州,2015,,,26664.0,,,,2,100.0,100.0,18.555863791626305
217,2.7139,,酒泉市,2005,146.0284,381.0,15012.0,29.0,,90.26,2,1111.0,101111.0,5.356932525403427
218,1.5124,,迪庆藏族自治州,2003,,,2076.0,,,,2,100.0,100.0,1.3569954672706208
219,8.3648,,锡林郭勒盟,2006,,,17924.0,,,,2,100.0,100.0,12.44238936691227
220,,,克孜勒苏柯尔克孜自治州,2015,,,6296.0,,,,2,100.0,100.0,4.308810349684032
221,3.5388,,阿克苏地区,2003,,,11567.0,,,,2,100.0,100.0,7.9957810239023015
222,,,海北藏族自治州,2012,,,3138.0,,,,2,100.0,100.0,2.0998455632713418
223,,,海南藏族自治州,2011,,,3994.0,,46.0,,2,10100.0,10100.0,26.614326854847512
224,,,和田地区,2010,,,22782.0,,,,2,100.0,100.0,15.840473892685813
225,8.4008,,阿坝藏族羌族自治州,2011,,,7708.0,,,,2,100.0,100.0,5.296479215553164
226,,,阿克苏地区,2004,,,11941.0,,,,2,100.0,100.0,8.257387366561689
227,,,大兴安岭地区,2019,,,6222.0,,,,2,100.0,100.0,4.257048666911854
228,,,黄南藏族自治州,2010,,,1703.0,,,,2,100.0,100.0,1.096088606810857
229,,,克孜勒苏柯尔克孜自治州,2012,,,6627.0,,,,2,100.0,100.0,4.540338957759587
230,10.4,,阿坝藏族羌族自治州,2014,,,7896.0,,,,2,100.0,100.0,5.427981869082483
231,,,阿勒泰地区,2008,,,11183.0,,,,2,100.0,100.0,7.727179859246674
232,,,巴音郭楞蒙古自治州,2011,,,45086.0,,,,2,100.0,100.0,31.441724873100206
233,7.5267,,阿坝藏族羌族自治州,2010,,,7984.0,,,,2,100.0,100.0,5.489536302649398
234,,,黄南藏族自治州,2011,,,1737.0,,,,2,100.0,100.0,1.1198710015980742
235,,,阿拉善盟,2017,,,23382.0,,,,2,100.0,100.0,16.26016321246023
236,3.0567,,酒泉市,2006,173.2453,334.0,16442.0,29.0,,91.16,2,1111.0,101111.0,5.721731713386586
237,,,阿拉善盟,2018,,,23524.0,,,,2,100.0,100.0,16.359489684806846
238,,,克孜勒苏柯尔克孜自治州,2013,,,6889.0,,,,2,100.0,100.0,4.723603294061084
239,,,克孜勒苏柯尔克孜自治州,2016,,,6896.0,,,,2,100.0,100.0,4.728499669458452
240,3.5683,,酒泉市,2007,203.25,340.0,16684.0,29.0,,93.57,2,1111.0,101111.0,6.2568169559072455
241,8.4389,,甘孜藏族自治州,2017,,,14958.0,,,,2,100.0,100.0,10.367725162827393
242,,,大兴安岭地区,2020,,,6676.0,,,,2,100.0,100.0,4.574613585541164
243,5.0003,,酒泉市,2009,321.0478,421.0,17084.0,37.0,,96.42,2,1111.0,101111.0,8.313770023848868
244,,,阿克苏地区,2005,,,13061.0,,,,2,100.0,100.0,9.040807430140605
245,,,海北藏族自治州,2020,,,3585.0,,,,2,100.0,100.0,2.4125141065032842
246,23.31,,甘孜藏族自治州,2018,,,15678.0,,,,2,100.0,100.0,10.871352346556694
247,1.8695,,迪庆藏族自治州,2005,,,2429.0,,,,2,100.0,100.0,1.6039126837379039
248,,,海西蒙古族藏族自治州,2013,,,31529.0,,,,2,100.0,100.0,21.958844692797214
249,9.3537,,阿坝藏族羌族自治州,2012,,,8710.0,,,,2,100.0,100.0,5.9973603795764445
250,,,巴音郭楞蒙古自治州,2016,,,49522.0,,,,2,100.0,100.0,34.544627910632414
251,4.1552,,酒泉市,2008,248.0173,387.0,17924.0,36.0,,95.8,2,1111.0,101111.0,7.146454950518997
252,,,阿拉善盟,2019,,,25754.0,,,,2,100.0,100.0,17.919334989968434
253,3.0047,,锡林郭勒盟,2007,,,21563.0,,,,2,100.0,100.0,14.98780509134412
254,10.2,,阿坝藏族羌族自治州,2015,,,9020.0,,,,2,100.0,100.0,6.214199861459894
255,6.82,,甘南藏族自治州,2015,,,3997.0,,,,2,100.0,100.0,2.7007007727483847
256,6.83,,甘南藏族自治州,2016,,,4015.0,,,,2,100.0,100.0,2.7132914523416174
257,10.5,,阿坝藏族羌族自治州,2016,,,9110.0,,,,2,100.0,100.0,6.277153259426057
258,,,和田地区,2011,,,27444.0,,,,2,100.0,100.0,19.101459907333048
259,,,和田地区,2016,,,27455.0,,,,2,100.0,100.0,19.10915421152891
260,,,海北藏族自治州,2013,,,3910.0,,,,2,100.0,100.0,2.639845821381094
261,,,黄南藏族自治州,2012,,,2061.0,,,,2,100.0,100.0,1.3465032342762604
262,,,巴音郭楞蒙古自治州,2012,,,54465.0,,,,2,100.0,100.0,38.002168423373995
263,,,巴音郭楞蒙古自治州,2014,,,54489.0,,,,2,100.0,100.0,38.018955996164976
264,,,大兴安岭地区,2002,,,7674.0,,,,2,100.0,100.0,5.272696820765948
265,,,黄南藏族自治州,2016,,,2094.0,,,,2,100.0,100.0,1.3695861468638533
266,,,海南藏族自治州,2012,,,5184.0,,29.0,,2,10100.0,10100.0,18.472996313246227
267,,,巴音郭楞蒙古自治州,2015,,,56194.0,,,,2,100.0,100.0,39.211573146523946
268,3.5023,,锡林郭勒盟,2008,,,23912.0,,,,2,100.0,100.0,16.63088877826097
269,2.67,,甘南藏族自治州,2010,,,4391.0,,,,2,100.0,100.0,2.976296759400253
270,10.0472,,阿坝藏族羌族自治州,2013,,,10005.0,,,,2,100.0,100.0,6.903189828089564
271,,,海南藏族自治州,2017,,,5280.0,,156.0,,2,10100.0,10100.0,85.11429448217663
272,2.1603,,迪庆藏族自治州,2006,,,2820.0,,,,2,100.0,100.0,1.8774102237909
273,,,阿勒泰地区,2009,,,14367.0,,,,2,100.0,100.0,9.95433118284959
274,,,阿拉善盟,2020,,,29692.0,,,,2,100.0,100.0,20.67389589208787
275,,,和田地区,2013,,,30759.0,,,,2,100.0,100.0,21.42024339908671
276,4.93,,甘南藏族自治州,2014,,,4561.0,,,,2,100.0,100.0,3.0952087333363387
277,,,巴音郭楞蒙古自治州,2013,,,58860.0,,,,2,100.0,100.0,41.07639269072161
278,0.9739,,兴安盟,2002,,,6920.0,,,,2,100.0,100.0,4.745287242249428
279,,,和田地区,2014,,,31185.0,,,,2,100.0,100.0,21.71822281612655
280,,,海西蒙古族藏族自治州,2018,,,38007.0,,,,2,100.0,100.0,26.49009038196169
281,14.21,,酒泉市,2015,544.7963,561.0,21757.0,52.0,15.0,111.54,2,11111.0,111111.0,19.279839006772562
282,,,海南藏族自治州,2018,,,5667.0,,232.0,,2,10100.0,10100.0,125.20759648066984
283,0.8335,,大兴安岭地区,2003,,,8595.0,,,,2,100.0,100.0,5.916919926619681
284,12.19,,酒泉市,2014,610.5496,454.0,21809.0,49.0,7.0,111.2,2,11111.0,111111.0,15.652691802324163
285,,,阿克苏地区,2006,,,16712.0,,,,2,100.0,100.0,11.594616940967942
286,,,海西蒙古族藏族自治州,2017,,,39585.0,,,,2,100.0,100.0,27.59387329296841
287,,,和田地区,2012,,,32599.0,,,,2,100.0,100.0,22.70729064639493
