,stock,register,city,year,GDP,road_area,DMSP_sum,Built_area,baidu_index,POP,scale,stock_model_chose,register_model_chose,pr_register
1751,,,龙岩市,2005,385.6278,294.0,21861.0,30.0,,286.83,2,1111.0,101111.0,1.7087411370398435
1752,2.2635,,金昌市,2009,194.7494,322.0,8767.0,37.0,,47.57,2,1111.0,101111.0,0.499505964893887
1753,42.7503,,红河哈尼族彝族自治州,2007,,,37088.0,,,,2,100.0,100.0,3.320950637961698
1754,44.9806,,巴中市,2019,754.0,438.0,14167.0,61.0,35.0,366.0,2,11111.0,111111.0,4.281189288430255
1755,3.8464,,临夏回族自治州,2008,,,9376.0,,,,2,100.0,100.0,0.8304174035171599
1756,,,齐齐哈尔市,2016,1330.0,944.0,48743.0,140.0,67.0,544.0,2,11111.0,111111.0,7.685760175951788
1757,47.911,,红河哈尼族彝族自治州,2008,,,37146.0,,,,2,100.0,100.0,3.3261632147370226
1758,4.0538,,平凉市,2008,175.0618,402.0,12845.0,48.0,,228.23,2,1111.0,101111.0,0.8480974309243671
1759,25.2901,,白城市,2017,,350.0,29754.0,43.0,48.0,191.0,2,11110.0,111110.0,4.3894232928821015
1760,80.9315,,保山市,2017,678.95,563.0,22020.0,37.0,39.0,263.0,2,11111.0,111111.0,3.898433912988277
1761,17.6553,,吴忠市,2008,172.9879,335.0,19420.0,28.0,,135.68,2,1111.0,101111.0,0.8631207497599802
1762,,,承德市,2014,1340.0,733.0,45614.0,115.0,42.0,380.7,2,11111.0,111111.0,5.979782115228612
1763,4.0149,,广安市,2008,404.903,194.0,7328.0,21.0,,466.45,2,1111.0,101111.0,1.820562793992086
1764,34.3589,,延边朝鲜族自治州,2020,,,50095.0,,,,2,100.0,100.0,4.489915915834826
1765,1.8849,,鹤岗市,2004,104.8765,287.0,17028.0,58.0,,109.82,2,1111.0,101111.0,0.5703519554546475
1766,17.6383,,泸州市,2013,1140.0,1329.0,14156.0,109.0,8.0,508.4,2,11111.0,111111.0,4.688317381946892
1767,1.601,,双鸭山市,2004,136.6325,172.0,26537.0,59.0,,151.21,2,1111.0,101111.0,0.9665736233220507
1768,31.4344,,红河哈尼族彝族自治州,2006,,,37287.0,,,,2,100.0,100.0,3.338835168621862
1769,79.4457,,邵阳市,2015,1390.0,1180.0,24131.0,65.0,56.0,821.37,2,11111.0,111111.0,8.767410792446848
1770,4.1958,,宣城市,2004,235.66,235.0,14292.0,24.0,,273.02,2,1111.0,101111.0,1.1946054026065902
1771,36.0364,,松原市,2016,1650.0,934.0,24576.0,51.0,50.0,278.0,2,11111.0,111111.0,5.4231530027954875
1772,66.6257,,邵阳市,2013,1130.0,938.0,24149.0,56.0,10.0,808.3,2,11111.0,111111.0,7.2301519667855665
1773,12.437999999999999,,南平市,2012,996.758,237.0,30509.0,28.0,11.0,313.9,2,11111.0,111111.0,4.212036486842209
1774,86.29,,红河哈尼族彝族自治州,2014,,,37387.0,,,,2,100.0,100.0,3.3478223699586276
1775,,,襄阳市（2010年前为襄樊市）,2006,675.1838,1275.0,22905.0,93.0,,578.8,2,1111.0,101111.0,2.5656566487729897
1776,5.8117,,临夏回族自治州,2009,,,9463.0,,,,2,100.0,100.0,0.8382362686801461
1777,,,阿克苏地区,2015,,,148682.0,,,,2,100.0,100.0,13.350128097712123
1778,,,随州市,2014,723.45,482.0,11184.0,45.0,17.0,257.1,2,11111.0,111111.0,3.005745863589426
1779,23.1104,,汉中市,2016,1160.0,323.0,31519.0,42.0,44.0,384.0,2,11111.0,111111.0,5.710087166244711
1780,27.8015,,承德市,2012,1180.0,712.0,46041.0,113.0,12.0,376.9,2,11111.0,111111.0,4.9983213800571855
1781,5.5233,,信阳市,2003,347.1173,219.0,22088.0,42.0,,785.7,2,1111.0,101111.0,2.5829504029758645
1782,,,承德市,2015,1360.0,734.0,46078.0,117.0,62.0,382.35,2,11111.0,111111.0,6.5464822155610864
1783,2.42,,宜春市,2004,289.5167,247.0,21800.0,30.0,,525.45,2,1111.0,101111.0,1.9553350653435688
1784,15.6281,,齐齐哈尔市,2008,665.8807,855.0,49384.0,115.0,,569.2,2,1111.0,101111.0,3.2035464666166162
1785,2.3591,,黄山市,2005,159.9782,336.0,11321.0,32.0,,146.94,2,1111.0,101111.0,0.6690129456692135
1786,26.8633,,白银市,2020,497.0,738.0,23526.0,68.0,40.0,,2,11111.0,11111.0,2.5886882288947235
1787,10.575999999999999,,广安市,2006,281.1095,334.0,7412.0,20.0,,457.54,2,1111.0,101111.0,1.477351069761694
1788,24.6183,,赣州市,2011,1340.0,667.0,46075.0,85.0,30.0,918.3,2,11111.0,111111.0,9.335854969243675
1789,53.28,,德宏傣族景颇族自治州,2015,,,13084.0,,,,2,100.0,100.0,1.1636628290844357
1790,3.9349,,安庆市,2003,320.4307,567.0,15823.0,35.0,,605.2,2,1111.0,101111.0,1.9426839770902493
1791,27.9126,,延边朝鲜族自治州,2017,,,50745.0,,,,2,100.0,100.0,4.548332724523803
1792,33.43,,定西市,2018,356.2609,285.0,22989.0,25.0,57.0,304.0,2,11111.0,111111.0,4.364462818555208
1793,0.9136,,防城港市,2002,69.2829,,7293.0,17.0,,78.31,2,1101.0,101101.0,0.30322752515545126
1794,3.5842,,广安市,2007,338.8327,186.0,7428.0,20.0,,462.53,2,1111.0,101111.0,1.6660291652130024
1795,9.07,,巴中市,2018,645.8842,425.0,14425.0,60.0,71.0,368.0,2,11111.0,111111.0,5.121349952178041
1796,20.91,,临夏回族自治州,2016,,,9547.0,,,,2,100.0,100.0,0.8457855178030294
1797,3.4204,,吴忠市,2009,185.8945,363.0,19782.0,28.0,,137.21,2,1111.0,101111.0,0.8954846843666383
1798,20.3941,,德宏傣族景颇族自治州,2006,,,13164.0,,,,2,100.0,100.0,1.1708525901538482
1799,1.6584,,鹤岗市,2005,112.0588,286.0,17347.0,43.0,,109.88,2,1111.0,101111.0,0.6179941061871672
1800,2.9067,,广安市,2005,246.3199,275.0,7474.0,42.0,,454.55,2,1111.0,101111.0,1.3757156773729609
1801,8.7511,,九江市,2008,700.5984,853.0,22533.0,89.0,,484.67,2,1111.0,101111.0,2.570562962754244
1802,4.957,,绵阳市,2002,359.6998,,23930.0,49.0,,521.75,2,1101.0,101101.0,1.9437984021424581
1803,3.5713,,安庆市,2004,392.02,587.0,15944.0,38.0,,604.2,2,1111.0,101111.0,2.098708961542606
1804,,,鄂尔多斯市,2016,4420.0,2984.0,102645.0,117.0,67.0,159.0,2,11111.0,111111.0,10.170881985709682
1805,79.1704,,楚雄彝族自治州,2020,,,33597.0,,,,2,100.0,100.0,3.007207439295204
1806,,,海东市(2013年前为海东地区）,2013,,,15367.0,,0.0,,2,10100.0,10100.0,1.2742001961511575
1807,10.2879,,宜昌市,2006,694.91,1134.0,25108.0,71.0,,400.23,2,1111.0,101111.0,2.395652925224413
1808,9.1428,,黔西南布依族苗族自治州,2011,,,19906.0,,,,2,100.0,100.0,1.7767697042785986
1809,15.1863,,通化市,2014,1010.0,845.0,18398.0,82.0,20.0,222.2,2,11111.0,111111.0,3.2390058298304534
1810,25.7,,天水市,2016,590.5136,642.0,16915.0,56.0,18.0,371.0,2,11111.0,111111.0,3.7355878610255386
1811,7.4969,,白山市,2012,643.0212,404.0,20682.0,36.0,4.0,127.9,2,11111.0,111111.0,2.0335325757308516
1812,3.9859,,株洲市,2002,355.2747,,13408.0,69.0,,373.03,2,1101.0,101101.0,1.3912460166456166
1813,8.2822,,上饶市,2007,528.1238,368.0,27031.0,26.0,,704.16,2,1111.0,101111.0,2.935808350785938
1814,2.7207,,安顺市,2006,123.7372,148.0,11011.0,28.0,,260.98,2,1111.0,101111.0,0.8596298842872426
1815,5.8354,,广安市,2009,450.3368,271.0,7535.0,27.0,,470.02,2,1111.0,101111.0,1.9045735570864868
1816,4.1021,,韶关市,2002,235.61,,21916.0,48.0,,313.74,2,1101.0,101101.0,1.2574093279010434
1817,37.7388,,岳阳市,2009,1270.0,968.0,17720.0,95.0,,558.68,2,1111.0,101111.0,3.882177696750821
1818,,,十堰市,2017,1630.0,866.0,28280.0,111.0,109.0,346.0,2,11111.0,111111.0,7.334524917871868
1819,11.7224,,丽水市,2009,546.5482,398.0,20613.0,31.0,,257.39,2,1111.0,101111.0,1.9649441477895464
1820,9.3079,,丹东市,2008,563.8618,685.0,17667.0,53.0,,242.7,2,1111.0,101111.0,1.7903511442890014
1821,14.5788,,张家口市,2005,415.7878,800.0,43931.0,77.0,,450.29,2,1111.0,101111.0,2.3517878782543997
1822,2.9344,,自贡市,2003,202.7893,646.0,5226.0,43.0,,315.3,2,1111.0,101111.0,0.8445270802454827
1823,15.3532,,达州市,2013,1250.0,223.0,19867.0,37.0,9.0,687.6,2,11111.0,111111.0,6.5965234922603235
1824,,,黔南布依族苗族自治州,2015,,,31364.0,,,,2,100.0,100.0,2.8065232334452235
1825,4.5696,,崇左市,2010,392.3691,185.0,20797.0,22.0,,243.35,2,1111.0,101111.0,1.6632861568821706
1826,4.2521,,佳木斯市,2004,236.2956,334.0,39052.0,56.0,,247.31,2,1111.0,101111.0,1.6136177863800263
1827,2.2928,,景德镇市,2002,116.2452,,6302.0,35.0,,147.3,2,1101.0,101101.0,0.44270551240571876
1828,1.3533,,朝阳市,2003,119.8189,199.0,23634.0,28.0,,336.5,2,1111.0,101111.0,1.2584147329269126
1829,66.1492,,曲靖市,2009,870.9446,670.0,34701.0,52.0,,616.22,2,1111.0,101111.0,3.599684028095375
1830,2.49,,鸡西市,2007,264.6464,320.0,27058.0,79.0,,191.1,2,1111.0,101111.0,1.27505490971765
1831,5.8,,金昌市,2015,224.5163,478.0,9172.0,42.0,5.0,45.69,2,11111.0,111111.0,0.645123823255519
1832,30.58,,定西市,2019,416.0,293.0,23604.0,25.0,33.0,304.0,2,11111.0,111111.0,3.823685564094143
1833,37.72,,大理白族自治州,2008,,,34095.0,,,,2,100.0,100.0,3.051963701952298
1834,,,双鸭山市,2019,476.0,540.0,27622.0,58.0,38.0,141.0,2,11111.0,111111.0,2.927231167957183
1835,5.6816,,绵阳市,2003,396.5792,570.0,24431.0,55.0,,527.52,2,1111.0,101111.0,2.128535620104194
1836,4.0545,,岳阳市,2003,495.1877,305.0,17945.0,128.0,,527.83,2,1111.0,101111.0,2.180489550935885
1837,9.001,,黄冈市,2009,730.19,693.0,21027.0,27.0,,739.61,2,1111.0,101111.0,3.239501911728428
1838,7.1246,,荆州市,2006,438.07,755.0,17004.0,63.0,,647.1,2,1111.0,101111.0,2.220850196467714
1839,73.2561,,红河哈尼族彝族自治州,2011,,,38920.0,,,,2,100.0,100.0,3.485596166451247
1840,4.3,,绥化市,2004,397.5993,189.0,42223.0,23.0,,557.8,2,1111.0,101111.0,2.7476221361652895
1841,3.7953,,延安市,2003,142.76,95.0,44865.0,16.0,,205.61,2,1111.0,101111.0,1.5805212207654835
1842,,,随州市,2015,785.26,493.0,11635.0,49.0,26.0,250.97,2,11111.0,111111.0,3.2746763513956965
1843,1.4901,,眉山市,2002,149.5165,,8731.0,15.0,,340.1,2,1101.0,101101.0,0.9845941582933564
1844,49.55,,德宏傣族景颇族自治州,2014,,,13546.0,,,,2,100.0,100.0,1.2051836992602936
1845,56.0669,,赣州市,2015,1970.0,1735.0,47732.0,141.0,89.0,960.63,2,11111.0,111111.0,11.624639618129509
1846,18.1,,达州市,2014,1350.0,400.0,20128.0,108.0,39.0,688.1,2,11111.0,111111.0,7.27068971669796
1847,6.3877,,南充市,2006,396.4607,937.0,15159.0,57.0,,733.96,2,1111.0,101111.0,2.203988596046362
1848,6.3444,,绵阳市,2004,454.9447,606.0,24615.0,58.0,,529.07,2,1111.0,101111.0,2.2553077249492715
1849,1.6616,,天门市,2008,,,3183.0,,,,2,100.0,100.0,0.2738400247312539
1850,5.3806,,玉林市,2002,225.611,,15617.0,45.0,,587.13,2,1101.0,101101.0,1.6081051914003588
1851,21.4537,,岳阳市,2005,634.8661,673.0,18145.0,78.0,,531.82,2,1111.0,101111.0,2.4832552365727607
1852,32.5127,,延边朝鲜族自治州,2019,,,52854.0,,,,2,100.0,100.0,4.737872800716194
1853,14.15,,临夏回族自治州,2014,,,9929.0,,,,2,100.0,100.0,0.8801166269094748
1854,17.2132,,抚州市,2013,940.6413,1060.0,22970.0,56.0,6.0,419.6,2,11111.0,111111.0,4.272876936517362
1855,54.9608,,益阳市,2013,1120.0,842.0,15045.0,67.0,11.0,480.0,2,11111.0,111111.0,4.787109327930613
1856,28.82,,巴中市,2020,767.0,772.0,15008.0,64.0,35.0,,2,11111.0,11111.0,2.4400463753775656
1857,48.5,,鄂尔多斯市,2010,2640.0,2217.0,106100.0,113.0,,152.38,2,1111.0,101111.0,7.827328802587306
1858,15.0161,,张家口市,2006,484.1665,790.0,44960.0,77.0,,453.61,2,1111.0,101111.0,2.5424952892711286
1859,44.2654,,株洲市,2009,1020.0,1119.0,13827.0,105.0,,382.8,2,1111.0,101111.0,2.8183270427800244
1860,,,天门市,2007,,,3211.0,,,,2,100.0,100.0,0.2763564411055483
1861,46.5728,,襄阳市（2010年前为襄樊市）,2008,1000.0,1383.0,24161.0,95.0,,584.38,2,1111.0,101111.0,3.3215240512522097
1862,7.24,,南充市,2007,508.129,848.0,15327.0,61.0,,742.11,2,1111.0,101111.0,2.5030148646169343
1863,,,十堰市,2018,1750.0,1614.0,29083.0,113.0,110.0,347.0,2,11111.0,111111.0,7.407749678055312
1864,1.364,,鹤岗市,2007,153.5718,303.0,18146.0,43.0,,109.33,2,1111.0,101111.0,0.7257151052971902
1865,11.1851,,来宾市,2015,557.6985,632.0,16509.0,41.0,12.0,265.84,2,11111.0,111111.0,2.878397010878793
1866,47.0386,,赣州市,2014,1840.0,1465.0,48611.0,137.0,62.0,954.2,2,11111.0,111111.0,10.800068328829148
1867,,,铜仁市（2011年前为铜仁地区）,2015,,,22281.0,,23.0,,2,10100.0,10100.0,3.0401632887085728
1868,41.7608,,曲靖市,2006,536.8252,318.0,35754.0,32.0,,594.94,2,1111.0,101111.0,2.9454496188302963
1869,2.2705,,鹤岗市,2006,130.0017,294.0,18191.0,43.0,,109.31,2,1111.0,101111.0,0.6747351357464584
1870,2.9648,,安顺市,2007,145.7813,228.0,11480.0,29.0,,267.36,2,1111.0,101111.0,0.9074870337650384
1871,2.6254,,自贡市,2002,181.2198,,5411.0,43.0,,314.83,2,1101.0,101101.0,0.8387658396114079
1872,14.633,,白银市,2013,463.3061,626.0,24940.0,60.0,1.0,177.0,2,11111.0,111111.0,2.0811134309245327
1873,9.234,,衡阳市,2007,820.8659,1016.0,19003.0,95.0,,728.88,2,1111.0,101111.0,3.1799543737683793
1874,4.6025,,黄冈市,2006,391.19,630.0,21655.0,27.0,,728.94,2,1111.0,101111.0,2.465827880410999
1875,,,南平市,2015,1340.0,388.0,32686.0,41.0,36.0,319.86,2,11111.0,111111.0,5.31879548696711
1876,12.3396,,广元市,2013,518.75,512.0,20297.0,50.0,4.0,310.2,2,11111.0,111111.0,3.0191599164388627
1877,66.3542,,赣州市,2016,2210.0,1885.0,48952.0,142.0,106.0,971.0,2,11111.0,111111.0,12.435292710839697
1878,95.07,,红河哈尼族彝族自治州,2015,,,40040.0,,,,2,100.0,100.0,3.5862528214230243
1879,9.3352,,上饶市,2008,628.3382,368.0,28337.0,35.0,,716.35,2,1111.0,101111.0,3.2062982318956705
1880,3.8975,,信阳市,2004,434.2689,228.0,23608.0,43.0,,794.85,2,1111.0,101111.0,2.8318673532762944
1881,55.0191,,西双版纳傣族自治州,2020,,,23779.0,,,,2,100.0,100.0,2.124844012051538
1882,12.7185,,松原市,2007,607.3494,453.0,26430.0,37.0,,281.3,2,1111.0,101111.0,2.254114275713238
1883,17.9767,,六安市,2009,584.0232,373.0,19253.0,56.0,,705.89,2,1111.0,101111.0,2.8483961769928845
1884,2.8125,,六盘水市,2003,117.08200000000001,132.0,12370.0,28.0,,292.62,2,1111.0,101111.0,0.9396107480591928
1885,19.7671,,十堰市,2013,1080.0,911.0,29630.0,72.0,19.0,346.7,2,11111.0,111111.0,4.470538798144285
1886,2.4986,,梧州市,2006,270.4162,221.0,15705.0,36.0,,308.22,2,1111.0,101111.0,1.3592141674302387
1887,7.8492,,荆州市,2007,519.63,755.0,17627.0,63.0,,651.77,2,1111.0,101111.0,2.432709998686271
1888,10.1723,,绵阳市,2007,673.4967,928.0,25401.0,80.0,,537.95,2,1111.0,101111.0,2.66436809745696
1889,21.53,,雅安市,2020,755.0,827.0,18801.0,42.0,36.0,,2,11111.0,11111.0,2.3808900786302125
1890,75.49,,邵阳市,2016,1530.0,1250.0,26130.0,72.0,48.0,830.0,2,11111.0,111111.0,8.808989217029144
1891,3.9781,,通化市,2003,192.3723,219.0,19515.0,39.0,,226.22,2,1111.0,101111.0,1.101367033275666
1892,,,鸡西市,2017,522.46,684.0,28303.0,81.0,48.0,175.0,2,11111.0,111111.0,3.3972197701606186
1893,13.6411,,来宾市,2016,589.1105,648.0,16805.0,43.0,37.0,269.0,2,11111.0,111111.0,3.5924770785843685
1894,8.708,,丹东市,2007,464.0241,629.0,18600.0,53.0,,242.8,2,1111.0,101111.0,1.5965876883823844
1895,22.31,,天水市,2015,553.7728,604.0,17936.0,56.0,19.0,367.17,2,11111.0,111111.0,3.728648354150073
1896,30.6323,,赣州市,2012,1510.0,675.0,49569.0,89.0,19.0,926.7,2,11111.0,111111.0,9.396364572007974
1897,9.8044,,三明市,2010,975.102,332.0,28930.0,28.0,,272.73,2,1111.0,101111.0,3.1966878517508146
1898,83.4543,,保山市,2018,738.1448,635.0,24039.0,37.0,57.0,264.0,2,11111.0,111111.0,4.495743857199155
1899,,,双鸭山市,2020,494.0,555.0,28887.0,58.0,43.0,,2,11111.0,11111.0,2.8889892479965322
1900,,,鹤岗市,2020,340.0,504.0,18582.0,56.0,34.0,,2,11111.0,11111.0,2.0569283814185733
1901,2.1056,,佳木斯市,2006,278.53700000000003,337.0,41114.0,59.0,,248.19,2,1111.0,101111.0,1.7532071154487276
1902,5.58,,绥化市,2006,397.2715,190.0,44068.0,28.0,,568.9,2,1111.0,101111.0,2.800713844692742
1903,5.4109,,黄山市,2006,187.4889,342.0,12245.0,31.0,,147.56,2,1111.0,101111.0,0.7541634786886469
1904,,,绥化市,2014,1190.0,2300.0,44171.0,35.0,20.0,553.2,2,11111.0,111111.0,6.309727940290946
1905,12.1714,,安庆市,2009,770.66,885.0,17104.0,72.0,,615.88,2,1111.0,101111.0,2.881145821658553
1906,15.1828,,忻州市,2009,349.3072,166.0,31914.0,21.0,,306.91,2,1111.0,101111.0,1.9379370312593438
1907,9.9541,,宜春市,2008,615.0,338.0,23648.0,32.0,,543.97,2,1111.0,101111.0,2.755744492350984
1908,122.3996,,怀化市,2020,1670.0,685.0,34919.0,65.0,67.0,,2,11111.0,11111.0,5.223291973279849
1909,,,鄂尔多斯市,2015,4230.0,2949.0,110093.0,154.0,55.0,157.32,2,11111.0,111111.0,9.730580224452243
1910,4.5904,,柳州市,2002,230.3105,,23592.0,94.0,,187.95,2,1101.0,101101.0,0.8736698408770666
1911,7.5351,,忻州市,2006,194.4549,166.0,31965.0,20.0,,299.83,2,1111.0,101111.0,1.5679355151372798
1912,9.8606,,荆门市,2010,730.07,645.0,15671.0,50.0,,300.4,2,1111.0,101111.0,2.2589926129538096
1913,17.5551,,牡丹江市,2009,629.2848,872.0,49285.0,65.0,,270.57,2,1111.0,101111.0,2.6183028014812053
1914,20.1968,,巴中市,2017,601.44,425.0,15605.0,,63.0,376.0,2,10111.0,110111.0,4.776301937303915
1915,14.5367,,乐山市,2011,918.0596,739.0,16202.0,56.0,20.0,354.4,2,11111.0,111111.0,4.034223352800707
1916,1.9969,,河源市,2003,136.8518,175.0,19901.0,12.0,,334.13,2,1111.0,101111.0,1.2432914602584662
1917,56.5752,,曲靖市,2008,787.5678,397.0,36776.0,37.0,,608.09,2,1111.0,101111.0,3.5429281614496597
1918,4.2163,,佳木斯市,2005,241.5433,335.0,41453.0,58.0,,245.03,2,1111.0,101111.0,1.6710242500995842
1919,57.8522,,永州市,2013,1180.0,684.0,28402.0,60.0,8.0,622.6,2,11111.0,111111.0,6.163716834042512
1920,11.4843,,忻州市,2007,257.2845,166.0,32095.0,20.0,,299.81,2,1111.0,101111.0,1.716489491503164
1921,,,随州市,2016,852.18,504.0,12245.0,71.0,40.0,252.0,2,11111.0,111111.0,3.678457541846006
1922,4.5572,,安顺市,2009,195.7038,243.0,11819.0,32.0,,273.49,2,1111.0,101111.0,1.033235747274893
1923,2.9929,,来宾市,2007,245.3424,150.0,17057.0,20.0,,250.15,2,1111.0,101111.0,1.2664372964018145
1924,5.3617,,韶关市,2005,339.9334,323.0,23501.0,57.0,,318.66,2,1111.0,101111.0,1.6487624828578142
1925,42.9793,,上饶市,2016,1820.0,1494.0,29047.0,78.0,72.0,782.0,2,11111.0,111111.0,9.496699353808317
1926,6.0246,,鸡西市,2008,315.8814,320.0,28758.0,79.0,,190.84,2,1111.0,101111.0,1.4309392327948478
1927,5.3089,,安庆市,2005,429.64,685.0,17248.0,52.0,,605.55,2,1111.0,101111.0,2.165667218608954
1928,8.3539,,来宾市,2014,551.2357,618.0,17078.0,37.0,4.0,266.4,2,11111.0,111111.0,2.6957284495849776
1929,17.9996,,桂林市,2010,1100.0,699.0,35337.0,63.0,,518.96,2,1111.0,101111.0,3.932831001300195
1930,2.7209,,双鸭山市,2005,146.6204,294.0,29303.0,64.0,,150.22,2,1111.0,101111.0,1.004093221936403
1931,,,南平市,2014,1230.0,254.0,33634.0,30.0,26.0,319.2,2,11111.0,111111.0,5.003236168171327
1932,9.0334,,绵阳市,2006,560.8402,907.0,25938.0,80.0,,533.3,2,1111.0,101111.0,2.412419443921897
1933,,,绥化市,2016,1320.0,258.0,44648.0,45.0,51.0,543.0,2,11111.0,111111.0,7.525237361766518
1934,11.7815,,六安市,2006,356.35,387.0,19753.0,42.0,,686.73,2,1111.0,101111.0,2.3124411152265125
1935,35.8546,,上饶市,2015,1650.0,1433.0,29174.0,77.0,67.0,774.4,2,11111.0,111111.0,9.128167973349687
1936,51.0549,,曲靖市,2007,650.4206,633.0,37107.0,34.0,,603.04,2,1111.0,101111.0,3.1555995833750896
1937,7.3828,,宣城市,2006,287.88,191.0,15819.0,24.0,,274.21,2,1111.0,101111.0,1.365075628347464
1938,37.5844,,衡阳市,2008,1000.0,1197.0,19667.0,98.0,,731.14,2,1111.0,101111.0,3.5547975304826607
1939,45.2396,,大理白族自治州,2009,,,36384.0,,,,2,100.0,100.0,3.257680740550867
1940,,,鸡西市,2019,552.0,729.0,28966.0,80.0,37.0,169.0,2,11111.0,111111.0,3.119825255204833
1941,3.1503,,自贡市,2004,249.3484,467.0,5618.0,44.0,,315.78,2,1111.0,101111.0,1.0148248586383177
1942,3.5466,,安顺市,2008,167.6482,285.0,11926.0,32.0,,270.3,2,1111.0,101111.0,0.9516844268387379
1943,,,双鸭山市,2018,507.0075,535.0,29507.0,58.0,65.0,141.0,2,11111.0,111111.0,3.7286073988951918
1944,3.4351,,娄底市,2002,189.2986,,10445.0,32.0,,402.16,2,1101.0,101101.0,1.1510026491148262
1945,16.7358,,宜宾市,2013,1340.0,694.0,17098.0,94.0,11.0,550.4,2,11111.0,111111.0,5.519325117452959
1946,7.4495,,安庆市,2006,494.21,614.0,17409.0,55.0,,607.89,2,1111.0,101111.0,2.340293832294712
1947,1.8439,,眉山市,2003,174.0527,338.0,9320.0,37.0,,340.66,2,1111.0,101111.0,1.0196859625826298
1948,18.1467,,岳阳市,2004,590.3086,560.0,19263.0,75.0,,529.35,2,1111.0,101111.0,2.438868137994407
1949,32.6777,,定西市,2020,441.0,289.0,25439.0,26.0,38.0,,2,11111.0,11111.0,2.4227479446551863
1950,15.3494,,汉中市,2013,881.73,281.0,35096.0,34.0,10.0,386.2,2,11111.0,111111.0,4.635960928957285
1951,,,黔东南苗族侗族自治州,2020,,,39263.0,,,,2,100.0,100.0,3.5164222670363543
1952,,,龙岩市,2006,450.0075,318.0,24698.0,32.0,,287.52,2,1111.0,101111.0,1.911628928496035
1953,8.5001,,宜春市,2007,508.8563,332.0,24257.0,32.0,,539.09,2,1111.0,101111.0,2.5155007419201922
1954,,,鸡西市,2020,572.0,,29261.0,80.0,46.0,,2,11101.0,11101.0,3.1578307079156667
1955,36.3009,,桂林市,2014,1830.0,976.0,35998.0,71.0,46.0,526.5,2,11111.0,111111.0,7.446873219983441
1956,65.9188,,益阳市,2016,1490.0,829.0,16040.0,76.0,45.0,484.0,2,11111.0,111111.0,6.152764204051013
1957,3.6107,,通化市,2004,217.8,219.0,20260.0,44.0,,226.39,2,1111.0,101111.0,1.1692837957661486
1958,8.6479,,绥化市,2005,350.7883,189.0,45494.0,23.0,,561.78,2,1111.0,101111.0,2.7189246841815966
1959,2.2182,,广安市,2004,217.5811,252.0,8277.0,42.0,,452.85,2,1111.0,101111.0,1.3305245620575106
1960,13.5438,,牡丹江市,2011,940.3461,962.0,50748.0,81.0,10.0,267.2,2,11111.0,111111.0,4.127883769293523
1961,3.3,,金昌市,2011,232.7546,431.0,9993.0,39.0,0.0,46.6,2,11111.0,111111.0,0.5707897020107284
1962,6.9587,,丽水市,2006,355.3709,306.0,22622.0,25.0,,252.53,2,1111.0,101111.0,1.5939438494668947
1963,2.787,,金昌市,2010,210.5134,399.0,10014.0,37.0,,46.48,2,1111.0,101111.0,0.5381679471784725
1964,15.6829,,乐山市,2012,1040.0,785.0,16744.0,64.0,8.0,355.1,2,11111.0,111111.0,3.854778197646624
1965,14.6475,,白山市,2019,509.0,428.0,22896.0,48.0,23.0,117.0,2,11111.0,111111.0,2.3239485109870195
1966,3.8285,,四平市,2002,199.9885,,13453.0,38.0,,326.08,2,1101.0,101101.0,1.0751473905604918
1967,6.8006,,包头市,2003,450.1914,1209.0,36268.0,150.0,,238.13,2,1111.0,101111.0,1.6178030317840746
1968,1.6106,,贵港市,2002,126.2664,,13961.0,51.0,,462.45,2,1101.0,101101.0,1.1047007447687742
1969,30.7811,,上饶市,2014,1550.0,939.0,29919.0,50.0,31.0,773.1,2,11111.0,111111.0,8.2393658104299
1970,11.8361,,信阳市,2005,508.5635,232.0,24912.0,46.0,,803.79,2,1111.0,101111.0,3.0441728062016633
1971,13.2335,,忻州市,2008,311.2485,166.0,33190.0,21.0,,303.26,2,1111.0,101111.0,1.8708699038483316
1972,11.15,,雅安市,2018,646.1049,431.0,19764.0,38.0,71.0,153.0,2,11111.0,111111.0,3.922357273175809
1973,49.0873,,郴州市,2010,1080.0,321.0,25478.0,62.0,,502.07,2,1111.0,101111.0,3.7525862811613857
1974,,,毕节市（2011年前为毕节地区）,2016,,,35387.0,,40.0,,2,10100.0,10100.0,5.014343355502588
1975,4.4796,,中卫市,2010,173.1892,350.0,17992.0,32.0,,118.12,2,1111.0,101111.0,0.7876204113697978
1976,31.7626,,齐齐哈尔市,2009,690.5169,855.0,55793.0,115.0,,571.56,2,1111.0,101111.0,3.4067741994520917
1977,,,伊犁哈萨克自治州,2018,,,72813.0,,,,2,100.0,100.0,6.53162831552128
1978,12.4481,,绵阳市,2008,743.1645,936.0,26783.0,80.0,,540.71,2,1111.0,101111.0,2.8593307511980486
1979,,,伊犁哈萨克自治州,2020,,,72797.0,,,,2,100.0,100.0,6.530190363307397
1980,,,佳木斯市,2007,336.8924,345.0,43045.0,60.0,,250.53,2,1111.0,101111.0,1.9316885938174455
1981,43.6966,,百色市,2020,1330.0,827.0,47932.0,68.0,57.0,,2,11111.0,11111.0,5.1231416110535335
1982,10.5239,,丹东市,2009,607.5211,743.0,19574.0,53.0,,242.64,2,1111.0,101111.0,1.916024837029591
1983,28.5397,,黄山市,2018,677.9143,1036.0,12813.0,70.0,46.0,149.0,2,11111.0,111111.0,2.879214419278183
