省,省类型,市,市类型,register,stock,person_density,PGDP,autobus,taxi,GDP,passenger_volume,POP,Built_area,Construction_land_area,wage_average,road_area,P_road_area,city,year,baidu_index,scale,all_area,downtown_area,DMSP_mean,DMSP_sum,VNL_mean,VNL_sum,location_x,location_y
河南省,省,鹤壁市,地级市,2.5895,17.3056,774.52,44778.0,355.0,673.0,717.2528,1398.0,168.74,64.0,64.0,39646.0,755.0,11.8,鹤壁市,2015,43.0,2,2182.0,679.0,11.29901731,24146.0,1.285709445,15787.22628,19799.5,3959.86
河南省,省,济源市,省直辖县,1.508,12.1606,,67796.88,,,,,,,,,,,济源市,2015,,2,,,6.605916535,12505.0,0.84220771,9098.369894,19627.0,3886.54
河南省,省,焦作市,地级市,5.5559,38.1974,913.78,54590.0,696.0,1398.0,1930.0,4082.0,371.68,115.0,111.0,42153.0,1248.0,12.67,焦作市,2015,87.0,2,4071.0,578.0,12.65664284,51348.0,1.334030506,30829.445,19694.3,3889.16
河南省,省,开封市,地级市,6.252999999999999,38.3712,859.71,35326.0,4860.0,2636.0,1610.0,3923.0,553.84,129.0,126.0,43535.0,1611.0,18.42,开封市,2015,68.0,2,6444.0,565.0,6.037262114,37751.0,0.924848136,32694.30645,19824.3,3836.43
河南省,省,洛阳市,地级市,10.9196,75.7579,477.82,51692.0,2196.0,4268.0,3470.0,12855.0,728.45,209.0,209.0,46515.0,2369.0,11.78,洛阳市,2015,110.0,2,15236.0,879.0,5.184314499999998,78729.0,0.7816136990000001,66981.94917,19594.9,3796.5
河南省,省,漯河市,地级市,3.6132,20.9788,995.54,37987.0,1044.0,1100.0,992.8496,2240.0,268.04,66.0,65.0,41389.0,984.0,7.31,漯河市,2015,60.0,2,2692.0,1116.0,8.296364985,22367.0,1.467715769,22121.41208,19769.0,3729.23
河南省,省,南阳市,地级市,10.6455,66.4869,448.53,28653.0,551.0,1860.0,2870.0,13341.0,1188.5,149.0,141.0,43082.0,2189.0,11.63,南阳市,2015,102.0,2,26509.0,2135.0,2.404551106,63824.0,0.440853431,65036.9024,19620.1,3658.4
河南省,省,平顶山市,地级市,6.9626,45.1626,713.02,33984.0,795.0,2479.0,1710.0,11642.0,562.29,73.0,73.0,45046.0,1230.0,11.14,平顶山市,2015,84.0,2,7882.0,443.0,7.5682423010000015,59721.0,1.002193651,44424.23795,19686.3,3742.79
河南省,省,濮阳市,地级市,5.4519,44.9251,1024.36,36842.0,456.0,1745.0,1330.0,4294.0,429.01,56.0,86.0,43587.0,723.0,10.23,濮阳市,2015,70.0,2,4188.0,263.0,10.64968302,45357.0,1.345095083,32843.18665,19887.1,3972.78
河南省,省,三门峡市,地级市,2.6725,23.1118,217.23,55681.0,262.0,600.0,1250.0,3230.0,228.27,33.0,30.0,44573.0,334.0,11.4,三门峡市,2015,50.0,2,10496.0,185.0,2.993456815,29737.0,0.488582287,27375.26555,19509.6,3803.63
河南省,省,商丘市,地级市,10.8544,62.1601,897.8,24940.0,1331.0,2851.0,1810.0,11159.0,961.09,63.0,63.0,43845.0,944.0,5.19,商丘市,2015,88.0,2,10704.0,1697.0,5.4501727839999985,58355.0,0.86431859,52203.9785,19932.9,3805.76
河南省,省,新乡市,地级市,10.406,66.1726,735.06,34340.0,1082.0,1738.0,1980.0,5968.0,637.44,115.0,107.0,40873.0,1110.0,10.55,新乡市,2015,100.0,2,8666.0,431.0,9.812575574,81150.0,1.113194356,52529.41527,19781.3,3908.24
河南省,省,信阳市,地级市,6.7652,37.5426,477.99,30157.0,368.0,1905.0,1880.0,9646.0,897.96,89.0,76.0,84289.0,891.0,5.81,信阳市,2015,74.0,2,18787.0,3604.0,1.570696396,29727.0,0.362409913,37704.76489,19866.9,3557.54
河南省,省,许昌市,地级市,6.6623,44.1541,1010.61,50162.0,860.0,1396.0,2170.0,2801.0,504.77,90.0,75.0,43792.0,628.0,15.13,许昌市,2015,84.0,2,4997.0,97.0,9.989769308,49799.0,1.159337657,32556.5201,19750.2,3775.01
河南省,省,郑州市,地级市,39.7708,238.8887,1087.83,77179.0,6221.0,10608.0,7310.0,13914.0,810.49,438.0,393.0,52987.0,4720.0,13.73,郑州市,2015,207.0,2,7446.0,1010.0,22.11898431,166379.0,3.530430022,150198.6148,19726.7,3835.85
河南省,省,周口市,地级市,8.6436,57.5261,1040.05,23728.0,526.0,928.0,2090.0,7523.0,1244.35,68.0,50.0,42666.0,819.0,13.66,周口市,2015,81.0,2,11961.0,333.0,4.059029807,48615.0,0.659195171,44214.19771,19859.6,3739.52
河南省,省,驻马店市,地级市,7.4731,38.9248,617.25,27001.0,642.0,1548.0,1810.0,18363.0,930.88,75.0,71.0,37680.0,1118.0,13.26,驻马店市,2015,60.0,2,15083.0,1365.0,3.316808059,50044.0,0.615120939,51529.91131,19794.8,3648.67
黑龙江省,省,大庆市,地级市,,,129.6,110113.0,1406.0,6352.0,2980.0,1178.0,275.48,245.0,320.0,66839.0,3637.0,26.77,大庆市,2015,77.0,2,21219.0,5107.0,5.799367716,122906.0,1.07853311,153909.9104,20554.3,5226.14
黑龙江省,省,大兴安岭地区,地区,,,,27816.0,,,,,,,,,,,大兴安岭地区,2015,,2,,,0.042957406,2840.0,0.148750668,74630.73895,20400.6,5877.74
黑龙江省,省,哈尔滨市,地级市,,,180.98,59027.0,6923.0,16527.0,5750.0,8316.0,961.37,428.0,428.0,58405.0,4915.0,8.96,哈尔滨市,2015,136.0,2,53100.0,10198.0,2.8980726110000004,153821.0,0.577742291,203806.6817,20821.5,5197.49
黑龙江省,省,鹤岗市,地级市,,,72.21,24981.0,402.0,2023.0,265.5736,692.0,105.61,53.0,53.0,41066.0,457.0,7.05,鹤岗市,2015,17.0,2,14679.0,4551.0,1.012851023,14896.0,0.188629275,19140.40112,20985.1,5471.73
黑龙江省,省,黑河市,地级市,,,24.58,26575.0,95.0,957.0,447.8252,655.0,168.0,19.0,28.0,,179.0,8.95,黑河市,2015,20.0,2,68340.0,14444.0,0.312221458,20877.0,0.151449615,72080.0212,20662.4,5582.32
黑龙江省,省,鸡西市,地级市,,,80.78,28222.0,715.0,2914.0,514.6868,3704.0,181.7,81.0,79.0,39891.0,654.0,7.85,鸡西市,2015,19.0,2,22531.0,2300.0,1.007817705,22689.0,0.221491925,33127.43979,21157.9,5280.44
黑龙江省,省,佳木斯市,地级市,,,72.77,35069.0,457.0,2559.0,810.1676,2269.0,237.55,97.0,83.0,46978.0,582.0,7.5,佳木斯市,2015,30.0,2,32704.0,1875.0,1.59877131,52048.0,0.311579242,69411.75396,21099.0,5456.08
黑龙江省,省,牡丹江市,地级市,,,67.48,47356.0,758.0,2919.0,1310.0,2913.0,262.0,82.0,82.0,47412.0,981.0,11.11,牡丹江市,2015,40.0,2,38827.0,2360.0,0.85691103,33267.0,0.238771787,60518.61954,21000.2,5116.46
黑龙江省,省,七台河市,地级市,,,133.42,24823.0,315.0,1000.0,212.6515,704.0,83.11,68.0,68.0,41301.0,487.0,9.75,七台河市,2015,10.0,2,6221.0,3646.0,3.13568298,17171.0,0.405171565,14829.27927,21046.2,5279.78
黑龙江省,省,齐齐哈尔市,地级市,,,129.27,24430.0,1240.0,3400.0,1270.0,4117.0,549.39,140.0,140.0,47011.0,1156.0,8.46,齐齐哈尔市,2015,45.0,2,42469.0,4365.0,1.3879081869999998,58653.0,0.306264796,89319.06497,20515.1,5374.57
黑龙江省,省,双鸭山市,地级市,,,64.99,29237.0,338.0,3578.0,433.3342,1601.0,147.43,58.0,57.0,42176.0,426.0,21.91,双鸭山市,2015,17.0,2,22619.0,1760.0,1.060364017,24294.0,0.218932696,33971.56758,21148.9,5407.64
黑龙江省,省,绥化市,地级市,,,157.43,23095.0,147.0,2553.0,1270.0,4350.0,548.5,35.0,27.0,35229.0,254.0,3.04,绥化市,2015,31.0,2,34873.0,2756.0,1.6958105119999998,59138.0,0.294665779,69905.33067000001,20690.6,5315.49
黑龙江省,省,伊春市,地级市,,,36.89,20414.0,385.0,5233.0,248.1966,972.0,121.19,171.0,161.0,35656.0,918.0,11.94,伊春市,2015,20.0,2,32800.0,19608.0,0.364433618,11968.0,0.123859387,28133.29737,20860.9,5459.54
湖北省,省,鄂州市,地级市,,,690.09,68921.0,380.0,520.0,730.01,2123.0,110.29,64.0,32.0,37215.0,509.0,4.62,鄂州市,2015,23.0,2,1594.0,1594.0,13.37240076,21222.0,1.391274604,11932.96228,19861.2,3362.55
湖北省,省,恩施土家族苗族自治州,自治州,,,,,,,,,,,,,,,恩施土家族苗族自治州,2015,,2,,,0.50342793,12116.0,0.17243425,22397.31231,19360.1,3342.15
湖北省,省,黄冈市,地级市,,,426.19,25262.0,248.0,593.0,1590.0,10200.0,744.42,47.0,52.0,39165.0,975.0,28.0,黄冈市,2015,52.0,2,17457.0,362.0,2.084528865,36325.0,0.368692648,34868.73846,19916.1,3407.34
湖北省,省,黄石市,地级市,,,584.77,50053.0,1267.0,1902.0,1230.0,3405.0,267.97,88.0,81.0,41655.0,1630.0,19.26,黄石市,2015,41.0,2,4583.0,237.0,6.424846626,29323.0,0.837979085,20595.011980000007,19888.8,3318.89
湖北省,省,荆门市,地级市,,,241.05,48000.0,557.0,800.0,1390.0,4116.0,299.09,58.0,58.0,39516.0,913.0,15.26,荆门市,2015,39.0,2,12404.0,2391.0,1.482828446,18307.0,0.354851058,23849.18472,19653.5,3439.89
湖北省,省,荆州市,地级市,,,451.45,27875.0,904.0,1988.0,1590.0,7095.0,643.19,82.0,82.0,39565.0,1014.0,10.36,荆州市,2015,67.0,2,14243.0,1576.0,2.265781439,31909.0,0.44043371,33409.97997,19651.6,3320.91
湖北省,省,潜江市,省直辖县,,,,,,,,,,,,,,,潜江市,2015,,2,,,4.71971972,9430.0,0.6300576520000001,6805.252703,19668.9,3359.0
湖北省,省,神农架林区,省直辖县,,,,,,,,,,,,,,,神农架林区,2015,,2,,,0.048397041,157.0,0.117346935,2080.209111,19450.2,3496.68
湖北省,省,十堰市,地级市,,,146.03,38431.0,1305.0,910.0,1300.0,3215.0,345.94,105.0,105.0,42676.0,919.0,7.79,十堰市,2015,60.0,2,23694.0,5053.0,0.8750791040000001,20742.0,0.218407659,28598.51721,19447.4,3592.51
湖北省,省,随州市,地级市,,,260.48,35900.0,338.0,547.0,785.26,3277.0,250.97,49.0,73.0,39056.0,493.0,9.38,随州市,2015,26.0,2,9636.0,1322.0,1.211600541,11635.0,0.291011397,15353.47029,19729.6,3525.42
湖北省,省,天门市,省直辖县,,,,,,,,,,,,,,,天门市,2015,,2,,,2.574045802,6744.0,0.489072618,6929.66993,19702.4,3393.55
湖北省,省,武汉市,地级市,,,967.44,104132.0,8301.0,16747.0,10900.0,11381.0,829.27,455.0,506.0,65720.0,,,武汉市,2015,213.0,2,8569.0,1738.0,18.67703238,160361.0,3.747623237,174122.0708,19820.6,3393.99
湖北省,省,仙桃市,省直辖县,,,,,,,,,,,,,,,仙桃市,2015,,2,,,2.56039604,6465.0,0.445291686,6061.310423,19728.6,3354.65
湖北省,省,咸宁市,地级市,,,307.66,41234.0,330.0,656.0,1030.0,5827.0,300.41,66.0,51.0,36853.0,554.0,9.01,咸宁市,2015,32.0,2,9751.0,1503.0,1.970545977,19201.0,0.378513012,19773.89826,19807.6,3282.64
湖北省,省,襄阳市,地级市,,,300.08,60319.0,1363.0,2172.0,3380.0,10260.0,591.58,188.0,163.0,48022.0,1705.0,7.59,襄阳市,2015,34.0,2,19728.0,3671.0,1.889041096,37233.0,0.364695311,39503.06673,19588.5,3534.71
湖北省,省,孝感市,地级市,,,590.35,29924.0,484.0,900.0,1460.0,6942.0,526.48,74.0,38.0,39315.0,1160.0,11.92,孝感市,2015,61.0,2,8910.0,1020.0,3.88465858,34589.0,0.576164601,27966.45355,19774.6,3447.56
湖北省,省,宜昌市,地级市,,,187.47,82360.0,1163.0,1857.0,3380.0,10187.0,398.18,165.0,158.0,43282.0,2004.0,15.62,宜昌市,2015,74.0,2,21230.0,4234.0,2.160620053,45857.0,0.384046872,44224.53353,19512.9,3402.9
湖南省,省,常德市,地级市,,89.1415,322.05,46408.0,775.0,1146.0,2710.0,9162.0,609.18,90.0,90.0,48655.0,1593.0,11.32,常德市,2015,53.0,2,18910.0,2510.0,1.711448534,31109.0,0.33198478600000003,32292.4921,19550.6,3242.5
湖南省,省,郴州市,地级市,,71.9943,268.65,42682.0,1804.0,1647.0,2010.0,8721.0,528.27,77.0,73.0,49086.0,910.0,11.84,郴州市,2015,57.0,2,19654.0,2246.0,1.895357864,36624.0,0.371775143,37271.57338,19714.2,2857.98
湖南省,省,衡阳市,地级市,,73.964,522.12,35538.0,1345.0,1400.0,2600.0,16955.0,799.27,159.0,113.0,44983.0,2257.0,22.49,衡阳市,2015,82.0,2,15303.0,697.0,2.056506402,31481.0,0.387125076,30961.10219,19656.6,2965.76
湖南省,省,怀化市,地级市,,77.4334,186.63,26060.0,351.0,800.0,1270.0,11717.0,518.03,64.0,71.0,49006.0,469.0,12.31,怀化市,2015,48.0,2,27756.0,666.0,0.74889244,20623.0,0.205829146,29834.11144,19408.2,3048.26
湖南省,省,娄底市,地级市,,81.4731,551.79,33444.0,567.0,1758.0,1290.0,6854.0,447.7,47.0,47.0,43986.0,493.0,10.06,娄底市,2015,53.0,2,8119.0,428.0,2.66724223,21626.0,0.45455513,19431.77727,19560.5,3069.69
湖南省,省,邵阳市,地级市,,79.4457,394.14,19156.0,417.0,1100.0,1390.0,15785.0,821.37,65.0,60.0,47249.0,1180.0,16.84,邵阳市,2015,56.0,2,20830.0,436.0,1.159642462,24131.0,0.257670032,28064.90458,19487.3,2978.0
湖南省,省,湘潭市,地级市,,54.2473,577.08,60430.0,1026.0,1400.0,1700.0,3041.0,289.29,80.0,80.0,51472.0,1499.0,17.21,湘潭市,2015,61.0,2,5008.0,658.0,6.037717023,30255.0,0.959502898,25381.73016,19658.1,3069.73
湖南省,省,湘西土家族苗族自治州,自治州,,29.5882,,18931.0,,,,,,,,,,,湘西土家族苗族自治州,2015,,2,,,0.674631878,10446.0,0.190210998,15666.15824,19375.6,3175.94
湖南省,省,益阳市,地级市,,66.0221,390.42,30776.0,772.0,867.0,1350.0,10690.0,480.82,75.0,69.0,48796.0,823.0,6.04,益阳市,2015,43.0,2,12320.0,1851.0,0.995453438,12261.0,0.248656655,16283.77834,19592.8,3162.56
湖南省,省,永州市,地级市,,68.4247,285.27,26222.0,614.0,700.0,1420.0,9081.0,635.28,62.0,62.0,44553.0,725.0,6.23,永州市,2015,51.0,2,22260.0,3181.0,0.921393659,20548.0,0.243859423,28191.612510000006,19573.2,2851.69
湖南省,省,岳阳市,地级市,,79.7562,379.59,51429.0,1363.0,2961.0,2890.0,10985.0,564.39,97.0,93.0,45757.0,1195.0,10.98,岳阳市,2015,68.0,2,14858.0,1413.0,2.437802582,36255.0,0.444226522,35238.26883,19719.6,3218.66
湖南省,省,张家界市,地级市,,29.6371,178.65,29425.0,374.0,1091.0,447.7004,6400.0,169.97,34.0,34.0,46340.0,396.0,7.55,张家界市,2015,15.0,2,9516.0,2735.0,0.7528880490000001,7169.0,0.204994333,10454.71101,19454.1,3252.88
湖南省,省,长沙市,地级市,,210.8041,575.49,115443.0,6102.0,7816.0,8510.0,8606.0,680.36,364.0,331.0,67266.0,4596.0,14.43,长沙市,2015,173.0,2,11816.0,1909.0,8.762601488,103609.0,1.6661518380000002,104296.1066,19711.3,3125.61
湖南省,省,株洲市,地级市,,77.2268,357.52,58661.0,1462.0,2796.0,2340.0,16110.0,402.92,138.0,125.0,57584.0,2124.0,22.03,株洲市,2015,81.0,2,11272.0,863.0,2.444769244,27599.0,0.465071274,27493.15346,19749.8,3003.07
吉林省,省,白城市,地级市,,20.9505,76.48,35571.0,234.0,1815.0,699.6822,1581.0,196.67,43.0,43.0,39493.0,326.0,6.56,白城市,2015,24.0,2,25759.0,2578.0,0.97005082,25005.0,0.25145067,42835.37592,20441.1,5093.88
吉林省,省,白山市,地级市,,9.4279,71.41,53136.0,338.0,1402.0,668.5521,1852.0,125.37,47.0,42.0,44532.0,426.0,7.51,白山市,2015,14.0,2,17505.0,2736.0,0.832539455,14507.0,0.197152389,21521.74623,20849.7,4789.62
吉林省,省,吉林市,地级市,,45.8834,153.73,56076.0,1300.0,5259.0,2390.0,4096.0,426.24,259.0,251.0,49234.0,1595.0,8.77,吉林市,2015,90.0,2,27711.0,3774.0,2.2086416630000003,61186.0,0.451099494,80263.23085,20780.4,4950.43
吉林省,省,辽源市,地级市,,10.2436,235.41,59855.0,395.0,1201.0,726.6404,1006.0,120.8,46.0,46.0,43872.0,531.0,11.39,辽源市,2015,11.0,2,5140.0,432.0,3.280872614,16844.0,0.59137953,19252.36059,20670.9,4842.06
吉林省,省,四平市,地级市,,31.5143,226.67,37714.0,337.0,3062.0,1230.0,3554.0,326.41,58.0,60.0,45948.0,678.0,11.61,四平市,2015,36.0,2,14382.0,1076.0,2.74338185,28084.0,0.526973279,34584.20235,20583.6,4904.39
吉林省,省,松原市,地级市,,33.1927,131.82,58841.0,546.0,2177.0,1640.0,3020.0,278.07,50.0,50.0,48170.0,928.0,16.31,松原市,2015,35.0,2,21089.0,1250.0,1.810283772,38340.0,0.372547639,51700.6712,20566.0,5052.08
吉林省,省,通化市,地级市,,16.7821,141.56,45171.0,398.0,1503.0,1000.0,2673.0,221.1,53.0,53.0,44405.0,414.0,9.4,通化市,2015,30.0,2,15612.0,746.0,1.545770568,24012.0,0.29382671,28562.3068,20740.8,4755.87
吉林省,省,延边朝鲜族自治州,自治州,,22.1863,,40118.0,,,,,,,,,,,延边朝鲜族自治州,2015,,2,,,0.850892795,36836.0,0.224704118,61987.55223,20976.1,4940.92
吉林省,省,长春市,地级市,,127.1058,366.13,73324.0,4852.0,15401.0,5530.0,8594.0,753.83,506.0,471.0,62519.0,7655.0,17.55,长春市,2015,132.0,2,20594.0,4789.0,6.045476595,149553.0,1.242112795,199438.5989,20664.0,5009.78
江苏省,省,常州市,地级市,,,848.58,112221.0,2858.0,3321.0,5270.0,5856.0,370.85,250.0,250.0,70850.0,4432.0,15.22,常州市,2015,128.0,2,4372.0,2838.0,27.00435081,117928.0,4.425050109,105763.1227,20320.8,3532.86
江苏省,省,淮安市,地级市,,,562.31,56460.0,868.0,1373.0,2750.0,7297.0,564.45,155.0,194.0,55232.0,2977.0,10.14,淮安市,2015,73.0,2,10030.0,3203.0,6.7691695670000005,68064.0,1.186513698,66584.77572,20242.2,3720.15
江苏省,省,连云港市,地级市,,,697.31,48416.0,1084.0,1814.0,2160.0,4700.0,530.56,206.0,232.0,56154.0,2388.0,10.82,连云港市,2015,88.0,2,7615.0,3012.0,11.50396301,87085.0,1.5705504819999998,67315.36421,20248.2,3853.32
江苏省,省,南京市,地级市,,,991.35,118171.0,8395.0,14239.0,9720.0,9166.0,653.4,755.0,735.0,81075.0,14248.0,21.81,南京市,2015,170.0,2,6587.0,6587.0,26.66474602,175854.0,4.886592482,176826.2356,20242.8,3560.66
江苏省,省,南通市,地级市,,,727.08,84236.0,1665.0,1468.0,6150.0,8859.0,766.77,205.0,237.0,66535.0,4882.0,22.91,南通市,2015,121.0,2,10549.0,2140.0,19.03924153,187765.0,2.79564641,151839.9435,20449.6,3606.72
江苏省,省,苏州市,地级市,,,770.47,136702.0,5007.0,5638.0,14500.0,34110.0,667.01,458.0,455.0,72291.0,8534.0,25.01,苏州市,2015,207.0,2,8657.0,4653.0,42.51605797,366701.0,9.206881302000001,433957.1433,20420.4,3514.08
江苏省,省,宿迁市,地级市,,,687.47,43853.0,967.0,766.0,2130.0,5967.0,586.28,85.0,84.0,52161.0,1942.0,11.16,宿迁市,2015,81.0,2,8524.0,2153.0,7.201197324,61347.0,1.074878283,51396.38,20197.2,3765.18
江苏省,省,泰州市,地级市,,,877.83,79479.0,908.0,1173.0,3690.0,7882.0,507.85,105.0,153.0,57874.0,2421.0,14.8,泰州市,2015,94.0,2,5787.0,1567.0,18.6603904,108025.0,2.400925935,76923.26604,20352.0,3641.43
江苏省,省,无锡市,地级市,,,1039.55,130938.0,3042.0,4040.0,8520.0,6247.0,480.9,329.0,287.0,76019.0,6586.0,26.5,无锡市,2015,140.0,2,4627.0,1644.0,37.74311339,176751.0,6.50746916,166682.3151,20363.6,3525.03
江苏省,省,徐州市,地级市,,,874.63,61511.0,2338.0,4319.0,5320.0,13347.0,1028.7,255.0,239.0,54310.0,4484.0,13.48,徐州市,2015,126.0,2,11765.0,3063.0,11.66343304,129849.0,1.67468203,105185.1036,20100.4,3822.42
江苏省,省,盐城市,地级市,,,489.04,58299.0,1035.0,1450.0,4210.0,8364.0,828.03,142.0,140.0,53445.0,2895.0,11.96,盐城市,2015,102.0,2,16931.0,5131.0,7.015910651,112444.0,1.159044093,103747.1958,20356.0,3747.6
江苏省,省,扬州市,地级市,,,699.44,89647.0,1742.0,2461.0,4020.0,4146.0,461.12,140.0,139.0,63891.0,2434.0,10.49,扬州市,2015,113.0,2,6591.0,2306.0,15.04595952,98867.0,2.218478493,80832.48236000001,20295.5,3655.45
江苏省,省,镇江市,地级市,,,708.33,110351.0,1349.0,1568.0,3500.0,3859.0,271.67,138.0,138.0,63367.0,2183.0,21.16,镇江市,2015,89.0,2,3840.0,1088.0,27.12023001,103762.0,3.554407013,74859.36611,20299.9,3575.02
江西省,省,抚州市,地级市,,22.4356,212.25,27735.0,320.0,409.0,1110.0,4656.0,399.28,59.0,59.0,49522.0,1152.0,9.74,抚州市,2015,44.0,2,18799.0,2125.0,1.123737105,21133.0,0.23972095,23709.60058,20037.4,3055.85
江西省,省,赣州市,地级市,,56.0669,244.14,23148.0,695.0,1088.0,1970.0,8454.0,960.63,141.0,129.0,50313.0,1735.0,11.23,赣州市,2015,89.0,2,39363.0,2334.0,1.212826507,47732.0,0.25948481,52912.84508,19928.9,2851.41
江西省,省,吉安市,地级市,,26.5947,208.88,27168.0,265.0,405.0,1330.0,4771.0,530.36,55.0,51.0,48312.0,834.0,14.34,吉安市,2015,48.0,2,25373.0,1382.0,0.922106179,23309.0,0.222548017,29456.45554,19879.8,2990.39
江西省,省,景德镇市,地级市,,15.644,317.43,47216.0,514.0,788.0,772.0557,1901.0,166.73,79.0,61.0,45814.0,808.0,17.58,景德镇市,2015,25.0,2,5261.0,430.0,2.375737955,12475.0,0.394118863,11065.6753,20109.8,3259.61
江西省,省,九江市,地级市,,37.5081,261.14,39505.0,554.0,1517.0,1900.0,9863.0,516.59,106.0,104.0,51065.0,1546.0,23.09,九江市,2015,67.0,2,19798.0,699.0,2.185047414,41706.0,0.379220927,38751.44889,19932.5,3253.39
江西省,省,南昌市,地级市,,73.8616,702.51,75879.0,3305.0,5453.0,4000.0,3914.0,520.38,307.0,268.0,57730.0,3158.0,10.51,南昌市,2015,149.0,2,7402.0,3095.0,8.102332685,58353.0,1.360769059,52049.4165,19991.0,3180.76
江西省,省,萍乡市,地级市,,14.2913,516.84,48133.0,404.0,770.0,912.3871,6361.0,198.34,51.0,71.0,48100.0,727.0,8.23,萍乡市,2015,29.0,2,3831.0,1070.0,2.693979058,10291.0,0.40640211,8170.308014,19786.9,3047.75
江西省,省,上饶市,地级市,,35.8546,339.61,24633.0,289.0,615.0,1650.0,8207.0,774.4,77.0,74.0,50414.0,1433.0,10.34,上饶市,2015,67.0,2,22791.0,370.0,1.282373626,29174.0,0.258065099,31255.03836,20133.0,3201.26
江西省,省,新余市,地级市,,12.446,390.18,81354.0,428.0,531.0,946.7964,1253.0,123.52,76.0,70.0,51639.0,1133.0,12.66,新余市,2015,29.0,2,3178.0,1789.0,3.473833544,11019.0,0.539352687,9003.953754,19879.6,3087.27
江西省,省,宜春市,地级市,,41.2858,319.78,29457.0,333.0,504.0,1620.0,4189.0,596.99,68.0,68.0,45330.0,833.0,7.35,宜春市,2015,68.0,2,18669.0,2539.0,1.769160682,33009.0,0.323125031,31952.86494,19889.8,3138.8
江西省,省,鹰潭市,地级市,,9.5527,356.74,55568.0,144.0,271.0,639.2614,1968.0,127.26,34.0,49.0,57623.0,375.0,15.8,鹰潭市,2015,20.0,2,3560.0,136.0,3.0857142860000004,10908.0,0.437788337,8219.476036,20100.1,3138.47
辽宁省,省,鞍山市,地级市,,42.6222,373.85,64710.0,1790.0,5375.0,2340.0,5929.0,346.05,171.0,171.0,43652.0,1705.0,11.36,鞍山市,2015,83.0,2,9255.0,792.0,6.365432365,58963.0,1.013346557,57620.91191,20199.6,3525.44
辽宁省,省,本溪市,地级市,,16.964000000000002,179.53,67656.0,715.0,2744.0,1160.0,2169.0,151.21,109.0,92.0,43822.0,1042.0,11.26,本溪市,2015,34.0,2,8411.0,1518.0,3.923525214,32989.0,0.6368215420000001,33187.95467,20639.1,4655.98
辽宁省,省,朝阳市,地级市,,28.6258,173.11,28852.0,289.0,1971.0,854.7329,3059.0,340.9,75.0,57.0,43950.0,422.0,6.91,朝阳市,2015,37.0,2,19698.0,1138.0,1.796302879,35371.0,0.347854494,42575.9987,20252.8,4636.65
辽宁省,省,大连市,地级市,,124.9954,472.4,110682.0,5304.0,11243.0,7730.0,7730.0,593.56,396.0,383.0,69390.0,4553.0,14.93,大连市,2015,136.0,2,12574.0,2567.0,8.702223188,120169.0,1.789544034,149353.5555,20462.5,4443.8
辽宁省,省,丹东市,地级市,,33.731,155.66,40850.0,931.0,3354.0,984.9006,5451.0,238.15,,,35790.0,,,丹东市,2015,37.0,2,15290.0,941.0,1.98336714,29334.0,0.39950894,36146.76988,20636.4,4576.71
辽宁省,省,抚顺市,地级市,,20.7098,191.63,58597.0,1188.0,4977.0,1220.0,2174.0,215.76,138.0,138.0,50225.0,1403.0,9.93,抚顺市,2015,42.0,2,11272.0,1416.0,3.480319149,39258.0,0.711845886,50092.59496,20635.5,4724.33
辽宁省,省,阜新市,地级市,,21.6548,182.52,29491.0,403.0,2771.0,525.5376,1169.0,189.47,77.0,160.0,45939.0,967.0,12.65,阜新市,2015,29.0,2,10355.0,490.0,1.928972868,19907.0,0.378855939,24564.26137,20404.1,4741.21
辽宁省,省,葫芦岛市,地级市,,25.1902,268.87,28176.0,1034.0,5248.0,720.1673,3215.0,280.1,92.0,81.0,47048.0,581.0,6.17,葫芦岛市,2015,41.0,2,10414.0,2347.0,3.627065823,38407.0,0.546665297,35455.61782,20279.4,4538.99
辽宁省,省,锦州市,地级市,,34.9596,301.58,43207.0,631.0,3904.0,1330.0,4531.0,302.56,88.0,107.0,47416.0,1120.0,11.52,锦州市,2015,52.0,2,10047.0,825.0,3.888249876,39213.0,0.705727843,44201.14627,20387.1,4646.25
辽宁省,省,辽阳市,地级市,,28.1843,373.85,55674.0,590.0,2611.0,1030.0,3137.0,178.96,105.0,105.0,50716.0,1376.0,15.78,辽阳市,2015,34.0,2,4788.0,1111.0,12.49056204,58893.0,1.639635705,47780.62408,20528.5,4633.68
辽宁省,省,盘锦市,地级市,,23.3768,319.8,87351.0,491.0,3238.0,1260.0,2534.0,129.54,75.0,86.0,41579.0,952.0,14.76,盘锦市,2015,44.0,2,4065.0,251.0,16.5915861,63496.0,2.398152213,56651.54972,20424.8,4606.54
辽宁省,省,沈阳市,地级市,,164.5135,567.65,87734.0,5381.0,17844.0,7270.0,15554.0,730.41,465.0,550.0,61827.0,9017.0,17.02,沈阳市,2015,142.0,2,12860.0,3471.0,11.74887335,151208.0,2.45785816,198253.297,20504.8,4733.78
辽宁省,省,铁岭市,地级市,,25.5722,231.04,27885.0,667.0,4163.0,740.9003,4857.0,300.38,50.0,43.0,42473.0,,,铁岭市,2015,35.0,2,12985.0,659.0,2.966864452,38501.0,0.44441619,36482.12506000001,20580.9,4807.97
