省,省代码,市,市代码,市类型,省类型,数量,2002y1_pr,2002stock,2003y1_pr,2003stock,2004y1_pr,2004stock,2005y1_pr,2005stock,2006y1_pr,2006stock,2007y1_pr,2007stock,2008y1_pr,2008stock,2009y1_pr,2009stock,2010y1_pr,2010stock,2011y1_pr,2011stock,2012y1_pr,2012stock,2013y1_pr,2013stock,2014y1_pr,2014stock,2015y1_pr,2015stock,2016y1_pr,2016stock,2017y1_pr,2017stock,2018y1_pr,2018stock,2019y1_pr,2019stock,2020y1_pr,2020stock,2002y1_corrected,2003y1_corrected,2004y1_corrected,2005y1_corrected,2006y1_corrected,2007y1_corrected,2008y1_corrected,2009y1_corrected,2010y1_corrected,2011y1_corrected,2012y1_corrected,2013y1_corrected,2014y1_corrected,2015y1_corrected,2016y1_corrected,2017y1_corrected,2018y1_corrected,2019y1_corrected,2020y1_corrected
安徽省,340000,安庆市,340800,地级市,省,1,7.835819299060238,3.3071,9.415174062132703,3.9349,10.560544635504293,3.5713,11.630394728858366,5.3089,12.267012820308244,7.4495,14.335124761039168,6.7627,16.667211020148823,8.2929,17.363528062395858,12.1714,22.929053883791234,14.6788,31.255221946531183,17.6857,30.629439093214717,21.1146,31.500965437834438,25.9399,38.2346598690353,30.9036,46.64846214224672,36.2055,52.401052318930205,40.0674,70.82341996497824,46.5712,79.10156024889037,100.6946,76.65175382740492,57.6154,81.07270378109992,61.6378,3.9521736996049617,5.077923331582459,5.470988250172097,6.1130206351627105,6.09197333090352,7.520729025449371,9.197722755987707,10.993882615974773,14.682479471707655,12.219360613582442,14.754138519225979,15.271438944741014,17.132711086185157,21.85394921770534,31.514763385890348,31.467382795132714,39.39128148955707,48.421104798591095,56.146445739378976
安徽省,340000,蚌埠市,340300,地级市,省,1,6.476277525797256,3.0923,8.117170640625957,3.8883,8.18683781542859,3.4589,9.365318313756397,3.9402,11.231445466928523,4.7024,12.340741176987214,5.2391,13.905942835467114,6.3487,14.290758922637847,7.9701,17.803291226528156,9.8706,30.4786124577287,11.7533,30.820154804457044,13.6161,33.1484767943351,16.4439,41.784720062850774,18.8037,53.440274755344284,22.4366,57.125260509346425,27.8173,77.5764881587459,33.208,79.77788692298941,79.4492,71.7262771734237,44.3532,74.52527939801459,49.9693,2.59263192634198,3.779919910075713,3.097281430096393,3.847944220060741,5.0564059775237995,5.5263454413974165,6.4364545713059975,7.921113476216762,9.556716814444577,11.44275112477996,14.944854230468305,16.91895030124168,20.682771280000633,28.6457618308029,36.23897157630657,38.220450988900375,40.06760816365612,43.495628144609874,49.59902135629365
安徽省,340000,亳州市,341600,地级市,省,1,6.063605153739512,2.0205,6.59641463856194,2.6669,7.434559190585596,3.6069,8.379839122530019,3.6069,9.343634296512562,9.5062,9.903196847169484,6.7047,11.987420929409002,8.1238,13.423266248682046,16.5988,16.335032258452195,19.9383,26.913649266110053,23.3301,27.173248771811377,26.0552,29.948862085381613,25.6057,32.356409495756175,29.8465,38.655695121446016,35.3242,34.423271313216226,42.8396,72.09367718976482,50.8451,91.51742901918483,97.2493,82.43773879448834,64.3974,74.43576266971479,70.6422,2.1799595542842356,2.259163908011696,2.3450028052534,2.8624650288343627,3.168594807107838,3.088801111579687,4.517932665247885,7.05362080226096,8.088457846368616,7.877787933161311,11.297948197822638,13.71933559228819,11.254460712906035,13.861182196904632,13.536982380176369,32.73764001991929,51.80715025985154,54.20708976567452,49.50950462799385
安徽省,340000,池州市,341700,地级市,省,1,1.82613129304006,1.0977,2.2047969085281145,1.2513,2.5952832878997807,1.3405,3.0063494896610052,2.0118,3.7654309202021903,2.2858,5.207703497126797,2.2395,6.595766012016592,2.6036,6.998141478731929,3.5441,9.413387808582275,4.2915,14.270326153472073,5.2369,12.950060665649106,6.2923,15.363644125971446,7.1196,15.82296005668657,8.731,20.41208794005766,10.5624,20.841053418054386,12.7543,33.346456433529674,14.9621,40.3593646102435,33.983000000000004,32.169113677895396,18.6944,35.01207533818652,20.333,-2.057514306415216,-2.13245382202213,-2.4942730974324157,-2.5110246040346507,-2.4096085692025335,-1.6066922384630002,-0.8737222521445238,0.6284960323108439,1.1668133964986964,-4.765535179476668,-2.9252399083396323,-0.8658823671219782,-5.27898872616357,-4.382424984483723,-0.04523551498547107,-6.009580736315854,0.6490858509102111,3.938464649081574,10.085817296465578
安徽省,340000,滁州市,341100,地级市,省,1,9.315317765567412,4.2285,9.730659275931377,4.6741,10.875639403430885,5.0567,10.6495466913428,5.3319,12.103145931512945,8.2243,13.546172478068485,7.7761,15.509054063128755,8.7584,16.595836909492732,11.5913,21.53782696708528,13.4594,37.46520092911763,15.6942,37.41122698580757,15.961,42.67899771281147,18.4207,52.14692391688625,20.8604,60.501069936875275,24.1417,70.72831899467492,29.5161,90.7781279219068,35.7338,102.81369557775473,97.8435,103.67235738825079,47.8837,106.6934496283294,53.2756,5.431672166112136,5.393408545381132,5.786083018098688,5.132172597647145,5.928106442108221,6.731776742478687,8.039565798967638,10.226191463071647,13.291252555001702,18.429339596168887,21.535926411818835,26.44947121971805,31.04497513403611,35.70655701233389,49.842030061635064,51.42209075206127,63.10341681842144,75.44170835943697,81.76719158660846
安徽省,340000,阜阳市,341200,地级市,省,1,9.106344385882773,4.8832,10.149514657447023,6.0527,11.134604554527398,7.01,11.040634412399305,9.513,13.614084991670838,14.2465,15.814747828322684,12.8124,17.974886917185927,14.8859,18.649408757620662,23.865,23.283503260569105,28.2858,41.46505099322338,33.5188,39.67356808439519,37.6374,42.48296944894958,43.084,56.90097107338211,48.4019,67.66632327977257,54.9953,69.23185001247562,62.8222,120.10361947340813,72.6618,120.12880265941642,141.8995,123.6984986792382,95.19,115.81200235635716,104.2034,5.222698786427497,5.812263926896779,6.045048169195201,5.523260318703649,7.439045502266114,9.000352092732886,10.50539865302481,12.279763311199577,15.036928848485527,22.429189660274638,23.798267510406454,26.25344295585616,35.799022290531965,42.87181035523119,48.34556107943576,80.74758230356261,80.41852390008313,95.46784965042437,90.88574431463621
安徽省,340000,合肥市,340100,地级市,省,1,18.398233366350556,6.6613,24.60798470724968,9.0081,26.92686547628555,10.7689,31.277068829165806,12.6353,36.67738083467557,15.6147,43.78114746716956,18.279,49.80303520791073,22.513,55.2900380710599,29.6625,70.29017454908997,38.606,108.51529762117258,55.04,108.36256322423937,66.5553,133.62655483482342,82.0675,162.91555371446483,97.5744,177.96725400149433,116.8809,187.06361973019574,142.9899,238.62844104228353,169.7353,260.159781727199,234.6325,245.20325799708598,217.5679,237.2425706816513,234.1024,14.51458776689528,20.270733976699436,21.837309090953354,25.75969473547015,30.502341345270843,36.96675173157976,42.33354694374962,48.92039262463881,62.04360013700639,89.47943628822384,92.48726265025063,117.39702834172999,141.8136049316147,153.17274107695295,166.1773307971559,199.272403872438,220.44950296786573,216.97260896827217,212.31631263993035
安徽省,340000,淮北市,340600,地级市,省,1,4.7899843063850005,1.5574,5.998070269891324,1.765,6.927311326009193,1.7528,7.5297267844973055,2.5834,8.916406578249916,3.7624,9.926187825412516,3.0056,11.230236670247002,3.5793,11.288534687083663,6.277,13.889300142521774,8.0759,21.982183431373624,9.9203,21.512268746818233,12.1237,22.523168499897338,13.4097,30.912397041618966,15.6716,37.590369934944185,17.8975,38.913053799309786,20.6599,48.62018415926004,24.2069,60.66598222526704,54.304,53.8228776210709,31.3456,59.208388749529924,34.6274,0.9063387069297244,1.6608195393410794,1.837754940676997,2.0123526908016496,2.741367088845192,3.1117920898227185,3.7607484060858862,4.918889240662578,5.642725730438196,2.946322098424883,5.636968172829494,6.293642006803914,9.810448258768826,12.795857010402802,18.02676486626993,9.264146989414513,20.955703465933745,25.59222859225708,34.28213070780898
安徽省,340000,淮南市,340400,地级市,省,1,7.019973081584747,3.0262,7.6529890446806705,3.4922,8.72567067514059,2.8988,9.788085894919078,3.7015,11.604104599281996,4.4207,12.80919199697242,4.9915,14.605204497479436,5.8869,14.545933507093,7.3733,18.10288232905179,8.978,30.519333895677516,10.3471,30.705526726028147,11.8885,32.2299715449546,14.2483,41.939827133595976,15.7088,49.7866031508884,17.8035,48.644833541240956,26.0907,66.43390716555099,29.6177,72.88341072377301,67.6639,65.47895151785676,37.1345,72.04694639100506,39.8891,3.136327482129471,3.315738314130426,3.6361142898083934,4.270711801223422,5.429065109877272,5.994796261382622,7.13571623331832,8.176288060671915,9.856307916968213,11.483472562728775,14.830226152039408,16.000445051861178,20.837878350745836,24.99209022634702,27.7585446082011,27.077869995705463,33.17313196443972,37.248302489042935,47.12068834928412
安徽省,340000,黄山市,341000,地级市,省,1,2.873236495142792,1.7779,3.692965962017471,2.1868,4.164978235575807,2.1754,5.210773042694158,2.3591,5.8248978370507976,5.4109,6.854977737256792,3.2837,7.389433862490144,3.8221,7.053474793675301,8.617,8.977679748285096,9.5638,16.359531770236558,10.7651,15.010384425080955,11.4868,15.816360183877912,11.7135,15.977417794220095,12.5581,20.076437500762907,14.6978,21.388864174643558,16.6571,31.937341640959826,18.4899,33.96758073179407,28.5397,31.424294990857224,21.4756,44.075517360161534,22.9096,-1.010409104312484,-0.6442847685327733,-0.924578149756389,-0.3066010510014978,-0.35014165235392625,0.040582001666995104,-0.08005440167097255,0.6838293472542158,0.7311053362015176,-2.6763295627121835,-0.864916148907783,-0.41316630921551223,-5.124530988630045,-4.718075423778476,0.5025752416037008,-7.418695528885703,-5.74269802753922,3.1936459620434015,19.149259318440592
