Unnamed: 0,stock,register,city,year,GDP,road_area,DMSP_sum,Built_area,baidu_index,POP,scale,stock_model_chose,register_model_chose,pr_stock,pr_stock_corrected
1502,,,昌吉回族自治州,2013,,,71658.0,,,,2,100.0,100.0,-12.670295715332033,12110.91918689575
1503,5.2611,,襄阳市（2010年前为襄樊市）,2003,503.31,1108.0,19232.0,80.0,,578.54,2,101111.0,100111.0,-11.48968505859375,20.443966493045583
1504,8.1441,,宜昌市,2003,491.3566,1003.0,20723.0,67.0,,396.89,2,101111.0,100111.0,-9.938033103942873,21.995618447696458
1505,10.92,,白银市,2011,375.8008,581.0,19628.0,56.0,0.0,179.4,2,111111.0,110111.0,-51171.90234375,-6524.185678220478
1506,71.5139,,楚雄彝族自治州,2017,,,27767.0,,,,2,100.0,100.0,-46.37985229492188,28215.4139273262
1507,11.1447,,铜仁市（2011年前为铜仁地区）,2013,,,17613.0,,1.0,,2,10100.0,10100.0,-43.25376510620117,17695.615234851837
1508,5.5053,,白山市,2009,356.6348,352.0,17032.0,40.0,,129.72,2,101111.0,100111.0,-12.685728073120115,3.9599909506903774
1509,13.2605,,贺州市,2016,518.19,444.0,11485.0,66.0,19.0,243.0,2,111111.0,110111.0,-54252.4296875,1779.3260044642884
1510,23.0512,,大理白族自治州,2006,,,27655.0,,,,2,100.0,100.0,-46.46586990356445,-4.159948544502257
1511,28.62,,黄冈市,2002,362.27,,17044.0,24.0,,724.0,2,101101.0,100101.0,-25.220462799072266,9.679572165994088
1512,3.3241,,松原市,2004,284.7227,277.0,20721.0,33.0,,280.78,2,101111.0,100111.0,-16.029186248779293,4.46443918652005
1513,79.6085,,常德市,2012,2040.0,1289.0,17804.0,82.0,16.0,629.0,2,111111.0,110111.0,-54749.625,-4668.083768801007
1514,4.011,,乐山市,2002,179.8019,,12497.0,68.0,,346.86,2,101101.0,100101.0,-19.444185256958008,12.18804317292713
1515,,,昌吉回族自治州,2012,,,72156.0,,,,2,100.0,100.0,-12.287818908691404,11972.893177502441
1516,15.3471,,延边朝鲜族自治州,2012,,,42510.0,,,,2,100.0,100.0,-35.05680084228516,45555.54345133463
1517,12.8028,,宜春市,2009,700.243,380.0,18323.0,35.0,,549.92,2,101111.0,100111.0,-15.316884994506836,5.10538418336348
1518,2.6737,,德宏傣族景颇族自治州,2004,,,10970.0,,,,2,100.0,100.0,-59.280433654785156,-16.101502516269683
1519,,,乌兰察布市（2003年前为乌兰察布盟）,2019,808.0,1088.0,53486.0,75.0,42.0,269.0,2,111111.0,110111.0,-53038.65234375,-13871.912334899906
1520,,,承德市,2016,1440.0,748.0,38808.0,117.0,59.0,383.0,2,111111.0,110111.0,-57114.296875,1695.337656249998
1521,7.2354,,九江市,2009,831.3636,944.0,18776.0,89.0,,491.03,2,101111.0,100111.0,-6.296051502227782,14.126217675642533
1522,2.1406,,鸡西市,2002,149.1194,,22149.0,73.0,,196.03,2,101101.0,100101.0,-14.690998077392578,3.938601367657
1523,6.6059,,商洛市,2013,510.88,185.0,19272.0,25.0,4.0,250.6,2,111111.0,110111.0,-52667.5703125,-2029.5759843749984
1524,22.0995,,吉安市,2014,1240.0,804.0,24884.0,53.0,22.0,526.7,2,111111.0,110111.0,-54962.96484375,167.92936079546052
1525,9.26,,定西市,2011,186.942,187.0,19330.0,23.0,1.0,302.3,2,111111.0,110111.0,-52683.5390625,-8035.822396970478
1526,7.4806,,红河哈尼族彝族自治州,2004,,,31729.0,,,,2,100.0,100.0,-43.33692169189453,-0.15799055337905799
1527,5.9322,,红河哈尼族彝族自治州,2003,,,31749.0,,,,2,100.0,100.0,-43.32155990600586,-0.5650305247306804
1528,6.1523,,上饶市,2005,388.1089,301.0,22448.0,23.0,,676.0,2,101111.0,100111.0,-21.39661979675293,-0.7377917671203598
1529,1.49,,双鸭山市,2002,100.5654,,22614.0,59.0,,150.93,2,101101.0,100101.0,-15.606390953063965,3.0232084919856135
1530,51.9957,,西双版纳傣族自治州,2019,,,18839.0,,,,2,100.0,100.0,-53.23681259155274,27758.16026114464
1531,,,恩施土家族苗族自治州,2017,,,23805.0,,,,2,100.0,100.0,-49.42278289794922,40942.79137794046
