省,省代码,市,市代码,市类型,省类型,数量,2002y1_pr,2002register,2003y1_pr,2003register,2004y1_pr,2004register,2005y1_pr,2005register,2006y1_pr,2006register,2007y1_pr,2007register,2008y1_pr,2008register,2009y1_pr,2009register,2010y1_pr,2010register,2011y1_pr,2011register,2012y1_pr,2012register,2013y1_pr,2013register,2014y1_pr,2014register,2015y1_pr,2015register,2016y1_pr,2016register,2017y1_pr,2017register,2018y1_pr,2018register,2019y1_pr,2019register,2020y1_pr,2020register,2002y1_corrected,2003y1_corrected,2004y1_corrected,2005y1_corrected,2006y1_corrected,2007y1_corrected,2008y1_corrected,2009y1_corrected,2010y1_corrected,2011y1_corrected,2012y1_corrected,2013y1_corrected,2014y1_corrected,2015y1_corrected,2016y1_corrected,2017y1_corrected,2018y1_corrected,2019y1_corrected,2020y1_corrected
安徽省,340000,安庆市,340800,地级市,省,1,1.799511323981608,,1.942683977090249,,2.098708961542606,,2.165667218608954,,2.3402938322947118,,2.5852729210428866,,2.8818445342102104,,2.8811458216585533,,3.627590260208616,,6.458127128657669,,6.562108926655611,,6.683385294957694,,7.091569468929037,,7.492872008770772,,7.237032169191087,,8.725474099086128,,9.302269737495596,,9.530113602037083,,8.300471682579236,,0.6581290632483519,0.8465539712928707,1.0873371425451395,1.033255886857964,1.2576258938393874,1.5091853425008672,1.856952472330105,2.881065732479839,3.973267917807759,4.162816916304991,4.707825741423274,5.383486597840966,5.68966856497304,6.307656820381586,7.64390133743108,7.963760596108757,7.219573050138237,6.967226723516073,6.038445797671053
安徽省,340000,蚌埠市,340300,地级市,省,1,1.0107555071830938,,1.0390848601871483,,1.203841846601633,,1.2857407459082784,,1.3688999866704945,,1.489721346264517,,1.6462568045951875,,1.6839913224784873,,2.125203846521932,,3.995779400866708,,4.0374479871093945,,4.219759547443985,,4.8230029994324815,,5.583437610462756,,5.9315034193284575,,6.865854726982692,,7.648819477397707,,7.338922720008266,,6.58932930754067,,0.36966012175109886,0.4527969681508642,0.623708183243258,0.6134364427126512,0.7356187695564591,0.8696434337331505,1.0607861066388475,1.6839445114212455,2.327717205223072,2.5756225841296336,2.8965690414191956,3.3990287806562782,3.869564935501624,4.700254893395431,6.264975180433617,6.266481650444481,5.93631581567746,5.365302097315113,4.793620096325151
安徽省,340000,亳州市,341600,地级市,省,1,1.3259911942360227,,1.4202801385475534,,1.5446941741220408,,1.6790366668822343,,1.7923586552827198,,1.9935098026299605,,2.1376898467020515,,2.0811836944108024,,2.5431395241254378,,5.594317688651119,,5.724996870892174,,6.054674059269033,,6.1772739421230805,,6.619081807419732,,6.835499529886164,,9.33256947300275,,10.705624388138832,,10.663950242663537,,6.7786023662509205,,0.4849501811454209,0.6189085851403838,0.8003031292921299,0.8010808426147684,0.963176770722196,1.1637362344890412,1.3774471172145415,2.0811258423258487,2.785478501404786,3.606017634146757,4.1072600195452935,4.877057840277712,4.956116064252925,5.572081901087232,7.21979435450631,8.517857962277487,8.308728890753299,7.796146217296896,4.9313128865288665
安徽省,340000,池州市,341700,地级市,省,1,0.40539037930119737,,0.4600670058497634,,0.5113171409499149,,0.5626744089624731,,0.5765698779032804,,0.6324872323858102,,0.7170731326706294,,0.773885466866085,,1.007162847019922,,1.7868320609892785,,1.7224591997238934,,1.937157472192384,,1.9641473285833029,,2.2881458630878515,,2.3498548624842988,,3.199311298265347,,3.686683655307707,,3.332326605287154,,2.95205359262577,,0.14826202370823086,0.20048116701219096,0.26491244339385445,0.2684561323406999,0.30983682392906764,0.3692223179479819,0.46205501745400185,0.7738639546430679,1.103136666775053,1.151766538796571,1.2357365367819733,1.5603860662235238,1.5758637578578052,1.926209181531415,2.4819647482816634,2.9200188966785934,2.861267487757286,2.436180295991178,2.147566583270571
安徽省,340000,滁州市,341100,地级市,省,1,1.6955704438477364,,1.8616474685670068,,2.0002875684937624,,1.9340398049074299,,2.1001040731472167,,2.286572829896332,,2.544977721231623,,2.5864698009401272,,3.130709879025715,,5.549627734488856,,5.471649544807872,,5.8758373340959755,,6.4229227653159935,,6.97176792889988,,7.717906732643035,,9.456872743284936,,10.203287119274428,,11.433789686575905,,10.543307861910957,,0.6201151240393684,0.8112410851420253,1.0363452050044615,0.9227447304308417,1.1285528448185513,1.3348154352880515,1.63988813947636,2.5863979030720743,3.42903917753416,3.5772111251590295,3.925502130947077,4.733004329866262,5.153203661500197,5.868980475759822,8.151810882776902,8.631309847481573,7.91886053488794,8.358956501667116,7.670069302920082
安徽省,340000,阜阳市,341200,地级市,省,1,2.2856510184119005,,2.4088453341753144,,2.5730811629826182,,2.5994841852712582,,3.0001657299800355,,3.2554358869068687,,3.473520280635996,,3.548466683628405,,4.1248979658515825,,9.407559082943408,,9.412475984393936,,9.671362345685797,,10.37290669977929,,11.107022543483462,,11.358424598746712,,13.582468112018475,,15.223576911861766,,16.551092897495582,,11.811215903791563,,0.8359232551711576,1.049690844174642,1.3331084826729778,1.240233178092305,1.6122275142403135,1.9004013402148867,2.2382061198119017,3.5483680444757972,4.51796470282894,6.063978814823263,6.7527523887723655,7.790310938701137,8.322332797516172,9.350124547506974,11.997000282945349,12.396750379412103,11.815151430899467,12.100088367695784,8.592449895265919
安徽省,340000,合肥市,340100,地级市,省,1,1.9220345006163213,,1.9832782479502848,,2.1830244138956627,,2.6766934665720505,,3.2165951900833507,,3.841126730590768,,4.69961504750682,,5.3072832771723855,,7.125027812798357,,11.399751015240238,,11.714602554393926,,13.53690311468472,,15.669711561754447,,16.8048524579702,,17.639919747929667,,20.62538129837025,,23.46363856451945,,24.02022038373623,,24.64546485755129,,0.7029390415964738,0.8642435397525714,1.1310208188975703,1.277070298652018,1.728532266002498,2.242305682046673,3.028255576548385,5.307135746993358,7.803980712102712,7.348117406566239,8.404357207801791,10.90401544695593,12.572035807550662,14.146677281814599,18.631643883993938,18.82483369939554,18.210335479284318,17.560579899754835,17.929138173324475
安徽省,340000,淮北市,340600,地级市,省,1,0.6243558837085197,,0.6720384184151214,,0.7767009508393052,,0.9188832442949749,,0.938745436754358,,1.0682848754306176,,1.2150776011688669,,1.2158794702500109,,1.5642351786859143,,2.568291323910815,,2.5551115146621117,,2.6628484587678893,,3.283472787722282,,3.614250368117285,,3.6988660577878982,,4.470388212910282,,5.236472711372277,,4.896926696177047,,4.774537088040763,,0.22834352160091473,0.2928509210349406,0.402407293232763,0.43840600870930224,0.5044625391454582,0.623624632622881,0.7829504085937191,1.215845671617725,1.713293124516662,1.655484067777633,1.8331027258738157,2.144932299604784,2.6343776206523133,3.0425517689793877,3.906817953147722,4.080133766371809,4.064072353484094,3.5800201304432715,3.473390973143545
安徽省,340000,淮南市,340400,地级市,省,1,0.6554352970465552,,0.7609148115409727,,0.8979894459874909,,1.0517879931296017,,1.2477592434073683,,1.3415601979815177,,1.5576095484917916,,1.5581004497386748,,2.031264762122201,,3.3475374351763847,,3.2780219803137083,,3.320899726320489,,3.9858597502684834,,4.484328079027722,,5.332469189960153,,6.6346620021128775,,7.000877606655107,,6.693601304952367,,5.744889898166179,,0.23971008813143949,0.33158015566195814,0.4652466331101187,0.5018158497711083,0.6705202193554896,0.7831525137622718,1.0036651414263382,1.5580571381560273,2.2248265468243416,2.1577750306709937,2.3517372893926183,2.674994539505035,3.1979128209708887,3.7750014359511535,5.632262980185488,6.055471510305726,5.433442452500955,4.893523816805045,4.179305416639291
安徽省,340000,黄山市,341000,地级市,省,1,0.4702400143998833,,0.5717637972957021,,0.6131495225069135,,0.6690129456692135,,0.7541634786886469,,0.8323714478044761,,0.9029729458411896,,0.85038905562289,,1.0257697472250766,,1.8247375949747602,,1.7365036649515904,,1.8084804391949325,,1.747556681136151,,1.9953717905547623,,2.057786433179326,,2.7585926567847503,,2.879214419278183,,2.8210050092410985,,2.9270791529697675,,0.1719792568429815,0.24915473589644094,0.31767160762754915,0.3191910366269992,0.4052719816198673,0.4859072240759768,0.5818418808933173,0.8503654167773513,1.123516642001566,1.1761999070088711,1.2458123974027713,1.4567363360314978,1.4020899545204004,1.6797458263209484,2.1734761019426467,2.5177739629206264,2.2345835385963,2.062365918005015,2.1293981217713904
