,stock,register,city,year,GDP,road_area,DMSP_sum,Built_area,baidu_index,POP,scale,stock_model_chose,register_model_chose,pr_stock
73,1.2589,,和田地区,2003,,,8339.0,,,,2,100.0,100.0,6.301361756628621
74,,,玉树藏族自治州,2020,,,6913.0,,,,2,100.0,100.0,5.205940341908102
75,,,海北藏族自治州,2004,,,1166.0,,,,2,100.0,100.0,0.7912230414881725
76,0.8867,,阿拉善盟,2004,,,8433.0,,,,2,100.0,100.0,6.3735704613857935
77,2.9001,,甘孜藏族自治州,2008,,,5298.0,,,,2,100.0,100.0,3.965333339963055
78,,,果洛藏族自治州,2019,,,2657.0,,,,2,100.0,100.0,1.936576007370566
79,,,海南藏族自治州,2003,,,1575.0,,,,2,100.0,100.0,1.1054077249528935
80,,,海南藏族自治州,2004,,,1582.0,,,,2,100.0,100.0,1.1107849689241722
81,,,克孜勒苏柯尔克孜自治州,2006,,,2542.0,,,,2,100.0,100.0,1.8482355706995564
82,1.7904,,海西蒙古族藏族自治州,2005,,,11292.0,,,,2,100.0,100.0,8.56979053479811
83,4.2562,,阿拉善盟,2005,,,9212.0,,,,2,100.0,100.0,6.97198089761811
84,,,克孜勒苏柯尔克孜自治州,2007,,,2704.0,,,,2,100.0,100.0,1.9726803597491522
85,,,和田地区,2004,,,9599.0,,,,2,100.0,100.0,7.269265671458812
86,0.3347,,海北藏族自治州,2005,,,1343.0,,,,2,100.0,100.0,0.927190496190509
87,3.0472,,甘孜藏族自治州,2009,,,5938.0,,,,2,100.0,100.0,4.456967074479977
88,,,克孜勒苏柯尔克孜自治州,2009,,,2846.0,,,,2,100.0,100.0,2.0817615945950947
89,0.6078,,甘南藏族自治州,2002,,,1512.0,,,,2,100.0,100.0,1.0570125292113839
90,0.8095,,海南藏族自治州,2005,,,1805.0,,,,2,100.0,100.0,1.2820885982949126
91,,,大兴安岭地区,2016,,,2744.0,,,,2,100.0,100.0,2.00340746815646
92,1.9624,,海西蒙古族藏族自治州,2006,,,12587.0,,,,2,100.0,100.0,9.564580669484695
93,,,神农架林区,2016,,,136.0,,,,2,100.0,100.0,0.0
94,0.5474,,阿坝藏族羌族自治州,2002,,,3504.0,,,,2,100.0,100.0,2.587222527895306
95,0.5969,,阿勒泰地区,2002,,,4972.0,,,,2,100.0,100.0,3.7149074064434973
96,,,大兴安岭地区,2015,,,2840.0,,,,2,100.0,100.0,2.077152528333998
97,5.1567,,巴音郭楞蒙古自治州,2002,,,20340.0,,,,2,100.0,100.0,15.520262456531105
98,,,克孜勒苏柯尔克孜自治州,2008,,,3030.0,,,,2,100.0,100.0,2.22310629326871
99,3.1195,,锡林郭勒盟,2002,,,8840.0,,,,2,100.0,100.0,6.686218789430149
100,,,海北藏族自治州,2016,,,1529.0,,,,2,100.0,100.0,1.0700715502844897
101,0.6385,,海北藏族自治州,2007,,,1534.0,,,,2,100.0,100.0,1.073912438835403
102,4.9532,,海西蒙古族藏族自治州,2007,,,13452.0,,,,2,100.0,100.0,10.229054388792724
103,,,海西蒙古族藏族自治州,2008,,,13478.0,,,,2,100.0,100.0,10.249027009257473
104,1.9158,,阿拉善盟,2006,,,10891.0,,,,2,100.0,100.0,8.261751273014848
105,5.1868,,巴音郭楞蒙古自治州,2003,,,21829.0,,,,2,100.0,100.0,16.664079066993132
106,,,巴音郭楞蒙古自治州,2004,,,22165.0,,,,2,100.0,100.0,16.922186777614517
107,4.2945,,海西蒙古族藏族自治州,2009,,,14551.0,,,,2,100.0,100.0,11.073281692283501
108,,,神农架林区,2015,,,157.0,,,,2,100.0,100.0,0.016131731913836527
109,,,和田地区,2005,,,12012.0,,,,2,100.0,100.0,9.122878486129647
110,,,和田地区,2006,,,12028.0,,,,2,100.0,100.0,9.13516932949257
111,0.2277,,黄南藏族自治州,2002,,,886.0,,,,2,100.0,100.0,0.5761332826370189
112,1.5183,,阿拉善盟,2007,,,11870.0,,,,2,100.0,100.0,9.013797251283703
113,0.1611,,海北藏族自治州,2006,,,1709.0,,,,2,100.0,100.0,1.2083435381173742
114,,,巴音郭楞蒙古自治州,2005,,,23544.0,,,,2,100.0,100.0,17.98150383995645
115,,,海北藏族自治州,2008,,,1744.0,,,,2,100.0,100.0,1.2352297579737683
116,,,阿勒泰地区,2004,,,5945.0,,,,2,100.0,100.0,4.462344318451256
117,4.9566,,甘孜藏族自治州,2010,,,7656.0,,,,2,100.0,100.0,5.776696380573842
118,1.8786,,阿拉善盟,2008,,,12333.0,,,,2,100.0,100.0,9.36946353109829
119,,,神农架林区,2014,,,169.0,,,,2,100.0,100.0,0.025349864436028827
120,0.782,,阿勒泰地区,2003,,,6226.0,,,,2,100.0,100.0,4.678202255012593
121,,,海北藏族自治州,2014,,,1838.0,,,,2,100.0,100.0,1.3074384627309414
122,,,克孜勒苏柯尔克孜自治州,2010,,,3760.0,,,,2,100.0,100.0,2.783876021702075
123,0.93,,海南藏族自治州,2006,,,2360.0,,,,2,100.0,100.0,1.7084272274463066
124,3.7103,,阿拉善盟,2009,,,13104.0,,,,2,100.0,100.0,9.961728545649148
125,0.7176,,阿坝藏族羌族自治州,2003,,,4553.0,,,,2,100.0,100.0,3.3930409458769493
126,8.3,,甘孜藏族自治州,2016,,,8491.0,,,,2,100.0,100.0,6.418124768576389
127,,,和田地区,2007,,,14122.0,,,,2,100.0,100.0,10.743733454615127
128,,,海北藏族自治州,2015,,,1971.0,,,,2,100.0,100.0,1.4096060981852394
129,3.4,,锡林郭勒盟,2003,,,11523.0,,,,2,100.0,100.0,8.747239585850311
130,,,神农架林区,2002,,,188.0,,,,2,100.0,100.0,0.03994524092949997
131,,,黄南藏族自治州,2003,,,1049.0,,,,2,100.0,100.0,0.7013462493967976
132,,,阿勒泰地区,2005,,,6907.0,,,,2,100.0,100.0,5.201331275647005
133,,,阿拉善盟,2015,,,14169.0,,,,2,100.0,100.0,10.779837806993713
134,,,巴音郭楞蒙古自治州,2006,,,27964.0,,,,2,100.0,100.0,21.376849318963945
135,,,大兴安岭地区,2018,,,3929.0,,,,2,100.0,100.0,2.91369805472295
136,2.4347,,锡林郭勒盟,2004,,,11891.0,,,,2,100.0,100.0,9.029928983197543
137,,,海南藏族自治州,2015,,,2605.0,,110.0,,2,10100.0,10100.0,64.76300553896667
138,,,阿拉善盟,2014,,,14356.0,,,,2,100.0,100.0,10.923487038797877
139,1.8132,,阿坝藏族羌族自治州,2004,,,5016.0,,,,2,100.0,100.0,3.748707225691536
140,,,阿拉善盟,2016,,,14483.0,,,,2,100.0,100.0,11.021045607991079
141,1.2547,,海南藏族自治州,2007,,,2639.0,,,,2,100.0,100.0,1.9227488085872773
142,0.2454,,黄南藏族自治州,2005,,,1100.0,,,,2,100.0,100.0,0.7405233126161148
143,6.5087,,甘孜藏族自治州,2011,,,9159.0,,,,2,100.0,100.0,6.931267478978428
144,,,和田地区,2008,,,15139.0,,,,2,100.0,100.0,11.524970185870925
145,,,克孜勒苏柯尔克孜自治州,2011,,,4274.0,,,,2,100.0,100.0,3.1787193647359784
146,,,海南藏族自治州,2016,,,2673.0,,118.0,,2,10100.0,10100.0,69.39703112793083
147,1.4018,,甘南藏族自治州,2003,,,2255.0,,,,2,100.0,100.0,1.6277685678771239
148,0.6312,,海北藏族自治州,2009,,,2116.0,,,,2,100.0,100.0,1.5209918661617297
149,,,和田地区,2009,,,15254.0,,,,2,100.0,100.0,11.613310622541933
150,,,黄南藏族自治州,2004,,,1119.0,,,,2,100.0,100.0,0.755118689109586
151,,,海西蒙古族藏族自治州,2010,,,18827.0,,,,2,100.0,100.0,14.358009581024692
152,1.8003,,酒泉市,2002,95.0705,,10574.0,22.0,,96.2,2,1101.0,101101.0,3.691618496347842
153,2.0105,,阿坝藏族羌族自治州,2005,,,5250.0,,,,2,100.0,100.0,3.9284608098742857
154,,,巴音郭楞蒙古自治州,2009,,,29831.0,,,,2,100.0,100.0,22.81103710387503
155,,,巴音郭楞蒙古自治州,2007,,,29979.0,,,,2,100.0,100.0,22.92472740498207
156,,,海北藏族自治州,2017,,,2205.0,,,,2,100.0,100.0,1.5893596823679892
157,8.0,,甘孜藏族自治州,2015,,,9613.0,,,,2,100.0,100.0,7.28002015940137
158,,,海北藏族自治州,2018,,,2209.0,,,,2,100.0,100.0,1.59243239320872
159,,,大兴安岭地区,2017,,,4248.0,,,,2,100.0,100.0,3.1587467442712285
160,5.5322,,阿坝藏族羌族自治州,2008,,,5346.0,,,,2,100.0,100.0,4.002205870051824
161,0.3929,,神农架林区,2009,,,210.0,,,,2,100.0,100.0,0.05684515055351919
162,1.1366,,甘南藏族自治州,2005,,,2394.0,,,,2,100.0,100.0,1.734545269592518
163,7.4,,甘孜藏族自治州,2014,,,9811.0,,,,2,100.0,100.0,7.432119346017543
164,0.7421,,海南藏族自治州,2009,,,2859.0,,,,2,100.0,100.0,2.0917479048274696
165,10.9005,,阿坝藏族羌族自治州,2009,,,5466.0,,,,2,100.0,100.0,4.094387195273748
166,,,海南藏族自治州,2014,,,2879.0,,84.0,,2,10100.0,10100.0,50.039678617923855
167,,,大兴安岭地区,2014,,,4386.0,,,,2,100.0,100.0,3.26475526827644
168,1.4218,,甘南藏族自治州,2004,,,2442.0,,,,2,100.0,100.0,1.7714177996812872
169,2.4309,,迪庆藏族自治州,2002,,,1579.0,,,,2,100.0,100.0,1.1084804357936242
170,,,巴音郭楞蒙古自治州,2008,,,32350.0,,,,2,100.0,100.0,24.746076755825232
171,,,果洛藏族自治州,2020,,,5106.0,,,,2,100.0,100.0,3.817843219607978
172,2.3857,,阿坝藏族羌族自治州,2006,,,5718.0,,,,2,100.0,100.0,4.287967978239785
173,,,海南藏族自治州,2008,,,3007.0,,,,2,100.0,100.0,2.2054382059345077
174,7.5511,,阿坝藏族羌族自治州,2007,,,5727.0,,,,2,100.0,100.0,4.294881577631429
175,2.4817,,甘孜藏族自治州,2012,,,10409.0,,,,2,100.0,100.0,7.891489616706792
176,,,海西蒙古族藏族自治州,2011,,,21023.0,,,,2,100.0,100.0,16.044927832585884
177,0.3619,,神农架林区,2008,,,227.0,,,,2,100.0,100.0,0.06990417162662496
178,6.95,,阿拉善盟,2011,,,16884.0,,,,2,100.0,100.0,12.865440290139722
179,,,阿勒泰地区,2006,,,8247.0,,,,2,100.0,100.0,6.230689407291813
180,3.7991,,阿拉善盟,2010,,,17098.0,,,,2,100.0,100.0,13.029830320118817
181,,,神农架林区,2005,,,234.0,,,,2,100.0,100.0,0.07528141559790379
182,0.6656,,黄南藏族自治州,2007,,,1313.0,,,,2,100.0,100.0,0.9041451648850283
183,1.3324,,甘南藏族自治州,2006,,,2677.0,,,,2,100.0,100.0,1.9519395615742197
184,0.515,,黄南藏族自治州,2009,,,1317.0,,,,2,100.0,100.0,0.907217875725759
185,0.2651,,黄南藏族自治州,2006,,,1318.0,,,,2,100.0,100.0,0.9079860534359416
186,5.3088,,阿克苏地区,2002,,,9418.0,,,,2,100.0,100.0,7.130225505915745
187,,,神农架林区,2003,,,241.0,,,,2,100.0,100.0,0.08065865956918264
188,,,神农架林区,2007,,,241.0,,,,2,100.0,100.0,0.08065865956918264
189,,,神农架林区,2019,,,241.0,,,,2,100.0,100.0,0.08065865956918264
190,,,海北藏族自治州,2019,,,2564.0,,,,2,100.0,100.0,1.8651354803235756
191,,,阿勒泰地区,2007,,,8778.0,,,,2,100.0,100.0,6.638591771398822
192,,,神农架林区,2018,,,244.0,,,,2,100.0,100.0,0.08296319269973071
193,2.5895,,酒泉市,2003,106.6855,302.0,12764.0,22.0,,91.84,2,1111.0,101111.0,4.636691305347088
194,1.8093,,甘南藏族自治州,2008,,,2834.0,,,,2,100.0,100.0,2.0725434620729026
195,1.6119999999999999,,甘南藏族自治州,2007,,,2869.0,,,,2,100.0,100.0,2.0994296819292964
196,,,海北藏族自治州,2011,,,2695.0,,,,2,100.0,100.0,1.9657667603575082
197,,,神农架林区,2004,,,257.0,,,,2,100.0,100.0,0.0929495029321057
198,6.6723,,甘孜藏族自治州,2013,,,11965.0,,,,2,100.0,100.0,9.08677413375106
199,5.8,,锡林郭勒盟,2005,,,16003.0,,,,2,100.0,100.0,12.18867572746877
200,,,海北藏族自治州,2010,,,2764.0,,,,2,100.0,100.0,2.018771022360114
201,2.38,,酒泉市,2004,122.2504,303.0,13608.0,22.0,,92.53,2,1111.0,101111.0,5.023708118335929
202,,,克孜勒苏柯尔克孜自治州,2014,,,5775.0,,,,2,100.0,100.0,4.331754107720199
203,,,神农架林区,2020,,,268.0,,,,2,100.0,100.0,0.10139945774411531
204,,,海西蒙古族藏族自治州,2016,,,25011.0,,,,2,100.0,100.0,19.108420540794455
205,6.97,,阿拉善盟,2012,,,20028.0,,,,2,100.0,100.0,15.280591010954105
206,0.2666,,神农架林区,2006,,,274.0,,,,2,100.0,100.0,0.10600852400521146
207,5.6424,,阿拉善盟,2013,,,20317.0,,,,2,100.0,100.0,15.502594369196903
208,,,海南藏族自治州,2010,,,3742.0,,,,2,100.0,100.0,2.7700488229187865
209,,,黄南藏族自治州,2008,,,1560.0,,,,2,100.0,100.0,1.093885059300153
210,1.6596,,迪庆藏族自治州,2004,,,2008.0,,,,2,100.0,100.0,1.438028673461999
211,2.2543,,甘南藏族自治州,2009,,,3192.0,,,,2,100.0,100.0,2.347551082318306
212,,,海西蒙古族藏族自治州,2014,,,26327.0,,,,2,100.0,100.0,20.119342407394882
213,,,神农架林区,2017,,,284.0,,,,2,100.0,100.0,0.11369030110703839
214,,,海西蒙古族藏族自治州,2012,,,26383.0,,,,2,100.0,100.0,20.16236035916511
215,,,巴音郭楞蒙古自治州,2010,,,41643.0,,,,2,100.0,100.0,31.88475221655299
216,,,海西蒙古族藏族自治州,2015,,,26664.0,,,,2,100.0,100.0,20.378218295726448
217,2.7139,,酒泉市,2005,146.0284,381.0,15012.0,29.0,,90.26,2,1111.0,101111.0,5.8974996659200976
218,1.5124,,迪庆藏族自治州,2003,,,2076.0,,,,2,100.0,100.0,1.490264757754422
219,8.3648,,锡林郭勒盟,2006,,,17924.0,,,,2,100.0,100.0,13.664345108729721
220,,,克孜勒苏柯尔克孜自治州,2015,,,6296.0,,,,2,100.0,100.0,4.7319746947253805
221,3.5388,,阿克苏地区,2003,,,11567.0,,,,2,100.0,100.0,8.78103940509835
222,,,海北藏族自治州,2012,,,3138.0,,,,2,100.0,100.0,2.3060694859684405
223,,,海南藏族自治州,2011,,,3994.0,,46.0,,2,10100.0,10100.0,29.007803489666202
224,,,和田地区,2010,,,22782.0,,,,2,100.0,100.0,17.396152424797236
225,8.4008,,阿坝藏族羌族自治州,2011,,,7708.0,,,,2,100.0,100.0,5.816641621503342
226,,,阿克苏地区,2004,,,11941.0,,,,2,100.0,100.0,9.068337868706676
227,,,大兴安岭地区,2019,,,6222.0,,,,2,100.0,100.0,4.675129544171861
228,,,黄南藏族自治州,2010,,,1703.0,,,,2,100.0,100.0,1.2037344718562781
229,,,克孜勒苏柯尔克孜自治州,2012,,,6627.0,,,,2,100.0,100.0,4.986241516795852
230,10.4,,阿坝藏族羌族自治州,2014,,,7896.0,,,,2,100.0,100.0,5.961059031017688
231,,,阿勒泰地区,2008,,,11183.0,,,,2,100.0,100.0,8.486059164388196
232,,,巴音郭楞蒙古自治州,2011,,,45086.0,,,,2,100.0,100.0,34.529588072711995
233,7.5267,,阿坝藏族羌族自治州,2010,,,7984.0,,,,2,100.0,100.0,6.028658669513765
234,,,黄南藏族自治州,2011,,,1737.0,,,,2,100.0,100.0,1.2298525140024894
235,,,阿拉善盟,2017,,,23382.0,,,,2,100.0,100.0,17.857059050906855
236,3.0567,,酒泉市,2006,173.2453,334.0,16442.0,29.0,,91.16,2,1111.0,101111.0,6.345906164404147
237,,,阿拉善盟,2018,,,23524.0,,,,2,100.0,100.0,17.966140285752797
238,,,克孜勒苏柯尔克孜自治州,2013,,,6889.0,,,,2,100.0,100.0,5.187504076863718
239,,,克孜勒苏柯尔克孜自治州,2016,,,6896.0,,,,2,100.0,100.0,5.192881320834997
240,3.5683,,酒泉市,2007,203.25,340.0,16684.0,29.0,,93.57,2,1111.0,101111.0,6.864151048096923
241,8.4389,,甘孜藏族自治州,2017,,,14958.0,,,,2,100.0,100.0,11.385930020327857
242,,,大兴安岭地区,2020,,,6676.0,,,,2,100.0,100.0,5.023882224594804
243,5.0003,,酒泉市,2009,321.0478,421.0,17084.0,37.0,,96.42,2,1111.0,101111.0,8.965321950154028
244,,,阿克苏地区,2005,,,13061.0,,,,2,100.0,100.0,9.928696904111291
245,,,海北藏族自治州,2020,,,3585.0,,,,2,100.0,100.0,2.6494449224201038
246,23.31,,甘孜藏族自治州,2018,,,15678.0,,,,2,100.0,100.0,11.939017971659394
247,1.8695,,迪庆藏族自治州,2005,,,2429.0,,,,2,100.0,100.0,1.7614314894489123
248,,,海西蒙古族藏族自治州,2013,,,31529.0,,,,2,100.0,100.0,24.115402855765243
249,9.3537,,阿坝藏族羌族自治州,2012,,,8710.0,,,,2,100.0,100.0,6.586355687106399
250,,,巴音郭楞蒙古自治州,2016,,,49522.0,,,,2,100.0,100.0,37.93722439508242
251,4.1552,,酒泉市,2008,248.0173,387.0,17924.0,36.0,,95.8,2,1111.0,101111.0,7.882245801629239
252,,,阿拉善盟,2019,,,25754.0,,,,2,100.0,100.0,19.679176579460197
253,3.0047,,锡林郭勒盟,2007,,,21563.0,,,,2,100.0,100.0,16.45974379608454
254,10.2,,阿坝藏族羌族自治州,2015,,,9020.0,,,,2,100.0,100.0,6.824490777263033
255,6.82,,甘南藏族自治州,2015,,,3997.0,,,,2,100.0,100.0,2.965934139015373
256,6.83,,甘南藏族自治州,2016,,,4015.0,,,,2,100.0,100.0,2.9797613377986614
257,10.5,,阿坝藏族羌族自治州,2016,,,9110.0,,,,2,100.0,100.0,6.893626771179475
258,,,和田地区,2011,,,27444.0,,,,2,100.0,100.0,20.977396909668947
259,,,和田地区,2016,,,27455.0,,,,2,100.0,100.0,20.985846864480955
260,,,海北藏族自治州,2013,,,3910.0,,,,2,100.0,100.0,2.899102678229479
261,,,黄南藏族自治州,2012,,,2061.0,,,,2,100.0,100.0,1.4787420921016818
262,,,巴音郭楞蒙古自治州,2012,,,54465.0,,,,2,100.0,100.0,41.734326816515456
263,,,巴音郭楞蒙古自治州,2014,,,54489.0,,,,2,100.0,100.0,41.75276308155985
264,,,大兴安岭地区,2002,,,7674.0,,,,2,100.0,100.0,5.790523579357131
265,,,黄南藏族自治州,2016,,,2094.0,,,,2,100.0,100.0,1.5040919565377104
266,,,海南藏族自治州,2012,,,5184.0,,29.0,,2,10100.0,10100.0,20.06972831797506
267,,,巴音郭楞蒙古自治州,2015,,,56194.0,,,,2,100.0,100.0,43.06250607742134
268,3.5023,,锡林郭勒盟,2008,,,23912.0,,,,2,100.0,100.0,18.26419323730368
269,2.67,,甘南藏族自治州,2010,,,4391.0,,,,2,100.0,100.0,3.2685961568273534
270,10.0472,,阿坝藏族羌族自治州,2013,,,10005.0,,,,2,100.0,100.0,7.581145821792985
271,,,海南藏族自治州,2017,,,5280.0,,156.0,,2,10100.0,10100.0,92.96480067393323
272,2.1603,,迪庆藏族自治州,2006,,,2820.0,,,,2,100.0,100.0,2.061788974130345
273,,,阿勒泰地区,2009,,,14367.0,,,,2,100.0,100.0,10.931936993609886
274,,,阿拉善盟,2020,,,29692.0,,,,2,100.0,100.0,22.70426040215964
275,,,和田地区,2013,,,30759.0,,,,2,100.0,100.0,23.52390601892457
276,4.93,,甘南藏族自治州,2014,,,4561.0,,,,2,100.0,100.0,3.399186367558411
277,,,巴音郭楞蒙古自治州,2013,,,58860.0,,,,2,100.0,100.0,45.11046785276839
278,0.9739,,兴安盟,2002,,,6920.0,,,,2,100.0,100.0,5.211317585879381
279,,,和田地区,2014,,,31185.0,,,,2,100.0,100.0,23.851149723462395
280,,,海西蒙古族藏族自治州,2018,,,38007.0,,,,2,100.0,100.0,29.09165806232872
281,14.21,,酒泉市,2015,544.7963,561.0,21757.0,52.0,15.0,111.54,2,11111.0,111111.0,20.49226077894133
282,,,海南藏族自治州,2018,,,5667.0,,232.0,,2,10100.0,10100.0,136.81158040149583
283,0.8335,,大兴安岭地区,2003,,,8595.0,,,,2,100.0,100.0,6.498015250435389
284,12.19,,酒泉市,2014,610.5496,454.0,21809.0,49.0,7.0,111.2,2,11111.0,111111.0,16.676029102306718
285,,,阿克苏地区,2006,,,16712.0,,,,2,100.0,100.0,12.733313723988298
286,,,海西蒙古族藏族自治州,2017,,,39585.0,,,,2,100.0,100.0,30.30384248899701
287,,,和田地区,2012,,,32599.0,,,,2,100.0,100.0,24.937353005660725
288,3.0,,甘南藏族自治州,2011,,,4850.0,,,,2,100.0,100.0,3.6211897258012087
