省,省代码,市,市代码,市类型,省类型,数量,2002y1_pr,2002stock,2003y1_pr,2003stock,2004y1_pr,2004stock,2005y1_pr,2005stock,2006y1_pr,2006stock,2007y1_pr,2007stock,2008y1_pr,2008stock,2009y1_pr,2009stock,2010y1_pr,2010stock,2011y1_pr,2011stock,2012y1_pr,2012stock,2013y1_pr,2013stock,2014y1_pr,2014stock,2015y1_pr,2015stock,2016y1_pr,2016stock,2017y1_pr,2017stock,2018y1_pr,2018stock,2019y1_pr,2019stock,2020y1_pr,2020stock,2002y1_corrected,2003y1_corrected,2004y1_corrected,2005y1_corrected,2006y1_corrected,2007y1_corrected,2008y1_corrected,2009y1_corrected,2010y1_corrected,2011y1_corrected,2012y1_corrected,2013y1_corrected,2014y1_corrected,2015y1_corrected,2016y1_corrected,2017y1_corrected,2018y1_corrected,2019y1_corrected,2020y1_corrected
安徽省,340000,安庆市,340800,地级市,省,1,6.8042714358960765,3.3071,7.603661523905544,3.9349,9.157813766486877,3.5713,10.800731068913827,5.3089,12.222061448328535,7.4495,14.522413359864032,6.7627,16.93690946188962,8.2929,18.5837230995712,12.1714,23.030915154549714,14.6788,27.618338184946733,17.6857,30.333975506690113,21.1146,31.469318317226442,25.9399,34.00602032693358,30.9036,31.73533470586092,36.2055,34.14931701097062,40.0674,37.68835363689684,46.5712,42.32709444536019,100.6946,52.89350404658007,57.6154,56.259120691350034,61.6378,4.109469741368154,4.887196479195245,5.411723581657482,5.956930071160205,7.537096653012884,9.48735049763619,10.909438807389867,12.8833302309421,16.893176309432555,19.89678032550278,22.89917076006795,25.015222768707883,29.15599927190587,29.812623586248687,35.74636842324409,42.633133177993294,50.08975902535796,58.33480392335929,64.11867515971983
安徽省,340000,蚌埠市,340300,地级市,省,1,6.469243474818622,3.0923,7.607064791393246,3.8883,9.123084544856463,3.4589,10.291130796462056,3.9402,11.526059592829778,4.7024,13.150064084859451,5.2391,15.066681980068338,6.3487,16.130981105853685,7.9701,18.247067988240506,9.8706,21.22563785085631,11.7533,23.705690930618612,13.6161,26.23829813725574,16.4439,29.419464139109465,18.8037,32.04324722541483,22.4366,35.15790913010993,27.8173,38.318498152524036,33.208,41.47908717493815,79.4492,48.234928430717325,44.3532,48.74638422854666,49.9693,3.7744417802907,4.890599746682947,5.3769943600270675,5.447329798708434,6.841094797514127,8.115001222631609,9.039211325568585,10.430588237224587,12.109329143123347,13.504079991412357,16.27088618399645,19.78420258873718,24.569443084081755,30.120536105802596,36.7549605423834,43.26327769362049,49.24175175493592,53.676228307496544,56.60593869691645
安徽省,340000,亳州市,341600,地级市,省,1,5.801200804941776,2.0205,6.005460329985367,2.6669,6.7886898134999765,3.6069,7.552342202484902,3.6069,8.190594085808076,9.5062,7.690545133101526,6.7047,8.989642221677547,8.1238,11.176553529500783,16.5988,12.706458242506766,19.9383,14.861208332481509,23.3301,15.614320389648439,26.0552,17.440807703811448,25.6057,19.524308746916184,29.8465,20.773341893848478,35.3242,23.204459806238642,42.8396,25.56222650390952,50.8451,28.155144121055475,97.2493,37.115166900748676,64.3974,38.38351790560225,70.6422,3.1063991104138537,3.2889952852750683,3.0425996286705814,2.7085412047312802,3.5056292904924247,2.6554822708736845,2.962171567177794,5.476160660871685,6.568719397389607,7.139650473037557,8.179515643026276,10.986712155292889,14.674287691888473,18.850630774236244,24.801511218512115,30.507006045005973,35.91780870105325,42.556466777527895,46.24307237397204
安徽省,340000,池州市,341700,地级市,省,1,1.2780802839450651,1.0977,1.505950654765213,1.2513,1.826166525524914,1.3405,2.2951359031459764,2.0118,2.93789688107676,2.2858,3.865217288389224,2.2395,4.582479069929075,2.6036,6.0544815826277985,3.5441,7.233032647881996,4.2915,8.655217427055746,5.2369,9.572441461101306,6.2923,10.420137601636188,7.1196,11.459426625925104,8.731,11.981143138698794,10.5624,12.819010994970466,12.7543,13.554050352685294,14.9621,14.766783305695267,33.983000000000004,17.682794887625633,18.6944,18.38292295412304,20.333,-1.4167214105828572,-1.2105143899450859,-1.919923659304481,-2.5486650946076455,-1.7470679142388916,-1.169845573838618,-1.444991584570678,0.3540887139987001,1.0952938027648367,0.9336595676117945,2.137636714479143,3.9660420531176293,6.609405570897394,10.05843201908656,14.416062407243938,18.498829893781746,22.529447885693035,23.124094764404852,26.242477422492833
安徽省,340000,滁州市,341100,地级市,省,1,5.923198434734155,4.2285,6.694492464070648,4.6741,7.737872506953533,5.0567,7.881412680900043,5.3319,8.850981195018816,8.2243,10.314108719796852,7.7761,11.980624948512075,8.7584,13.440693616240607,11.5913,16.366309981171636,13.4594,19.961271484530393,15.6942,22.702258009993677,15.961,25.35794105359387,18.4207,27.628626674666535,20.8604,29.587368789385696,24.1417,31.73533470586092,29.5161,35.27437133178715,35.7338,39.258359658384094,97.8435,60.395209847623406,47.8837,63.46394463459951,53.2756,3.2283967402062324,3.978027419360349,3.9917823221241377,3.0376116831464213,4.166016399703165,5.2790458575690105,5.953154294012322,7.740300747611508,10.228571136054477,12.239713625086441,15.267453263371515,18.90384550507531,22.778605619638824,27.66465766977346,33.332386118134394,40.2191508728836,47.02102423838186,65.83650972440262,71.3234991029693
安徽省,340000,阜阳市,341200,地级市,省,1,6.374262304497079,4.8832,6.508423872180138,6.0527,7.919577186741604,7.01,16.660796943787105,9.513,10.428928287936355,14.2465,11.855634123940625,12.8124,13.511573242344243,14.8859,15.435508813585367,23.865,17.925464475100128,28.2858,20.876941665398824,33.5188,23.410830308792182,37.6374,25.787831105705003,43.084,29.178797888754392,48.4019,31.357629274389023,54.9953,33.950546891534984,62.8222,37.566376104339625,72.6618,41.826669309290864,141.8995,60.13545096190917,95.19,62.559721756738675,104.2034,3.6794606099691567,3.7919588274698395,4.173487001912209,11.816995946033483,5.743963492620703,6.820571261712783,7.48410258784449,9.735115944956268,11.787725629982969,13.155383805954873,15.976025562170019,19.333735557186444,24.328776833726682,29.43491815477679,35.547598303808456,42.51115564543608,49.58933388928863,65.57675083868838,70.41927622510846
安徽省,340000,合肥市,340100,地级市,省,1,16.866594509455258,6.6613,18.23195398893021,9.0081,20.213840567048727,10.7689,30.32770450519946,12.6353,34.42307524660575,15.6147,39.34289409226318,18.279,49.245004893937065,22.513,57.57085217120347,29.6625,71.98346874586326,38.606,92.03164541432548,55.04,103.06835685449549,66.5553,113.7163322014336,82.0675,124.03178706257856,97.5744,133.97908280993124,116.8809,148.44791499202987,142.9899,162.32775661738052,169.7353,178.17662884717006,234.6325,209.2607747837621,217.5679,221.88806922485887,234.1024,14.171792814927336,15.515488944219912,16.467750382219332,25.483903507445838,29.738110451290098,34.30783123003534,43.21753423943731,51.870459302574375,65.84572990074611,84.31008755488153,95.63355210787333,107.26223665291505,119.18176600755085,132.056371690319,150.04496640430335,167.27253615847695,185.93929342716783,214.7020746605413,229.74762369322866
安徽省,340000,淮北市,340600,地级市,省,1,4.2406836824641685,1.5574,4.512505565924759,1.765,5.339229032097888,1.7528,6.093475105897522,2.5834,7.322181506280472,3.7624,8.325172120296855,3.0056,10.008078414513623,3.5793,10.439194571006514,6.277,12.137116774305749,8.0759,14.966854222123642,9.9203,16.275114919212143,12.1237,17.848020741167193,13.4097,18.907174480164453,15.6716,19.25395108718186,17.8975,19.98517430102184,20.6599,22.549535654038216,24.2069,23.773714754816407,54.304,25.567741834789533,31.3456,26.391141138972372,34.6274,1.5458819879362462,1.7960405212144597,1.5931388472684933,1.2496741081438998,2.637216710964821,3.2901092580690134,3.9806077600138696,4.738801702377415,5.99937792918859,7.2452963626796905,8.84031017258998,11.393925192648634,14.057153425136743,17.331239967569626,21.582225713295312,27.494315195134668,31.536379334814175,31.009041711568752,34.250695607342166
安徽省,340000,淮南市,340400,地级市,省,1,7.344961116626141,3.0262,8.357914646835072,3.4922,9.389744860477096,2.8988,10.319022950901084,3.7015,11.235039236884878,4.4207,12.044235402507903,4.9915,14.180670020504111,5.8869,15.2908001514879,7.3733,17.084189547249103,8.978,19.156263473554027,10.3471,20.788714132857443,11.8885,21.766940527731432,14.2483,21.19792941794684,15.7088,23.445769049020363,17.8035,24.766294732732128,26.0907,26.18685568865672,29.6177,27.511422300949107,67.6639,30.861235125119272,37.1345,32.748699983840034,39.8891,4.650159422098219,5.641449602124773,5.643654675647701,5.475221953147463,6.550074441569227,7.009172540280061,8.153199366004358,9.590407282858802,10.946450702131944,11.434705614110076,13.35390938623528,15.312844979212873,16.347908362919128,21.52305792940813,26.3633461450056,31.131635229753172,35.274086880946875,36.30253500189849,40.60825445220983
安徽省,340000,黄山市,341000,地级市,省,1,2.306973635595599,1.7779,2.5278243035771606,2.1868,3.8382134426707095,2.1754,4.3680060273033465,2.3591,4.822069854441756,5.4109,5.508697194302192,3.2837,6.601573290247064,3.8221,7.056636610677074,8.617,7.991953724439986,9.5638,9.506476826219547,10.7651,10.844902472782636,11.4868,12.102081595792294,11.7135,12.999322595959285,12.5581,13.581364548557696,14.6978,14.583239242350285,16.6571,15.435622848072988,18.4899,16.695745510201313,28.5397,19.413004479925746,21.4756,20.018520645545124,22.9096,-0.3878280589323233,-0.18864074113313833,0.09212325784131448,-0.4757949704502753,0.13710505912610493,0.4736343320743499,0.5741026357473107,1.356243742047976,1.8542148793228268,1.7849189667755958,3.4100977261604726,5.647986047273735,8.149301540931575,11.658653428945462,16.180290654623757,20.38040238916944,24.45841009019908,24.854304356704965,27.878075113914917
