Unnamed: 0,register,stock,province,year,GDP,road_area,DMSP_sum,Built_area,baidu_index,POP,scale,city,stock_model_chose,register_model_chose,pr_stock,pr_stock_corrected
193,,2.5895,,2003,0.0007437569513805173,0.002943247154535143,12764.0,22.0,,91.84,2,酒泉市,1111.0,101111.0,3.8297522404953432,1.842551552224933
201,,2.38,,2004,0.0008838203083335047,0.002953025384284429,13608.0,22.0,,92.53,2,酒泉市,1111.0,101111.0,4.06225262127393,1.280181490514394
217,,2.7139,,2005,0.0010977906198438984,0.0037157273047287525,15012.0,29.0,,90.26,2,酒泉市,1111.0,101111.0,5.0886003917125455,2.243037102796774
236,,3.0567,,2006,0.0013427064483974875,0.003256150506512301,16442.0,29.0,,91.16,2,酒泉市,1111.0,101111.0,5.06730697826141,1.859705886076723
240,,3.5683,,2007,0.0016127087617028926,0.0033148198850080184,16684.0,29.0,,93.57,2,酒泉市,1111.0,101111.0,5.551242249234082,2.7501875006301657
243,,5.0003,,2009,0.0026727319748090874,0.004106856494700199,17084.0,37.0,,96.42,2,酒泉市,1111.0,101111.0,7.955323734380019,5.29169235036299
251,,4.1552,,2008,0.0020155548011712783,0.003774396683224469,17924.0,36.0,,95.8,2,酒泉市,1111.0,101111.0,6.607208543167431,3.4677317651140642
281,,14.21,,2015,0.004686170289426944,0.0054758086596002654,21757.0,52.0,15.0,111.54,2,酒泉市,11111.0,111111.0,12.400116674580607,18.8414694681839
284,,12.19,,2014,0.005277862361251168,0.004429538076426644,21809.0,49.0,7.0,111.2,2,酒泉市,11111.0,111111.0,12.406136594249134,14.493317286183094
298,,6.44,,2010,0.003428503046927157,0.004185082332694489,23164.0,38.0,,97.95,2,酒泉市,1111.0,101111.0,9.232732709600342,6.989212370553155
307,,7.86,,2011,0.0041170000821686295,0.004204638792193061,24101.0,40.0,2.0,99.1,2,酒泉市,11111.0,111111.0,10.350025181334745,8.602245743144746
314,,16.44,,2016,0.004984366327309404,0.00574959909258028,24444.0,55.0,21.0,112.0,2,酒泉市,11111.0,111111.0,13.12217033041517,21.47195830767316
324,,3.9942,,2004,0.0021394817478878935,0.0024738921265694057,38490.0,28.0,,270.88,2,呼伦贝尔市,1111.0,101111.0,5.637874487764927,3.606866779481816
340,,7.5025,,2005,0.0027000456297223475,0.002581452653811554,42464.0,28.0,,270.0,2,呼伦贝尔市,1111.0,101111.0,6.629807853738504,3.940025282487751
349,,9.4,,2012,0.004954076813113761,0.00423397348144092,29440.0,41.0,0.0,98.8,2,酒泉市,11111.0,111111.0,11.713421219186852,10.71597089145241
362,,1.1536,,2004,0.00035409215980095467,0.00036179450072358903,5191.0,6.0,,270.93,2,陇南市（2004年前为陇南地区）,1111.0,101111.0,0.8903258599852293,0.28057799273989115
363,,18.11,,2017,0.004748946882364193,0.005886494309070286,31203.0,53.0,58.0,99.0,2,酒泉市,11111.0,111111.0,12.86900572225736,20.186503580289646
369,,10.6344,,2013,0.005560317930259292,0.004419759846677357,32651.0,48.0,1.0,110.8,2,酒泉市,11111.0,111111.0,12.848527552038204,12.753845909284664
377,,1.3825,,2005,0.0004512831660461881,0.00036179450072358903,5512.0,6.0,,272.49,2,陇南市（2004年前为陇南地区）,1111.0,101111.0,1.0455694816818824,0.46088333931349845
382,,9.1392,,2006,0.0033387431401539266,0.0026010091133101265,50194.0,28.0,,269.96,2,呼伦贝尔市,1111.0,101111.0,7.667555325488513,4.880235561464037
391,,1.9546,,2006,0.0006250150367730898,0.0003715727304728752,5844.0,6.0,,274.12,2,陇南市（2004年前为陇南地区）,1111.0,101111.0,1.33184872757704,0.48878959349895557
395,,3.2323,,2003,0.00047658201934673165,0.0008018148394414675,9453.0,13.0,,253.03,2,普洱市（2007年前为思茅市、思茅地区）,1111.0,101111.0,1.480924865283903,1.480924865283903
396,,1.3096,,2003,0.0005374939984288181,0.001652520827629366,8221.0,22.0,,126.81,2,张掖市,1111.0,101111.0,2.341780971016893,1.126666137170247
399,,19.4,,2018,0.0051549180690057825,0.0059647201470645755,36149.0,54.0,60.0,99.0,2,酒泉市,11111.0,111111.0,13.587677802075836,22.431324055968595
400,,2.7396,,2007,0.0011032681086409538,0.0022001016935893924,8349.0,27.0,,128.72,2,张掖市,1111.0,101111.0,3.7369820716585807,1.8513696434293512
402,,2.2415,,2005,0.0009446072059398576,0.0024152227480736892,2680.0,16.0,,362.96,2,巴中市,1111.0,101111.0,3.6766367386303056,2.3154388386113363
403,,1.5415,,2004,0.0006777076331260324,0.0017209684358743696,8429.0,22.0,,126.46,2,张掖市,1111.0,101111.0,2.6271807796261757,0.827931820069299
404,,2.1792,,2005,0.0007806748839233107,0.0019067548011108071,8431.0,23.0,,127.08,2,张掖市,1111.0,101111.0,2.9584055524899555,1.3040547318595215
406,,8.605,,2007,0.004328409372960047,0.0026205655728086985,55474.0,28.0,,270.56,2,呼伦贝尔市,1111.0,101111.0,9.265906680957883,5.467888964366173
409,,2.438,,2006,0.0009238985728387193,0.0020045370986036693,8582.0,26.0,,127.15,2,张掖市,1111.0,101111.0,3.2749430282038863,1.2019068219558149
410,,6.5245,,2003,0.0007576742902560313,0.0022587710720851093,2759.0,15.0,,356.06,2,巴中市,1111.0,101111.0,3.2376229342482428,2.047556631582223
412,,4.681,,2004,0.0005800100019107407,0.0008018148394414675,9957.0,15.0,,254.9,2,普洱市（2007年前为思茅市、思茅地区）,1111.0,101111.0,1.6461308366831602,1.6461308366831602
413,,7.5154,,2004,0.0009054765011033303,0.00238588805882583,2766.0,16.0,,361.09,2,巴中市,1111.0,101111.0,3.587803397443628,2.2893346475261103
418,,4.0255,,2009,0.0019282569297765168,0.0026205655728086985,2791.0,17.0,,401.18,2,巴中市,1111.0,101111.0,5.432132628205394,4.597848961318817
419,,2.2662,,2003,0.0007160005620351638,0.003041029452028005,5393.0,27.0,,294.06,2,安康市,1111.0,101111.0,3.8731824852767858,3.1645927704585715
423,,3.5876,,2003,0.0011458875967970445,0.0022881057613329684,15116.0,19.0,,176.13,2,巴彦淖尔市,1111.0,101111.0,3.884047450313331,3.884047450313331
424,,2.9535,,2003,0.0008748720335515237,0.000567137325458599,5264.0,17.0,,507.27,2,昭通市,1111.0,101111.0,1.9064777024348096,1.9064777024348096
426,,3.2407,,2007,0.0014723502484618432,0.00246411389682012,7684.0,25.0,,188.6,2,武威市,1111.0,101111.0,4.563485845103479,2.2608348126471856
427,,91.29,,2016,0.004890871973598803,0.0021023193960965306,10516.0,27.0,0.0,251.0,2,普洱市（2007年前为思茅市、思茅地区）,11111.0,111111.0,9.699172734518765,9.699172734518765
429,,20.48,,2019,0.005344906032244399,0.005974498376813861,40473.0,54.0,38.0,99.0,2,酒泉市,11111.0,111111.0,13.89992297603008,24.100949282537304
431,,0.8886,,2003,0.0005937059735702086,0.0020338717878515275,7868.0,22.0,,187.1,2,武威市,1111.0,101111.0,2.7738546315543293,1.3345432905486576
432,,2.4797,,2007,0.0007898355272540189,0.0,6785.0,7.0,,275.75,2,陇南市（2004年前为陇南地区）,1111.0,101111.0,1.2616077611771084,0.6250236865389919
433,,86.19,,2014,0.0040756035129011865,0.002581452653811554,10795.0,25.0,0.0,253.8,2,普洱市（2007年前为思茅市、思茅地区）,11111.0,111111.0,8.826992509891168,8.826992509891168
434,,5.2846,,2005,0.0007426357174325737,0.0008115930691907537,10797.0,19.0,,256.56,2,普洱市（2007年前为思茅市、思茅地区）,1111.0,101111.0,1.9146701720272363,1.9146701720272363
436,,0.9007,,2004,0.0007557800707853888,0.0022001016935893924,7948.0,22.0,,187.18,2,武威市,1111.0,101111.0,3.181937900628536,1.0027584161108714
437,,2.9478,,2004,0.0008594753137687716,0.0030899206007744357,5781.0,27.0,,294.97,2,安康市,1111.0,101111.0,4.146238160960204,3.123013108492262
439,,3.7992,,2004,0.0010945591984096574,0.0005866937849571713,5527.0,17.0,,524.35,2,昭通市,1111.0,101111.0,2.274938106500218,2.274938106500218
440,,2.9826,,2005,0.0010598423398930832,0.002405444518324402,7983.0,25.0,,187.18,2,武威市,1111.0,101111.0,3.8519257601135584,1.6979152875169317
443,,2.3802,,2006,0.0010982657494783398,0.002532561505065123,3068.0,16.0,,370.45,2,巴中市,1111.0,101111.0,4.027394983033142,2.722772321157647
447,,2.911,,2008,0.0017073063520268,0.002581452653811554,3088.0,16.0,,398.57,2,巴中市,1111.0,101111.0,5.044101039662441,3.6779147199542552
452,,3.0643,,2006,0.0012381149381491356,0.0024445574373215474,8252.0,25.0,,187.23,2,武威市,1111.0,101111.0,4.171787624324463,1.53104953650945
454,,94.51,,2015,0.004409153514946405,0.0021023193960965306,11323.0,27.0,0.0,249.97,2,普洱市（2007年前为思茅市、思茅地区）,11111.0,111111.0,8.929721722038941,8.929721722038941
455,,10.1586,,2008,0.0054768264951404536,0.0026987914108029887,64389.0,28.0,,272.48,2,呼伦贝尔市,1111.0,101111.0,11.170490918699496,6.560225099077575
456,,3.0752,,2008,0.0013122063653865812,0.0022587710720851093,9864.0,28.0,,129.56,2,张掖市,1111.0,101111.0,4.123379456544246,2.164117240686118
457,,2.4098,,2004,0.0014888808003267852,0.002434779207572261,16733.0,19.0,,177.91,2,巴彦淖尔市,1111.0,101111.0,4.563560474030004,2.9195674195401535
468,,2.5844,,2005,0.0010241959190424599,0.0033930457230023077,6141.0,27.0,,294.94,2,安康市,1111.0,101111.0,4.6814206155625,2.923785720952566
477,,4.4942,,2005,0.0012882834083191078,0.003050807681777291,6032.0,17.0,,528.65,2,昭通市,1111.0,101111.0,4.796068957154273,4.796068957154273
478,,2.3964,,2007,0.0013685353232031185,0.0025032268158172643,3304.0,16.0,,374.22,2,巴中市,1111.0,101111.0,4.432768067455584,3.0973923093583617
479,,21.8369,,2020,0.005704852725003073,0.006121171823053154,45130.0,56.0,41.0,,2,酒泉市,11111.0,11111.0,14.606515882649232,25.573646345147186
480,,0.6809999999999999,,2003,0.0006578493740865362,0.0010169358939257638,18002.0,17.0,,173.55,2,黑河市,1111.0,101111.0,1.9635484327833528,1.1235722979364606
485,,2.2601,,2003,0.0004639388917635831,0.0010658270426721944,5361.0,24.0,,237.5,2,商洛市,1111.0,101111.0,1.6976971903744174,1.3871074434291157
487,,3.5532,,2008,0.0016744288211102225,0.0036472796964837494,8983.0,27.0,,197.6,2,武威市,1111.0,101111.0,5.948231173218512,3.1218736401081135
488,,15.8,,2016,0.003382689031872833,0.004889114874643095,10676.0,64.0,38.0,131.0,2,张掖市,11111.0,111111.0,9.791466444223275,16.021889212490592
490,,0.6953,,2004,0.0007940613014270056,0.0010462705831736222,18613.0,17.0,,174.07,2,黑河市,1111.0,101111.0,2.207450037613918,1.1287564087745101
