Unnamed: 0,register,stock,province,year,GDP,road_area,DMSP_sum,Built_area,baidu_index,POP,scale,city,stock_model_chose,register_model_chose,pr_stock,pr_stock_corrected
152,,1.8003,,2002,0.0006392374304707171,,10574.0,0.002616995073891625,,96.2,2,酒泉市,1101.0,101101.0,2.2840103022292872,1.3749752614320594
193,,2.5895,,2003,0.0007437569513805173,302.0,12764.0,0.002616995073891625,,91.84,2,酒泉市,1111.0,101111.0,2.508330473699867,1.6361607317203515
201,,2.38,,2004,0.0008838203083335047,303.0,13608.0,0.002616995073891625,,92.53,2,酒泉市,1111.0,101111.0,2.8089349538481594,0.7731369714039348
217,,2.7139,,2005,0.0010977906198438984,381.0,15012.0,0.003694581280788177,,90.26,2,酒泉市,1111.0,101111.0,3.643719771322772,1.9370586219403605
236,,3.0567,,2006,0.0013427064483974875,334.0,16442.0,0.003694581280788177,,91.16,2,酒泉市,1111.0,101111.0,4.169359002911029,2.369335987891422
240,,3.5683,,2007,0.0016127087617028926,340.0,16684.0,0.003694581280788177,,93.57,2,酒泉市,1111.0,101111.0,4.748838938246656,2.719302107474618
243,,5.0003,,2009,0.0026727319748090874,421.0,17084.0,0.0049261083743842365,,96.42,2,酒泉市,1111.0,101111.0,7.453077100794107,5.3641889733711166
251,,4.1552,,2008,0.0020155548011712783,387.0,17924.0,0.004772167487684729,,95.8,2,酒泉市,1111.0,101111.0,5.988989521975889,3.602188877482517
281,,14.21,,2015,0.004686170289426944,561.0,21757.0,0.007235221674876847,15.0,111.54,2,酒泉市,11111.0,111111.0,12.579099147040921,18.205718351141847
284,,12.19,,2014,0.005277862361251168,454.0,21809.0,0.0067733990147783255,7.0,111.2,2,酒泉市,11111.0,111111.0,13.68803609879142,15.45168859736159
298,,6.44,,2010,0.003428503046927157,429.0,23164.0,0.005080049261083744,,97.95,2,酒泉市,1111.0,101111.0,9.128767258925057,7.4523075963151
307,,7.86,,2011,0.0041170000821686295,431.0,24101.0,0.005387931034482759,2.0,99.1,2,酒泉市,11111.0,111111.0,10.71372520383839,9.226669254878612
314,,16.44,,2016,0.004984366327309404,589.0,24444.0,0.0076970443349753705,21.0,112.0,2,酒泉市,11111.0,111111.0,13.380043255033353,21.452030325141816
324,,3.9942,,2004,0.0021394817478878935,254.0,38490.0,0.0035406403940886704,,270.88,2,呼伦贝尔市,1111.0,101111.0,5.825749448132558,3.9269127344469243
340,,7.5025,,2005,0.0027000456297223475,265.0,42464.0,0.0035406403940886704,,270.0,2,呼伦贝尔市,1111.0,101111.0,7.028833666264749,4.105738018874481
349,,9.4,,2012,0.004954076813113761,434.0,29440.0,0.005541871921182265,0.0,98.8,2,酒泉市,11111.0,111111.0,12.563913859196038,11.589686976221028
350,,1.1757,,2002,0.0004645687984759108,,6804.0,0.002309113300492611,,126.95,2,张掖市,1101.0,101101.0,1.8018327233130076,1.0847041352554432
362,,1.1536,,2004,0.00035409215980095467,38.0,5191.0,0.0001539408866995074,,270.93,2,陇南市（2004年前为陇南地区）,1111.0,101111.0,0.8136054326866865,0.22393841455225655
363,,18.11,,2017,0.004748946882364193,603.0,31203.0,0.007389162561576354,58.0,99.0,2,酒泉市,11111.0,111111.0,12.767482062994963,20.564234108451615
369,,10.6344,,2013,0.005560317930259292,453.0,32651.0,0.006619458128078818,1.0,110.8,2,酒泉市,11111.0,111111.0,14.240591689736743,14.447359023862855
377,,1.3825,,2005,0.0004512831660461881,38.0,5512.0,0.0001539408866995074,,272.49,2,陇南市（2004年前为陇南地区）,1111.0,101111.0,1.0221971196419284,0.5434160331177674
382,,9.1392,,2006,0.0033387431401539266,267.0,50194.0,0.0035406403940886704,,269.96,2,呼伦贝尔市,1111.0,101111.0,8.399608558942333,5.213915625051113
385,,9.2307,,2002,0.0007975482850131055,,4551.0,0.0013854679802955663,,508.14,2,昭通市,1101.0,101101.0,2.1945650949541085,2.1945650949541085
389,,5.56,,2002,0.0006442955813707082,,2559.0,0.001539408866995074,,353.52,2,巴中市,1101.0,101101.0,1.919305158074608,1.3930355503027014
391,,1.9546,,2006,0.0006250150367730898,39.0,5844.0,0.0001539408866995074,,274.12,2,陇南市（2004年前为陇南地区）,1111.0,101111.0,1.3950610850728011,0.7927761634011486
393,,1.4277,,2002,0.0004898604528425991,,6831.0,0.0016933497536945814,,187.76,2,武威市,1101.0,101101.0,1.6415074966551837,0.9881882744369371
395,,3.2323,,2003,0.00047658201934673165,83.0,9453.0,0.0012315270935960591,,253.03,2,普洱市（2007年前为思茅市、思茅地区）,1111.0,101111.0,1.452054575329625,1.452054575329625
396,,1.3096,,2003,0.0005374939984288181,170.0,8221.0,0.002616995073891625,,126.81,2,张掖市,1111.0,101111.0,2.065648182665611,1.3474031741287136
399,,19.4,,2018,0.0051549180690057825,611.0,36149.0,0.007543103448275862,60.0,99.0,2,酒泉市,11111.0,111111.0,13.69243044956546,22.13663907197339
400,,2.7396,,2007,0.0011032681086409538,226.0,8349.0,0.0033866995073891628,,128.72,2,张掖市,1111.0,101111.0,3.5481724443827147,2.0317709088815037
402,,2.2415,,2005,0.0009446072059398576,248.0,2680.0,0.0016933497536945814,,362.96,2,巴中市,1111.0,101111.0,2.6174866127334067,1.8445168976506339
403,,1.5415,,2004,0.0006777076331260324,177.0,8429.0,0.002616995073891625,,126.46,2,张掖市,1111.0,101111.0,2.366575189448734,0.65138096988094
404,,2.1792,,2005,0.0007806748839233107,196.0,8431.0,0.0027709359605911327,,127.08,2,张掖市,1111.0,101111.0,2.641215439766733,1.4041115840653222
